scheme,event_year,programme_key,tail_features,learner,n,severe_n,observed_mean,predicted_mean,rmse,mae,predictive_r2,bias,severe_observed,severe_predicted,severe_rmse,false_extreme_rate
leave_one_event_out,2017,mmp,legacy_tail,Soft-gated tail,32,0,0.12532500342899636,0.414897623879996,0.31489783013541756,0.2895726204509997,-6.201870885883311,0.2895726204509997,,,,0.75
leave_one_event_out,2017,mmp,none,INLA only,32,0,0.12532500342899636,0.310515216502499,0.23245778518366667,0.20453253835982269,-2.9245890359448996,0.18519021307350267,,,,0.5714285714285714
leave_one_event_out,2017,mmp,wqc_threshold_tail,Conservative tail (0.5 gate),32,0,0.12532500342899636,0.3526736436803295,0.25923323018708105,0.23119782306296752,-3.880758709030519,0.22734864025133317,,,,0.6428571428571429
leave_one_event_out,2017,mmp,wqc_threshold_tail,Soft-gated tail,32,0,0.12532500342899636,0.39483207085816,0.2942140349409466,0.2695070674291637,-5.28684520463381,0.2695070674291637,,,,0.7142857142857143
leave_one_event_out,2017,mmp,wqc_threshold_track_disease_tail,Conservative tail (0.5 gate),32,0,0.12532500342899636,0.33856851407422983,0.2516919638932519,0.22116501912115122,-3.600920127809885,0.2132435106452335,,,,0.5714285714285714
leave_one_event_out,2017,mmp,wqc_threshold_track_disease_tail,Soft-gated tail,32,0,0.12532500342899636,0.3666218116459607,0.2744196268395128,0.24353529476806077,-4.469357780804837,0.24129680821696434,,,,0.6071428571428571
leave_one_event_out,2017,mmp,wqc_threshold_track_tail,Conservative tail (0.5 gate),32,0,0.12532500342899636,0.3345672320629659,0.2481992156981874,0.2190440281262063,-3.474111516740619,0.20924222863396957,,,,0.5714285714285714
leave_one_event_out,2017,mmp,wqc_threshold_track_tail,Soft-gated tail,32,0,0.12532500342899636,0.35861924762343284,0.267112674349958,0.23794819395048153,-4.181971094382674,0.23329424419443648,,,,0.6071428571428571
leave_one_event_out,2020,ltmp,legacy_tail,Conservative tail (0.5 gate),47,1,0.02271156283741858,0.08643612292634612,0.12129702770202529,0.09068080505755606,-0.5203812208950485,0.06372456008892755,0.5658792943952381,0.23930661928847846,0.32657267510675964,0
leave_one_event_out,2020,ltmp,legacy_tail,Soft-gated tail,47,1,0.02271156283741858,0.1042292524414515,0.1353143302121054,0.10205027073167691,-0.8920811684166994,0.08151768960403291,0.5658792943952381,0.35430919932646554,0.21157009506877256,0.022222222222222223
leave_one_event_out,2020,ltmp,none,INLA only,47,1,0.02271156283741858,0.06864299341124075,0.11582572082049435,0.07931133938343521,-0.3863158932454325,0.045931430573822166,0.5658792943952381,0.1243040392504914,0.4415752551447467,0
leave_one_event_out,2020,ltmp,wqc_threshold_tail,Conservative tail (0.5 gate),47,1,0.02271156283741858,0.08363814822611426,0.11951351583223321,0.08859867377212013,-0.475999546705844,0.06092658538869568,0.5658792943952381,0.22740242458512944,0.33847686981010866,0
leave_one_event_out,2020,ltmp,wqc_threshold_tail,Soft-gated tail,47,1,0.02271156283741858,0.09863330304098777,0.13079286006049448,0.09788600816080507,-0.7677475833046781,0.07592174020356919,0.5658792943952381,0.33050080991976744,0.23537848447547066,0.022222222222222223
leave_one_event_out,2020,ltmp,wqc_threshold_track_disease_tail,Conservative tail (0.5 gate),47,1,0.02271156283741858,0.08113930735426711,0.11752039302732989,0.08640253327592014,-0.4271796658049316,0.05842774451684853,0.5658792943952381,0.2333050396379533,0.3325742547572848,0
leave_one_event_out,2020,ltmp,wqc_threshold_track_disease_tail,Soft-gated tail,47,1,0.02271156283741858,0.09363562129729347,0.12501141245196914,0.09349372716840508,-0.6149218222386785,0.07092405845987489,0.5658792943952381,0.34230604002541515,0.22357325436982295,0
leave_one_event_out,2020,ltmp,wqc_threshold_track_tail,Conservative tail (0.5 gate),47,1,0.02271156283741858,0.08034815932066919,0.11776066890561902,0.0864479382319193,-0.43302150131129347,0.057636596483250604,0.5658792943952381,0.21152932340465896,0.35434997099057913,0
leave_one_event_out,2020,ltmp,wqc_threshold_track_tail,Soft-gated tail,47,1,0.02271156283741858,0.09205332523009763,0.12414329912700336,0.09358453708040342,-0.5925707837961176,0.06934176239267904,0.5658792943952381,0.29875460755882655,0.26712468683641155,0
leave_one_event_out,2020,manta,legacy_tail,Conservative tail (0.5 gate),63,0,0.01145997072577666,0.08689916450932142,0.11018324069596855,0.0848911974432012,-5.412520356885754,0.07543919378354476,,,,0.015873015873015872
leave_one_event_out,2020,manta,legacy_tail,Soft-gated tail,63,0,0.01145997072577666,0.10312862791622439,0.1366131724530263,0.1008420024055896,-8.85786410566516,0.09166865719044773,,,,0.07936507936507936
leave_one_event_out,2020,manta,none,INLA only,63,0,0.01145997072577666,0.07066970110241845,0.08760578105014427,0.07063562417055651,-3.0538082798952946,0.059209730376641796,,,,0
leave_one_event_out,2020,manta,wqc_threshold_tail,Conservative tail (0.5 gate),63,0,0.01145997072577666,0.08307237661394741,0.10401405854681003,0.08184736883746048,-4.714546337188299,0.07161240588817075,,,,0
leave_one_event_out,2020,manta,wqc_threshold_tail,Soft-gated tail,63,0,0.01145997072577666,0.09547505212547636,0.12366250174573232,0.0932704041301338,-7.0774397999243135,0.0840150813996997,,,,0.06349206349206349
leave_one_event_out,2020,manta,wqc_threshold_track_disease_tail,Conservative tail (0.5 gate),63,0,0.01145997072577666,0.08145608197280799,0.10371565558932998,0.08078138273051969,-4.681804773252051,0.06999611124703133,,,,0
leave_one_event_out,2020,manta,wqc_threshold_track_disease_tail,Soft-gated tail,63,0,0.01145997072577666,0.09224246284319751,0.12205667691742987,0.09092714129048285,-6.869021956899419,0.08078249211742085,,,,0.031746031746031744
leave_one_event_out,2020,manta,wqc_threshold_track_tail,Conservative tail (0.5 gate),63,0,0.01145997072577666,0.08089971617673439,0.10188124622986842,0.08005312014089706,-4.482595066116461,0.06943974545095773,,,,0
leave_one_event_out,2020,manta,wqc_threshold_track_tail,Soft-gated tail,63,0,0.01145997072577666,0.09112973125105031,0.11811367286561225,0.08947061611123762,-6.3688212657728664,0.07966976052527365,,,,0.015873015873015872
leave_one_event_out,2022,ltmp,legacy_tail,Conservative tail (0.5 gate),36,0,0.01585845519859899,0.030929072016960133,0.0627017480748967,0.03789394218182968,-1.654392510457384,0.015070616818361145,,,,0
