scheme,tail_features,learner,programme_key,n,severe_n,observed_mean,predicted_mean,rmse,mae,predictive_r2,bias,severe_observed,severe_predicted,severe_rmse,false_extreme_rate
leave_one_event_out,wqc_threshold_track_disease_tail,Conservative tail (0.5 gate),mmp,90,13,0.18723893040686382,0.31521276523198416,0.27823797545179707,0.2209364639547867,-0.43997578511028723,0.12797383482512034,0.6438488594127777,0.5134222929851316,0.4458173455064155,0.39705882352941174
leave_one_event_out,wqc_threshold_track_disease_tail,Soft-gated tail,mmp,90,13,0.18723893040686382,0.3330323437701159,0.2890870222663025,0.23488197676367248,-0.5544600719308523,0.1457934133632521,0.6438488594127777,0.517963422040961,0.4392185626211038,0.47058823529411764
leave_one_event_out,wqc_threshold_track_tail,Conservative tail (0.5 gate),mmp,90,13,0.18723893040686382,0.31337713269984835,0.27613147373985364,0.21892557235129395,-0.4182546015931703,0.1261382022929845,0.6438488594127777,0.515746911917284,0.44311204723814973,0.39705882352941174
leave_one_event_out,wqc_threshold_track_tail,Soft-gated tail,mmp,90,13,0.18723893040686382,0.32936107870584425,0.28425365969053057,0.23038192908461963,-0.5029153129196087,0.14212214829898043,0.6438488594127777,0.5226126599052657,0.4339161053214335,0.4264705882352941
reef_blocked_5fold,legacy_tail,Conservative tail (0.5 gate),ltmp,199,12,0.0887202187883077,0.0944319337086979,0.12102156115873919,0.07477902794750639,0.4739403432127731,0.00571171492039021,0.61388975696167,0.3843208382936927,0.30847392786614586,0.016853932584269662
reef_blocked_5fold,legacy_tail,Soft-gated tail,ltmp,199,12,0.0887202187883077,0.1039501900065745,0.12381984757882313,0.07725647113876304,0.44933176458877633,0.015229971218266806,0.61388975696167,0.42064799634202893,0.2878332121287868,0.033707865168539325
reef_blocked_5fold,none,INLA only,ltmp,199,12,0.0887202187883077,0.08491367741082131,0.12191922603227166,0.07325388847433792,0.46610741473730877,-0.0038065413774863873,0.61388975696167,0.3479936802453564,0.33438669198955273,0.016853932584269662
reef_blocked_5fold,wqc_threshold_tail,Conservative tail (0.5 gate),ltmp,199,12,0.0887202187883077,0.09521487977846305,0.12091570330256665,0.07457774470466162,0.47486023206458206,0.006494660990155354,0.61388975696167,0.3863823426213651,0.3070698539380696,0.016853932584269662
reef_blocked_5fold,wqc_threshold_tail,Soft-gated tail,ltmp,199,12,0.0887202187883077,0.10551608214610479,0.12409201352025473,0.07687432556267218,0.4469082782378889,0.016795863357797095,0.61388975696167,0.42477100499737386,0.2854221584399082,0.0449438202247191
reef_blocked_5fold,wqc_threshold_track_disease_tail,Conservative tail (0.5 gate),ltmp,199,12,0.0887202187883077,0.09528704937810152,0.1209380313770794,0.07431981303597229,0.4746662714434282,0.006566830589793828,0.61388975696167,0.3866509044655645,0.3059645948757126,0.02247191011235955
