programme_key,source_observation_id,ReefID,ReefName,event_year,region_block,ann_maxdhw,prop_acropora_pre,observed_pre_cover,wqc_freqcc12,wqc_excess50,wqc_excess50_10yr_sum,wqc_prior10_percentile,log1p_cyc_maxHrs4mw,tc_min_distance_km,tc_nearest_name,tc_nearest_max_wind_ms,tc_wind_distance_index,observed_mortality,inla_prediction,scheme,fold,tail_features,learner,tail_probability,tail_magnitude,predicted_mortality,correction,error
mmp,4160243,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.13825214405281794,0.5789794313776275,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1203811513759946,leave_one_event_out,2024,none,INLA only,,,0.1203811513759946,,-0.8796188486240054
mmp,4160201,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.2276483309360394,0.5029984341764817,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1226694943299514,leave_one_event_out,2024,none,INLA only,,,0.1226694943299514,,-0.8773305056700486
mmp,4160243,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.13825214405281794,0.5789794313776275,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1203811513759946,leave_one_event_out,2024,legacy_tail,Conservative tail (0.5 gate),0.025990462372126207,0.44016500329990466,0.12453681646131558,0.31978385192391007,-0.8754631835386845
mmp,4160243,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.13825214405281794,0.5789794313776275,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1203811513759946,leave_one_event_out,2024,wqc_threshold_tail,Conservative tail (0.5 gate),0.03319374422730302,0.4150971459451779,0.12527251504770695,0.2947159945691833,-0.874727484952293
mmp,4160201,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.2276483309360394,0.5029984341764817,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1226694943299514,leave_one_event_out,2024,legacy_tail,Conservative tail (0.5 gate),0.0250537199495624,0.4469921928092991,0.12673223936044536,0.3243226984793477,-0.8732677606395547
mmp,4160201,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.2276483309360394,0.5029984341764817,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1226694943299514,leave_one_event_out,2024,wqc_threshold_tail,Conservative tail (0.5 gate),0.029844728696015003,0.4244907699795109,0.12717338137317452,0.3018212756495595,-0.8728266186268254
mmp,4160243,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.13825214405281794,0.5789794313776275,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1203811513759946,leave_one_event_out,2024,legacy_tail,Soft-gated tail,0.025990462372126207,0.44016500329990466,0.12869248154663657,0.31978385192391007,-0.8713075184533634
mmp,4160243,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.13825214405281794,0.5789794313776275,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1203811513759946,leave_one_event_out,2024,wqc_threshold_tail,Soft-gated tail,0.03319374422730302,0.4150971459451779,0.1301638787194193,0.2947159945691833,-0.8698361212805807
mmp,4160243,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.13825214405281794,0.5789794313776275,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1203811513759946,leave_one_event_out,2024,wqc_threshold_track_disease_tail,Conservative tail (0.5 gate),0.07105713745225026,0.4078278627895048,0.13059372161754815,0.2874467114135102,-0.8694062783824519
mmp,4160201,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.2276483309360394,0.5029984341764817,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1226694943299514,leave_one_event_out,2024,legacy_tail,Soft-gated tail,0.0250537199495624,0.4469921928092991,0.13079498439093934,0.3243226984793477,-0.8692050156090607
mmp,4160201,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.2276483309360394,0.5029984341764817,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1226694943299514,leave_one_event_out,2024,wqc_threshold_tail,Soft-gated tail,0.029844728696015003,0.4244907699795109,0.13167726841639765,0.3018212756495595,-0.8683227315836024
mmp,4160201,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.2276483309360394,0.5029984341764817,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1226694943299514,leave_one_event_out,2024,wqc_threshold_track_disease_tail,Conservative tail (0.5 gate),0.07288675141440765,0.41631910963703606,0.13337107758686337,0.29364961530708467,-0.8666289224131366
mmp,4160243,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.13825214405281794,0.5789794313776275,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1203811513759946,leave_one_event_out,2024,wqc_threshold_track_tail,Conservative tail (0.5 gate),0.08733524607446126,0.4273924014160094,0.13378760291093092,0.30701125004001484,-0.866212397089069
mmp,4160201,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.2276483309360394,0.5029984341764817,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1226694943299514,leave_one_event_out,2024,wqc_threshold_track_tail,Conservative tail (0.5 gate),0.08733524607446126,0.43500478083484373,0.13630843388227248,0.31233528650489234,-0.8636915661177276
mmp,4160243,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.13825214405281794,0.5789794313776275,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1203811513759946,leave_one_event_out,2024,wqc_threshold_track_disease_tail,Soft-gated tail,0.07105713745225026,0.4078278627895048,0.1408062918591017,0.2874467114135102,-0.8591937081408982
mmp,4160201,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.2276483309360394,0.5029984341764817,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1226694943299514,leave_one_event_out,2024,wqc_threshold_track_disease_tail,Soft-gated tail,0.07288675141440765,0.41631910963703606,0.14407266084377532,0.29364961530708467,-0.8559273391562247
mmp,4160243,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.13825214405281794,0.5789794313776275,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1203811513759946,leave_one_event_out,2024,wqc_threshold_track_tail,Soft-gated tail,0.08733524607446126,0.4273924014160094,0.14719405444586725,0.30701125004001484,-0.8528059455541328
mmp,4160201,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.2276483309360394,0.5029984341764817,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.1226694943299514,leave_one_event_out,2024,wqc_threshold_track_tail,Soft-gated tail,0.08733524607446126,0.43500478083484373,0.14994737343459352,0.31233528650489234,-0.8500526265654065
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.04618863569683115,reef_blocked_5fold,2,none,INLA only,,,0.04618863569683115,,-0.6872350230680287
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.04618863569683115,reef_blocked_5fold,2,wqc_threshold_track_tail,Conservative tail (0.5 gate),0.008173316640852437,0.5453573713331229,0.04822856776361584,0.49916873563629177,-0.6851950910012441
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.04618863569683115,reef_blocked_5fold,2,wqc_threshold_tail,Conservative tail (0.5 gate),0.009756290360373877,0.5163764101368943,0.04848227992249876,0.47018777444006316,-0.6849413788423612
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.04618863569683115,reef_blocked_5fold,2,wqc_threshold_track_disease_tail,Conservative tail (0.5 gate),0.011010805136449515,0.4952702741321203,0.04866101090241537,0.4490816384352892,-0.6847626478624446
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.04618863569683115,reef_blocked_5fold,2,legacy_tail,Conservative tail (0.5 gate),0.011689826765337415,0.5263943512942301,0.04899539651036039,0.48020571559739894,-0.6844282622544995
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.04618863569683115,reef_blocked_5fold,2,wqc_threshold_track_tail,Soft-gated tail,0.008173316640852437,0.5453573713331229,0.05026849983040052,0.49916873563629177,-0.6831551589344594
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.04618863569683115,reef_blocked_5fold,2,wqc_threshold_tail,Soft-gated tail,0.009756290360373877,0.5163764101368943,0.05077592414816638,0.47018777444006316,-0.6826477346166936
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.04618863569683115,reef_blocked_5fold,2,wqc_threshold_track_disease_tail,Soft-gated tail,0.011010805136449515,0.4952702741321203,0.05113338610799959,0.4490816384352892,-0.6822902726568604
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.04618863569683115,reef_blocked_5fold,2,legacy_tail,Soft-gated tail,0.011689826765337415,0.5263943512942301,0.051802157323889625,0.48020571559739894,-0.6816215014409703
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.07273308875060036,leave_one_event_out,2017,none,INLA only,,,0.07273308875060036,,-0.6606905700142596
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.07273308875060036,leave_one_event_out,2017,legacy_tail,Conservative tail (0.5 gate),0.014424362740241519,0.47669552764109735,0.07564653912659496,0.403962438890497,-0.657777119638265
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.07273308875060036,leave_one_event_out,2017,legacy_tail,Soft-gated tail,0.014424362740241519,0.47669552764109735,0.07855998950258954,0.403962438890497,-0.6548636692622704
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.07273308875060036,leave_one_event_out,2017,wqc_threshold_track_tail,Conservative tail (0.5 gate),0.03363340506265431,0.5192949991078556,0.0802427875588995,0.44656191035725523,-0.6531808712059605
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.07273308875060036,leave_one_event_out,2017,wqc_threshold_tail,Conservative tail (0.5 gate),0.03930903682069242,0.48819541547483997,0.0808988007000072,0.4154623267242396,-0.6525248580648527
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.07273308875060036,leave_one_event_out,2017,wqc_threshold_track_disease_tail,Conservative tail (0.5 gate),0.06568120395214354,0.5099792838826506,0.08709251701048383,0.4372461951320502,-0.6463311417543761
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.07273308875060036,leave_one_event_out,2017,wqc_threshold_track_tail,Soft-gated tail,0.03363340506265431,0.5192949991078556,0.08775248636719865,0.44656191035725523,-0.6456711723976613
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.07273308875060036,leave_one_event_out,2017,wqc_threshold_tail,Soft-gated tail,0.03930903682069242,0.48819541547483997,0.08906451264941403,0.4154623267242396,-0.6443591461154459
mmp,4160201,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.2276483309360394,0.5029984341764817,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.35759570449717665,reef_blocked_5fold,5,none,INLA only,,,0.35759570449717665,,-0.6424042955028233
mmp,4160201,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.2276483309360394,0.5029984341764817,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.35759570449717665,reef_blocked_5fold,5,legacy_tail,Conservative tail (0.5 gate),0.11813039505868594,0.4741802308479017,0.3644817925749471,0.11658452635072503,-0.6355182074250529
mmp,4160201,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.2276483309360394,0.5029984341764817,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.35759570449717665,reef_blocked_5fold,5,wqc_threshold_tail,Conservative tail (0.5 gate),0.13607294175565957,0.4658854167215946,0.3649633543493018,0.10828971222441797,-0.6350366456506982
mmp,4160201,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.2276483309360394,0.5029984341764817,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.35759570449717665,reef_blocked_5fold,5,wqc_threshold_track_disease_tail,Conservative tail (0.5 gate),0.1739555518477532,0.4497813854337614,0.3656138099970689,0.09218568093658475,-0.6343861900029311
ltmp,4223970,21-025,Penrith Reef (21-025),2017,Southern GBR,4.87,0.24561559429316782,0.3001225609922936,0,0,0,0.35,3.5793426492924243,154.86259795135226,Debbie,41.2,5.14346333757215,0.7334236587648599,0.07273308875060036,leave_one_event_out,2017,wqc_threshold_track_disease_tail,Soft-gated tail,0.06568120395214354,0.5099792838826506,0.1014519452703673,0.4372461951320502,-0.6319717134944927
mmp,4160201,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.2276483309360394,0.5029984341764817,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.35759570449717665,reef_blocked_5fold,5,wqc_threshold_track_tail,Conservative tail (0.5 gate),0.23098421266967528,0.46112462956410477,0.36955247811973774,0.10352892506692812,-0.6304475218802623
mmp,4160201,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.2276483309360394,0.5029984341764817,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.35759570449717665,reef_blocked_5fold,5,legacy_tail,Soft-gated tail,0.11813039505868594,0.4741802308479017,0.3713678806527176,0.11658452635072503,-0.6286321193472824
mmp,4160201,16-006,Snapper Reef (16-006),2024,Central GBR,6.93,0.2276483309360394,0.5029984341764817,0.897197855579998,0.397197855579998,2.7295280414539898,0.9,0,45.43455551300602,Jasper,25.7,5.5233108410408365,1,0.35759570449717665,reef_blocked_5fold,5,wqc_threshold_tail,Soft-gated tail,0.13607294175565957,0.4658854167215946,0.372331004201427,0.10828971222441797,-0.627668995798573
