model,elpd_loo,elpd_loo_se,looic,looic_se,bayes_r2_mean,bayes_r2_q025,bayes_r2_q975
weather_rrn_cots,-150.54260043015643,17.14345114775481,301.08520086031285,34.28690229550962,0.3376419185505306,0.25413120980957915,0.41415621618568876
