model,elpd_loo,elpd_loo_se,looic,looic_se,bayes_r2_mean,bayes_r2_q025,bayes_r2_q975
weather_rrn,-150.59319751364723,17.227569803814927,301.18639502729445,34.45513960762985,0.3343421225952668,0.25307586653474184,0.4104235885037611
