model,elpd_loo.x,elpd_loo_se,looic.x,looic_se,bayes_r2_mean,bayes_r2_q025,bayes_r2_q975,elpd_diff,se_diff,elpd_loo.y,se_elpd_loo,p_loo,se_p_loo,looic.y,se_looic
weather_rrn,-150.59319751364723,17.227569803814927,301.18639502729445,34.45513960762985,0.3343421225952668,0.25307586653474184,0.4104235885037611,-0.05059708349056535,1.582804828471649,-150.59319751364723,17.227569803814927,101.85590195084384,7.555553554003857,301.18639502729445,34.45513960762985
weather_rrn_cots,-150.54260043015643,17.14345114775481,301.08520086031285,34.28690229550962,0.3376419185505306,0.25413120980957915,0.4141562161856888,0,0,-150.54260043015643,17.14345114775481,104.200294023451,7.472902194373556,301.08520086031285,34.28690229550962
