programme_key,variant,variant_label,n,observed_mean,predicted_mean,bias_predicted_minus_observed,mae,rmse,predictive_r2
ltmp,all_rows,All training rows,199,0.0887202187883077,0.0981959074146244,0.009475688626316712,0.082826619073539,0.13220689914436418,0.37220517175173196
ltmp,exclude_low_dhw_ge05,Exclude DHW < 4 and loss >= 5%,199,0.0887202187883077,0.0959153648422111,0.007195146053903401,0.0811110935159244,0.13152173741029236,0.37869539872081037
ltmp,exclude_low_dhw_ge10,Exclude DHW < 4 and loss >= 10%,199,0.0887202187883077,0.0966516992735443,0.007931480485236609,0.08198670371742313,0.13214360142815787,0.37280617618194145
ltmp,exclude_low_dhw_ge20,Exclude DHW < 4 and loss >= 20%,199,0.0887202187883077,0.09661046318932098,0.00789024440101329,0.08195529399707997,0.13215773238982464,0.37267202930434806
manta,all_rows,All training rows,248,0.10298413264736025,0.10365043116670461,6.662985193443581e-4,0.08426640782028363,0.1181481605810715,0.41227818604251343
manta,exclude_low_dhw_ge05,Exclude DHW < 4 and loss >= 5%,248,0.10298413264736025,0.09949757422408198,-0.003486558423278275,0.0835001195037584,0.11997480406548129,0.3939646185159311
manta,exclude_low_dhw_ge10,Exclude DHW < 4 and loss >= 10%,248,0.10298413264736025,0.09949777892323303,-0.0034863537241272315,0.08350008169837903,0.11997469172469401,0.393965753461898
manta,exclude_low_dhw_ge20,Exclude DHW < 4 and loss >= 20%,248,0.10298413264736025,0.10164460601613566,-0.0013395266312245886,0.0846376710294464,0.11945061513978243,0.39924877875902376
