programme_key,variant,variant_label,n,observed_mean,predicted_mean,bias_predicted_minus_observed,mae,rmse,predictive_r2
ltmp,all_rows,All training rows,2,0.24206902006494413,0.03277193209549768,-0.20929708796944646,0.20929708796944646,0.21245298000953308,-254.40400692354996
ltmp,exclude_low_dhw_ge05,Exclude DHW < 4 and loss >= 5%,2,0.24206902006494413,0.029810368316563533,-0.2122586517483806,0.2122586517483806,0.21499937782285253,-260.5630894279895
ltmp,exclude_low_dhw_ge10,Exclude DHW < 4 and loss >= 10%,2,0.24206902006494413,0.030266833985461247,-0.21180218607948287,0.21180218607948287,0.21447509507067405,-259.28898513809355
ltmp,exclude_low_dhw_ge20,Exclude DHW < 4 and loss >= 20%,2,0.24206902006494413,0.03029127902836158,-0.21177774103658256,0.21177774103658256,0.21445431173591162,-259.2385418826298
manta,all_rows,All training rows,6,0.2487440059396231,0.09034364634198483,-0.15840035959763826,0.15840035959763826,0.2120681444558215,-0.34375004969839074
manta,exclude_low_dhw_ge05,Exclude DHW < 4 and loss >= 5%,6,0.2487440059396231,0.06048119674513755,-0.18826280919448554,0.18826280919448554,0.24003349564509635,-0.7215170177927797
manta,exclude_low_dhw_ge10,Exclude DHW < 4 and loss >= 10%,6,0.2487440059396231,0.06048131155901511,-0.188262694380608,0.188262694380608,0.24003270476530109,-0.7215056734528582
manta,exclude_low_dhw_ge20,Exclude DHW < 4 and loss >= 20%,6,0.2487440059396231,0.07620381291102706,-0.17254019302859602,0.17254019302859602,0.2218476244085222,-0.47054116271917357
