programme_key,term,estimate,std_error,q05,q95
mmp,secc3m_z,-0.18611453121366572,0.3416401769542916,-0.74201031285806,0.3804780502614188
mmp,cloudp_90_z,0.035180864576187805,0.3488432858742608,-0.5289936048670797,0.6143811150521535
mmp,dhw10_load4_z,0.23580420848656475,0.3034672385883889,-0.262849020904259,0.7250366610053592
mmp,dhw_novelty10_z,-0.03161339302085363,0.3677200720927037,-0.6312291883273918,0.5736084824326212
mmp,secc3m_p10_z,-0.1044228381459733,0.3314563157251328,-0.6444762613743865,0.4371513632601879
mmp,depth_z,-0.40571025359083746,0.10404951611966363,-0.5747017340772917,-0.23288957431215013
mmp,prop_acropora_pre_z:ann_maxdhw_z,0.24300899401444975,0.12944066905127719,0.02613285533378921,0.45534146389888236
mmp,cloudp_90_z:ann_maxdhw_z,-0.24145092179493663,0.24775448843151227,-0.6549799499137406,0.16763874310503235
mmp,secc3m_z:ann_maxdhw_z,-0.05924249503311524,0.33631412857515225,-0.6112021757307393,0.502173197716997
mmp,mcur_90_z:ann_maxdhw_z,0.011586303814532394,0.32323094518699924,-0.5281210543052237,0.5423582195529708
mmp,histmDHW6_z:ann_maxdhw_z,-0.07949743310931658,0.35008147723668837,-0.646824522282359,0.4977872946366424
mmp,dhw10_load4_z:ann_maxdhw_z,0.05761760102991024,0.3550464993978737,-0.5147494343324887,0.6557506392041265
mmp,dhw_novelty10_z:ann_maxdhw_z,0.0037866702856105138,0.3381733263303208,-0.5553698090421711,0.5447235183881171
mmp,secc3m_p10_z:ann_maxdhw_z,-0.25734132750253585,0.34736302818635867,-0.8223110560354163,0.3191059803703452
mmp,zoi_ann_maxdhw_z,-0.47788434021242726,0.42588588469307354,-1.18250091727546,0.2314063826977003
mmp,zoi_cloudp_90_z,-0.5110916713129761,0.388654285036206,-1.163500649986693,0.11485098567004846
mmp,zoi_secc3m_z,-0.055840398222250974,0.49025448748041467,-0.8675667593999741,0.7346422674763905
mmp,zoi_histmDHW6_z,0.3419947205549189,0.5242757437479278,-0.519822578019429,1.2141804428715206
mmp,zoi_prop_acropora_pre_z,-0.15306245290115505,0.4495681437872604,-0.8773213963794002,0.5868020367977791
mmp,zoi_acropora_cover_pre_z,-0.7053337610112155,0.4766190081640657,-1.520983549623733,0.06043918282294678
mmp,zoi_dhw10_load4_z,-0.2196846393306138,0.43157969554104214,-0.9179960659267697,0.47496966529939244
mmp,zoi_dhw_novelty10_z,-0.21738799034995052,0.5663118864593596,-1.1654200479600108,0.7016191439792786
mmp,zoi_secc3m_p10_z,0.029031589189793573,0.5028347264911162,-0.8016386517315872,0.8434637025490445
