programme_key,learner,scheme,n,mae,rmse,predictive_r2,bias,observed_mean,predicted_mean,zero_mae,positive_mae,balanced_mae,severe_mae,occurrence_brier
manta,formal_ensemble,region_blocked,248,0.11113463900125432,0.14251385271899428,0.1448701963774518,0.013510182776075122,0.10298413264736025,0.11649431542343537,0.08648132785901154,0.14206333843424981,0.11427233314663068,0.20094028412050816,0.20725630862787126
manta,stacked_ensemble,leave_one_event_out,248,0.10523809388269843,0.14051718679231656,0.16866364286633984,-0.010597356721240086,0.10298413264736025,0.09238677592612017,0.07369960914741833,0.1448045565505953,0.10925208284900681,0.22102201403646665,0.26625899549054177
manta,stacked_ensemble,reef_blocked_5fold,248,0.08428282343078787,0.1173678599506074,0.4200156794765215,-0.003021357234787832,0.10298413264736025,0.09996277541257242,0.056135500301514894,0.11959491972023942,0.08786521001087716,0.16952892297333721,0.17618963219171938
manta,stacked_ensemble,region_blocked,248,0.10306807522862318,0.13311451052901527,0.25394871921185325,0.004892371301213843,0.10298413264736025,0.10787650394857409,0.08268385148591652,0.12864101046947338,0.10566243097769495,0.19211711121750236,0.20881259119048054
mmp,benchmark,leave_one_event_out,90,0.17111456353504345,0.24184840290326515,-0.08794972647807131,-0.02615283634416858,0.18723893040686382,0.16108609406269525,0.12503369003671577,0.1953265479155207,0.16018011897611822,0.25380220095460787,0.2082539298634155
mmp,benchmark,reef_blocked_5fold,90,0.16750983740654413,0.22800542633352308,0.03303056714914798,-1.354138605533912e-4,0.18723893040686382,0.18710351654631044,0.15869878749115185,0.17213937210785193,0.16541907979950188,0.2179384516395114,0.20614454874955188
mmp,benchmark,region_blocked,90,0.18616574281862533,0.24461005065415276,-0.11293800960333544,-0.010561637173386288,0.18723893040686382,0.17667729323347753,0.16593361504963847,0.19679618283283878,0.18136489894123864,0.2584360174148694,0.24252553025570464
mmp,brms,leave_one_event_out,90,0.17406036674340947,0.24297565727457948,-0.09811522009836238,-0.05275894466212519,0.18723893040686382,0.13447998574473863,0.12916113142532995,0.19765149038511226,0.16340631090522112,0.28830430885677427,0.35534517421098327
mmp,brms,reef_blocked_5fold,90,0.1580718048531432,0.21870015414647426,0.11034718338216876,0.0186454070413206,0.18723893040686382,0.20588433744818443,0.14278206845863295,0.16610539516212317,0.15444373181037807,0.19984515072691222,0.1900505600081912
mmp,brms,region_blocked,90,0.2261607073037982,0.2662374909338938,-0.3184413137323914,0.055309188406077084,0.18723893040686382,0.24254811881294092,0.27036230409964546,0.20293613949581066,0.23664922179772807,0.23091191029573802,0.29084927009321787
mmp,brt,leave_one_event_out,90,0.17553506566557564,0.25196995239494213,-0.1809183950778206,-0.0775667936763093,0.18723893040686382,0.10967213673055454,0.11369212253628787,0.2080288154453709,0.1608604689908294,0.3188992074950693,0.30151793546574057
mmp,brt,reef_blocked_5fold,90,0.15885041258820237,0.22960231164695533,0.0194383762307756,-0.011758910249010894,0.18723893040686382,0.17548002015785294,0.11764731807761576,0.18049949614461228,0.14907340711111403,0.22797561027252775,0.19760013795424985
mmp,brt,region_blocked,90,0.2590373161165201,0.30405744229597015,-0.7196246252583263,0.05798613400433777,0.18723893040686382,0.2452250644112016,0.298077435330738,0.23852471110565981,0.2683010732181989,0.2713200132483381,0.4117420590253008
mmp,formal_ensemble,leave_one_event_out,90,0.17442929053526515,0.24553997515454432,-0.12141612063053175,-0.05952951847278873,0.18723893040686382,0.1277094119340751,0.12467970243632708,0.2005689046211479,0.1626243035287375,0.29708911808279875,0.3199575234821196
mmp,formal_ensemble,reef_blocked_5fold,90,0.15772151738206353,0.21922832885013666,0.10604485882093884,0.015208206150734805,0.18723893040686382,0.20244713655759863,0.13900881954180078,0.16755361285745582,0.1532812161996283,0.20201453273978756,0.18745610207797123
mmp,formal_ensemble,region_blocked,90,0.2261607073037982,0.2662374909338938,-0.3184413137323914,0.055309188406077084,0.18723893040686382,0.24254811881294092,0.27036230409964546,0.20293613949581066,0.23664922179772807,0.23091191029573802,0.29084927009321787
mmp,stacked_ensemble,leave_one_event_out,90,0.18248756271403305,0.2518600991914578,-0.17988891209102364,-0.034238158633361354,0.18723893040686382,0.15300077177350246,0.1354000352444987,0.20722846697768665,0.17131425111109266,0.28282135080888404,0.26204158183389964
mmp,stacked_ensemble,reef_blocked_5fold,90,0.16167970383522576,0.2174314915774725,0.12063885940844898,0.0174380604961047,0.18723893040686382,0.2046769909029685,0.15227594473858008,0.16662066200464976,0.15944830337161492,0.20151747081463459,0.18976585029634754
mmp,stacked_ensemble,region_blocked,90,0.1873878493615625,0.24595621513897248,-0.12522139812238797,-0.012286919958446692,0.18723893040686382,0.17495201044841713,0.1658570228463283,0.1987006565136347,0.18227883967998149,0.2618465323941141,0.25036309750390146
