learner,scheme,event_year,transitions,observed_change_pp,severe_loss_n,severe_loss_observed_pp,severe_loss_predicted_pp,predicted_change_pp,predicted_gain_pp,predicted_loss_pp,rmse_pp
Mortality-augmented decomposed BRT,reef_blocked_5fold,2014,50,1.3457621044484123,2,-14.390654779382427,-1.0247614878626994,-0.2599335609832743,1.6909635125625455,1.9508970735458195,5.480091727100214
Mortality-augmented decomposed BRT,reef_blocked_5fold,2015,40,3.1536777570138095,0,NA,NA,-0.1301689601894154,1.8003668262775958,1.9305357864670107,6.660591713755854
Mortality-augmented decomposed BRT,reef_blocked_5fold,2016,55,0.5032428775061415,4,-14.735643888216181,-3.6185137352120735,-0.21773489995328757,1.6364101832445985,1.854145083197886,5.758861630206105
Mortality-augmented decomposed BRT,reef_blocked_5fold,2017,63,-7.776669411236795,18,-23.07702892591975,-13.616730051822245,-7.031959056972612,0.5667537177337699,7.5987127747063825,9.082033275445875
Mortality-augmented decomposed BRT,reef_blocked_5fold,2018,56,0.7796736658218489,1,-11.507170615456582,-4.233061138345684,0.049340513182822045,1.6513735312150584,1.6020330180322362,4.115790524296425
Mortality-augmented decomposed BRT,reef_blocked_5fold,2019,87,1.751558821478579,3,-16.876997099648346,0.01570998596017925,0.37696840178315655,2.2287171109946504,1.851748709211494,6.5285210138839656
Mortality-augmented decomposed BRT,reef_blocked_5fold,2020,98,4.265822596673907,1,-29.293304741487443,1.2624975876581843,0.9197314684030408,2.6153286316014857,1.695597163198445,8.884406628939084
Mortality-augmented decomposed BRT,reef_blocked_5fold,2021,172,2.639571012729044,8,-15.957781994397392,-0.3783661130244267,0.26665384713069523,2.356330179846548,2.089676332715853,7.370513961081765
Mortality-augmented decomposed BRT,reef_blocked_5fold,2022,184,0.630152478005479,10,-15.224099792975354,-0.9895052406756409,1.031166592253241,2.466284176638171,1.4351175843849302,5.59266566145953
Mortality-augmented decomposed BRT,reef_blocked_5fold,2023,161,1.9008294648574016,6,-13.057308115996177,-2.2142347078696187,0.49085687824564833,2.4661582877350803,1.975301409489432,6.231578487308252
Mortality-augmented decomposed BRT,reef_blocked_5fold,2024,234,-5.892317748720672,53,-21.578786471466284,-11.142495179406913,-4.515903413055671,1.203376356147465,5.719279769203135,8.594594543276122
Mortality-augmented decomposed BRT,reef_blocked_5fold,2025,105,-0.046068076599038714,10,-17.90738312333458,0.0926432279960446,0.08450935579841584,2.6693706666111052,2.5848613108126894,7.746385379771483
