scheme,transitions,rmse_pp,predictive_r2,severe_mae_pp,severe_bias_pp
forward_2024_2025,339,11.003462630667771,-0.12905835497445706,19.103188300615034,18.243701131411605
recent_year_holdout,1215,8.479853811445148,0.04000493696437024,17.182177072633205,16.579939700866426
reef_blocked_5fold,3089,6.74310474566412,0.2129893330998116,13.690617906015218,13.435897287620191
