scheme,event_year,severe_loss,transitions,mean_rich_minus_core_change_pp,rich_improvement_fraction,mean_augmented_minus_rich_change_pp,auxiliary_improvement_fraction
reef_blocked_5fold,2008,FALSE,58,0.4759358803391046,0.46551724137931033,-0.16142428391614672,0.5689655172413793
reef_blocked_5fold,2008,TRUE,3,0.056818075966867276,0.3333333333333333,0.44564337363616185,0
reef_blocked_5fold,2009,FALSE,70,0.2337641314671459,0.5857142857142857,0.0543858552658674,0.5857142857142857
reef_blocked_5fold,2009,TRUE,3,-0.1596815361746756,0.6666666666666666,-0.07099372375696793,0.6666666666666666
reef_blocked_5fold,2010,FALSE,58,0.33891087646431795,0.3620689655172414,-0.28216429398105375,0.5344827586206896
reef_blocked_5fold,2010,TRUE,5,-0.8091021740073089,0.6,0.787151983949398,0
reef_blocked_5fold,2011,FALSE,40,-0.37095689450470365,0.6,0.18977675185874346,0.4
reef_blocked_5fold,2011,TRUE,14,-2.1890850172628995,0.7857142857142857,0.3097741660503202,0.5
reef_blocked_5fold,2012,FALSE,52,0.5207301963750133,0.4230769230769231,-0.295999309781305,0.46153846153846156
reef_blocked_5fold,2012,TRUE,1,6.501812768673653,0,-0.5429212072085798,1
reef_blocked_5fold,2013,FALSE,47,0.3092259960808569,0.7021276595744681,-0.10361629316246343,0.40425531914893614
reef_blocked_5fold,2013,TRUE,4,-1.9638324551132582,0.75,-1.902767861105767,1
reef_blocked_5fold,2014,FALSE,48,-0.19128929214379997,0.4791666666666667,-0.06645854622101205,0.4791666666666667
reef_blocked_5fold,2014,TRUE,2,-0.7828282395394459,1,-0.8733405926227124,1
reef_blocked_5fold,2015,FALSE,40,-0.6847301919337715,0.675,0.3885914413135342,0.4
reef_blocked_5fold,2016,FALSE,51,0.8028626939407765,0.6862745098039216,0.04785058976856788,0.47058823529411764
reef_blocked_5fold,2016,TRUE,4,0.6493640878006619,0.5,-0.7386604842104731,0.5
reef_blocked_5fold,2017,FALSE,45,-0.1016691059824677,0.6,-0.38117443267672996,0.4222222222222222
reef_blocked_5fold,2017,TRUE,18,-6.8578506112523545,0.9444444444444444,-0.146395120442777,0.16666666666666666
reef_blocked_5fold,2018,FALSE,55,0.17921647010538774,0.5636363636363636,0.028611288311946446,0.4
reef_blocked_5fold,2018,TRUE,1,-2.1995070608662464,1,0.719090480292417,0
reef_blocked_5fold,2019,FALSE,84,0.012796141209078894,0.6071428571428571,-0.07125643761606677,0.4523809523809524
reef_blocked_5fold,2019,TRUE,3,-1.7088226609219455,0.3333333333333333,2.5219068285009194,0.3333333333333333
reef_blocked_5fold,2020,FALSE,97,0.8351848661760617,0.6907216494845361,-0.08024762738439029,0.5463917525773195
reef_blocked_5fold,2020,TRUE,1,2.421059193574748,0,-2.5164963865714096,1
reef_blocked_5fold,2021,FALSE,164,0.5553910379893099,0.6585365853658537,-0.3885128600945386,0.3475609756097561
reef_blocked_5fold,2021,TRUE,8,0.5794246014112169,0.125,-1.030238679627962,0.75
reef_blocked_5fold,2022,FALSE,174,1.3157659711526433,0.5517241379310345,0.14197883518071502,0.5057471264367817
reef_blocked_5fold,2022,TRUE,10,2.9823957522185864,0.1,1.590386187266784,0.2
reef_blocked_5fold,2023,FALSE,155,0.5094487478988492,0.5483870967741935,-0.19198653475256225,0.5032258064516129
reef_blocked_5fold,2023,TRUE,6,0.2953906990908731,0.5,-1.5135627238587204,0.8333333333333334
reef_blocked_5fold,2024,FALSE,181,0.18158340294146402,0.56353591160221,-0.17889754831511,0.5193370165745856
reef_blocked_5fold,2024,TRUE,53,-0.2092726790811183,0.4339622641509434,-1.808765395569094,0.6415094339622641
reef_blocked_5fold,2025,FALSE,95,0.4085844710085151,0.5368421052631579,-0.24675958967505007,0.47368421052631576
reef_blocked_5fold,2025,TRUE,10,1.3689321291530165,0.1,-0.42926668636222465,0.8
