scheme,fold,transition_id,programme_key,ReefID,ReefName,event_year,pre_cover,post_cover,cover_change_pp,sst_maxdhw,prop_acropora_pre,wqc_freqcc12,wqc_prior10_percentile,log_coastal_rain30,era5_wind_calm_fraction,cyc_maxHrs4mw,cot_idwmeanpertow,DISTURBANCE_TYPE,disturbance_text,predicted_change_pp_Core_decomposed_BRT,predicted_change_pp_Modifier_rich_decomposed_BRT,predicted_change_pp_Mortality_augmented_decomposed_BRT,expected_gain_pp_Core_decomposed_BRT,expected_gain_pp_Modifier_rich_decomposed_BRT,expected_gain_pp_Mortality_augmented_decomposed_BRT,expected_loss_pp_Core_decomposed_BRT,expected_loss_pp_Modifier_rich_decomposed_BRT,expected_loss_pp_Mortality_augmented_decomposed_BRT,change_error_pp_Core_decomposed_BRT,change_error_pp_Modifier_rich_decomposed_BRT,change_error_pp_Mortality_augmented_decomposed_BRT,rich_minus_core_change_pp,augmented_minus_rich_change_pp,rich_improves_absolute_error,auxiliary_improves_absolute_error,severe_loss,augmented_absolute_error_pp
reef_blocked_5fold,1,1985,manta,20-299d,Briggs Reef (No 1) (20-299d),2024,0.5501866906862115,0.38163401308421346,-16.855267760199805,8.34,0.2821229722233596,0,0.35,5.410388454901543,0,0,0.0078,NA,NA,-9.863345474961088,-5.622848979620221,-9.305685687636606,1.1498718931588825,1.0081789550593214,0.8241314282227501,11.01321736811997,6.631027934679548,10.12981711585936,-6.991922285238717,-11.232418780579584,-7.549582072563199,4.240496495340867,-3.682836708016385,FALSE,TRUE,TRUE,7.549582072563199
reef_blocked_5fold,5,2255,manta,23-081,Fairfax Islands Reef (23-081),2024,0.6500704629813622,0.40722478553053854,-24.284567745082363,11.2442553191489,0.8421051184060283,0.0818748265521753,0.9,5.784058808178996,0.01098901098901099,0,0.0202,b,Aerial bl 4 2024 DHW 11.46 2024  coral bleaching,-18.27297483417557,-31.72306284692359,-31.37193539787567,0.42840009601177576,0.326357320289502,0.3032004697825838,18.701374930187345,32.04942016721309,31.675135867658256,-6.011592910906792,7.438495101841227,7.087367652793308,-13.450088012748019,0.3511274490479188,FALSE,TRUE,TRUE,7.087367652793308
reef_blocked_5fold,1,2491,mmp,17-012,Normanby-Mabel Reef (17-012),2024,0.67131420681515,0.42388243967717015,-24.743176713797983,6.45,0.6098800018551468,0.571581421394978,1,6.845372987621058,0.6153846153846154,0,0,c | u,"COTS seen this year and last, but also BrB disease | combination of flood, COTS,  minor bleachng  crown-of-thorns starfish | unknown at 2.0 m only",-21.79521364957483,-24.362964628097096,-17.961368202312055,0.6799239565737258,0.5784098139288606,0.6867775885600413,22.475137606148557,24.941374442025957,18.648145790872096,-2.9479630642231527,-0.3802120857008866,-6.781808511485927,-2.567750978522266,6.401596425785041,TRUE,FALSE,TRUE,6.781808511485927
reef_blocked_5fold,1,925,manta,12-056,Mantis Reef (12-056),2024,0.42120549680955033,0.3100811424175816,-11.112435439196872,9.1413829787234,0.216141422466712,0.058949040699155,0.9,6.420027608820439,0.15384615384615383,0,0,b,DHW 8.91  coral bleaching,-3.140833394689635,-6.251393145691797,-4.488900361498938,0.4588807276120421,0.3904213502381512,0.3820804691362957,3.599714122301681,6.641814495929946,4.8709808306352365,-7.971602044507238,-4.861042293505076,-6.623535077697935,-3.1105597510021616,1.762492784192859,TRUE,FALSE,TRUE,6.623535077697935
reef_blocked_5fold,1,962,manta,13-124,U/N Reef (13-124),2024,0.3940946693282352,0.24292243716243056,-15.117223216580468,7.98619718309859,0.1774292151097992,0.289484885761631,0.8,6.655036804576533,0.1868131868131868,0,0,b,DHW 7.65  coral bleaching,-5.136392247141797,-11.976511653568156,-9.29974110720217,0.4394862253883012,0.2885794224107845,0.3456521686280461,5.575878472530102,12.265091075978942,9.645393275830218,-9.98083096943867,-3.14071156301231,-5.817482109378297,-6.84011940642636,2.6767705463659865,TRUE,FALSE,TRUE,5.817482109378297
reef_blocked_5fold,2,2998,mmp,23-004b,North Keppel (Ko-no-mie) Island Reef (No 2) (23-004b),2024,0.17797019321167112,0.06233144983205673,-11.56387433796144,12.3,0.9702392451266664,0.874654366947519,0.1,5.3548966285573405,0,0,NA,b,further decline as a result of bleaching in 2024  coral bleaching,-7.364763663835442,-6.030467093139339,-6.0766247070390325,0.42876867387736234,0.4966620626365539,0.4965194783645382,7.793532337712803,6.527129155775893,6.573144185403571,-4.199110674125997,-5.5334072448221,-5.487249630922406,1.334296570696103,-0.04615761389969375,FALSE,TRUE,TRUE,5.487249630922406
reef_blocked_5fold,3,2988,mmp,22-009,Barren Island Reef (22-009),2024,0.6208482450147622,0.4746668183123068,-14.618142670245543,11.06,0.9188685148426852,1,0.55,4.823371628795423,0.01098901098901099,0,NA,b,further decline as a result of bleaching in 2024  coral bleaching,-14.808549049128128,-6.75282595859934,-19.939064576846544,2.6583478915802385,2.9732477069468133,3.0792315865922486,17.466896940708363,9.726073665546153,23.018296163438787,0.19040637888258516,-7.865316711646203,5.320921906601001,8.055723090528788,-13.186238618247204,FALSE,TRUE,TRUE,5.320921906601001
reef_blocked_5fold,4,815,ltmp,23-051,Wreck Island Reef (23-051),2024,0.6697295842357892,0.30498058314261584,-36.47490010931734,11.6295,0.9797631868153628,0.0454611954935722,0.9,5.301987044294902,0.03296703296703297,0,0,b,big hc decline  coral bleaching,-20.56909360971071,-16.534343668456398,-31.32241196414622,0.17258468304777308,0.22887601829531004,0.16001073689812448,20.74167829275848,16.763219686751704,31.48242270104434,-15.90580649960663,-19.94055644086094,-5.1524881451711195,4.0347499412543115,-14.788068295689822,FALSE,TRUE,TRUE,5.1524881451711195
reef_blocked_5fold,1,2090,manta,21-558,U/N Reef (21-558),2024,0.3909070677108736,0.2894259103817405,-10.148115732913316,7.87033333333333,0.07481468055436158,0.0448146287353424,1,5.04829112437769,0.03296703296703297,2.2,0.0275,NA,NA,-6.727739925696935,-5.409546400192489,-5.651099502998647,0.06787513557489716,0.07372023092257002,0.06763542690287284,6.7956150612718345,5.483266631115059,5.718734929901518,-3.42037580721638,-4.738569332720826,-4.497016229914668,1.3181935255044461,-0.24155310280615794,FALSE,TRUE,TRUE,4.497016229914668
reef_blocked_5fold,4,2218,manta,23-051,Wreck Island Reef (23-051),2024,0.5789666427911073,0.3644854086567966,-21.448123413431077,11.6295,0.9797631868153628,0.0454611954935722,0.9,5.301987044294902,0.03296703296703297,0,0,m,"Aerial bl 5 2024  DHW 11.64  coral bleaching, unknown storm",-20.367471175251143,-13.509503552410074,-25.90841472059207,0.4295425521604344,0.457830913320004,0.42651026008529486,20.797013727411574,13.967334465730074,26.33492498067737,-1.0806522381799333,-7.938619861021003,4.460291307160993,6.85796762284107,-12.398911168181996,FALSE,TRUE,TRUE,4.460291307160993
reef_blocked_5fold,5,1312,manta,15-099c,Agincourt Reefs (No 1) (15-099c),2024,0.44560178073362894,0.3406554623648544,-10.494631836877454,6.838,0.3820065936993378,0.044311645741118,0.7,6.6724338344427165,0.15384615384615383,0,0,m,"Aerial bl 3 2024 DHW 6.97  coral bleaching, Cyclone Jasper",-3.823111412026087,-4.896829781933282,-6.8341712160167045,1.3170883803301534,1.3224833388454569,1.303974299301774,5.140199792356244,6.219313120778744,8.138145515318477,-6.6715204248513675,-5.5978020549441725,-3.66046062086075,-1.073718369907195,-1.9373414340834225,TRUE,TRUE,TRUE,3.66046062086075
reef_blocked_5fold,4,2247,manta,23-069,Mast Head Reef (23-069),2024,0.38230377464643,0.2778403788580296,-10.44633957884004,11.0850746268657,0.7967591332408196,0.00124849993778155,0.4,5.301987044294902,0.01098901098901099,0,0,b,DHW 11.17  coral bleaching,-10.700848813061386,-5.314020098470307,-6.87583999852785,0.6283329732623146,0.8038442357599768,0.7141936527959748,11.329181786323698,6.117864334230281,7.590033651323827,0.2545092342213451,-5.132319480369734,-3.570499580312191,5.386828714591079,-1.561819900057543,FALSE,TRUE,TRUE,3.570499580312191
reef_blocked_5fold,1,1000,manta,13-133,Tydeman Reef (13-133),2024,0.38356413829938735,0.28151111490984554,-10.20530233895418,7.18,0.2821229722233596,0.154226945103219,0.9,6.686516551675772,0.17582417582417584,0,0,b,Aerial bl 3 2024 DHW 7.18  coral bleaching,-9.000288302167636,-18.656283137151178,-13.76135735636723,0.21104027148920745,0.1604723969048727,0.1687109461901433,9.211328573656846,18.81675553405605,13.930068302557371,-1.2050140367865438,8.450980798196998,3.5560550174130494,-9.655994834983542,4.894925780783948,FALSE,TRUE,TRUE,3.5560550174130494
reef_blocked_5fold,2,1903,manta,19-209,Rebe Reef (19-209),2024,0.6158185078470628,0.46618035867601393,-14.963814917104887,10.3432,0.6402774310653515,0,0.45,5.8287453483906155,0.01098901098901099,33,5e-4,b,DHW 9.3 to 11.1  coral bleaching,-13.696328952992708,-19.16433691175709,-11.50404074461646,1.0315235539010952,1.3310044533768837,1.4310526385884708,14.727852506893802,20.495341365133974,12.935093383204936,-1.267485964112181,4.200521994652201,-3.4597741724884283,-5.468007958764382,7.660296167140629,FALSE,TRUE,TRUE,3.4597741724884283
reef_blocked_5fold,5,580,ltmp,19-207,Hyde Reef (19-207),2024,0.3972470019737009,0.29518550152676976,-10.206150044693112,9.50714285714286,0.7299065476187283,0,0.45,5.8287453483906155,0.01098901098901099,33,8e-4,b,coral bleaching,-5.4153659421066145,-8.647403388862307,-7.705296149510388,0.7255224949083624,0.7593583517554616,0.8418941556444551,6.140888437014977,9.406761740617773,8.547190305154844,-4.790784102586498,-1.5587466558308058,-2.5008538951827246,-3.232037446755692,0.9421072393519188,TRUE,FALSE,TRUE,2.5008538951827246
reef_blocked_5fold,4,2282,manta,23-082a,Lady Musgrave Reef (23-082a),2024,0.6318089437365313,0.39267387347992694,-23.913507025660437,11.2160377358491,0.9474516636293956,0.0530255667004531,0.8,5.801442997806395,0.01098901098901099,0,0.0202,m,"Aerial bl 4 2024 DHW 11.42  coral bleaching, unknown storm",-24.501616816082866,-22.913015052637476,-26.0918781801257,0.2215330723530619,0.20024626169609697,0.1909731301806807,24.723149888435923,23.113261314333577,26.28285131030638,0.5881097904224255,-1.0004919730229602,2.178371154465264,1.5886017634453893,-3.178863127488224,FALSE,FALSE,TRUE,2.178371154465264
reef_blocked_5fold,5,1889,manta,19-207,Hyde Reef (19-207),2024,0.548497743028163,0.4422387836532301,-10.625895937493295,9.50714285714286,0.7299065476187283,0,0.45,5.8287453483906155,0.01098901098901099,33,8e-4,b,DHW 9.2 to 10.15  coral bleaching,-12.411641356118142,-12.5164652967639,-12.605202772645448,0.5738583109013295,0.5898690449840314,0.6600249115195288,12.985499667019472,13.106334341747925,13.265227684164977,1.7857454186248471,1.8905693592706057,1.9793068351521512,-0.10482394064575828,-0.08873747588154757,FALSE,FALSE,TRUE,1.9793068351521512
reef_blocked_5fold,2,2007,manta,21-139,U/N Reef (21-139),2024,0.5779862545901678,0.45086177844244085,-12.712447614772698,8.6,0.161084953587778,0,0.4,5.04829112437769,0.03296703296703297,1,0.0335,NA,NA,-7.209965996495537,-7.294511418593085,-13.85498975403806,0.7031934435038472,0.8439568100690135,0.8259279971704843,7.913159439999386,8.138468228662104,14.680917751208549,-5.5024816182771605,-5.417936196179612,1.1425421392653623,-0.08454542209754745,-6.560478335444976,TRUE,TRUE,TRUE,1.1425421392653623
reef_blocked_5fold,5,936,manta,12-061,Lagoon Reef (12-061),2024,0.5429476932960781,0.4352561774540518,-10.769151584202625,5.22107142857143,0.3241122180549288,0.033256764816276,0.6,6.420027608820439,0.16483516483516483,0,0,b,DHW 5.54- cots prior  coral bleaching,-3.3910198265669877,-8.118036810581952,-11.262461040068311,1.3471274813247889,1.2626550282385771,1.1246978774494878,4.738147307891771,9.380691838820528,12.387158917517798,-7.3781317576356384,-2.651114773620673,0.4933094558656866,-4.7270169840149645,-3.1444242294863596,TRUE,TRUE,TRUE,0.4933094558656866
