programme_key,learner,scheme,n,mae,rmse,predictive_r2,bias,observed_mean,predicted_mean,zero_mae,positive_mae,balanced_mae,severe_mae,occurrence_brier
ltmp,shape_brt,leave_one_event_out,199,0.08944391057494695,0.1412579090920514,0.2833038980634329,0.0029632232819527746,0.0887202187883077,0.09168344207026047,0.05454533587789189,0.13437081133437415,0.09445807360613302,0.2483710824711483,0.2659491379514494
manta,shape_brt,leave_one_event_out,248,0.12631443865724337,0.18040769024887415,-0.3703388604198026,-0.028405130393352927,0.10298413264736025,0.07457900225400732,0.07717653909787532,0.18796016719535966,0.1325683531466175,0.2890958515794343,0.43523954694784994
mmp,shape_brt,leave_one_event_out,90,0.1754822194487042,0.25793081705781384,-0.23745338364773172,-0.0973876186349449,0.18723893040686382,0.08985131177191892,0.09565331479228177,0.21742622020038377,0.15653976749633278,0.3374553808363339,0.32787603364794715
