programme_key,learner,composition,prop_acropora_pre,observed_pre_cover,ann_maxdhw,occurrence,positive,mortality,q05,q95,outside_tree_support,observed_dhw_max
manta,benchmark_brms,Acropora dominated,0.9,0.55,3.5,0.683197489202968,0.3178630117464468,0.21733951716692884,0.0628026890512627,0.44319991809518194,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,3.75,0.6912372997902271,0.31548629648348514,0.2182544347556197,0.06431529205258524,0.44089307440678327,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,4,0.6991481032644926,0.3130314533728679,0.2190373906714905,0.0666514898589653,0.4374106607767063,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,4.25,0.7069209822063952,0.31049578871313527,0.2196827092627251,0.06876783336516046,0.43361216274860337,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,4.5,0.7145477980875637,0.3078786360444316,0.2201864635936271,0.07096039229788717,0.4305161549785898,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,4.75,0.7220212306855971,0.305181844699017,0.22054691795650946,0.07338581334907181,0.4267857240737922,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,5,0.7293348050871435,0.3024103144221057,0.2207650156473689,0.07549525368802466,0.4233350797924289,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,5.25,0.7364829062270202,0.29957256577875024,0.22084490451195518,0.07700860515066331,0.42086900387939163,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,5.5,0.74346078129578,0.29668666575819336,0.2207984551671087,0.07880164908089995,0.4188666502804625,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,5.75,0.7502645307074498,0.2938138779077252,0.2206708145191856,0.07932226178813188,0.41997206497159656,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,6,0.75689108862669785,0.2910288406011951,0.220519226099182,0.0798213738297228,0.41944072895261153,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,6.25,0.7633381942919922,0.2883967584388056,0.22039592553458576,0.07997516202250815,0.41595319694505306,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,6.5,0.7696043555293357,0.2859718555821741,0.22034650386845892,0.07987352332684475,0.41420278733488397,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,6.75,0.7756888059297345,0.2837970610015317,0.22040919561376782,0.07997744597282774,0.4146831069677542,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,7,0.7815914571696609,0.2819048973283641,0.2206151276193431,0.08001952796126151,0.4147881048975705,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,7.25,0.7873128478990644,0.2803195411879481,0.22098955350694846,0.08003785258758095,0.4161857622413959,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,7.5,0.79285409051998,0.27905047163217034,0.2215464873214875,0.07976872333090412,0.41759578141466924,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,7.75,0.798216817044705,0.2780731219064238,0.22227271571989085,0.07975318852025079,0.416645140646962,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,8,0.8034031250689398,0.2773612388724527,0.2231529434396455,0.07957468365588571,0.41879344579683875,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,8.25,0.8084155247332923,0.2768946065453285,0.22417604389905954,0.07900185051180723,0.4209407980720417,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,8.5,0.8132568873849609,0.2766579649982748,0.22533435661302134,0.07893878637958472,0.4222644322836901,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,8.75,0.8179303964968893,0.2766399622103104,0.2266229669620169,0.078984561953134,0.4274025449246598,NA,NA
manta,benchmark_brms,Acropora dominated,0.9,0.55,9,0.8224395012589363,0.27683215503020625,0.2280389866447745,0.0779270641303544,0.4322032730391658,NA,NA
