programme_key,learner,scheme,n,mae,rmse,predictive_r2,bias,observed_mean,predicted_mean,zero_mae,positive_mae,balanced_mae,severe_mae,occurrence_brier
ltmp,shape_brms,leave_one_event_out,199,0.0820737133309467,0.13374874445895804,0.35747663810373453,0.011163741675490646,0.0887202187883077,0.09988396046379834,0.056352101935865526,0.11518659236829258,0.08576934715207905,0.2123512981450746,0.24652918454959785
manta,shape_brms,leave_one_event_out,248,0.10154496060095329,0.14807305103631552,0.07685497971072353,-0.012625308147809936,0.10298413264736025,0.09035882449955032,0.05955303200218665,0.15422574375213327,0.10688938787715996,0.23475280708298707,0.2645630618189706
mmp,shape_brms,leave_one_event_out,90,0.141590251874341,0.21638413138105295,0.1290901616398057,-0.004318675446814765,0.18723893040686382,0.18292025496004904,0.11637138943545497,0.1548408406134167,0.13560611502443584,0.20697713909277676,0.30246910371962427
