ereefs_lat_index,ereefs_lon_index,year,lon,lat,n_reef_features,salinity_min,freshwater_exposure_30,freshwater_exposure_28,days_below_30,days_below_28,salinity_complete_q1,salinity_forcing_warning,k490_q90,coastal_distance_km,coastal_rain_december,coastal_rain_q1,coastal_rain_max_7day,coastal_rain_max_30day,reef_rain_q1,reef_wind_mean,reef_wind_calm3,flood30,flood28,log_kd,log_coastal_rain30,log_coastal_rain7,log_reef_rain
318,157,2020,146.878788,-19.156022,1,33.895076751708984,0,0,0,0,TRUE,FALSE,0.2060111097163624,0,19.998788833618164,611.7646484375,234.3985996246338,319.6675720214844,611.7646484375,2.626314401626587,0.6703296703296703,FALSE,FALSE,-1.5798251809848083,5.770404985345434,5.461280245890189,6.417980928181228
318,157,2022,146.878788,-19.156022,1,33.890785217285156,0,0,0,0,TRUE,TRUE,0.1961636371233246,0,112.73957061767578,294.63922119140625,112.35165786743164,240.7190818786621,294.63922119140625,2.7764952182769775,0.6444444444444445,FALSE,FALSE,-1.6288060847905408,5.4877762332016085,4.730495002937726,5.689139863599206
318,157,2024,146.878788,-19.156022,1,34.645931243896484,0,0,0,0,FALSE,FALSE,0.2433511128028233,0,150.88558959960938,785.013916015625,208.43601417541504,443.0875797271729,785.013916015625,2.8266942501068115,0.6043956043956044,FALSE,FALSE,-1.4132499698640506,6.096021794618455,5.344418271114453,6.666974497126962
318,182,2016,147.628788,-19.156022,1,34.393802642822266,0,0,0,0,TRUE,FALSE,0.0668799996376037,38.216385302429515,80.20806121826172,438.6947021484375,199.8655776977539,311.8678312301636,465.69195556640625,6.160881519317627,0.04395604395604396,FALSE,FALSE,-2.704855315624296,5.745780836921047,5.302635916661357,6.14566941596643
318,182,2017,147.628788,-19.156022,1,34.646785736083984,0,0,0,0,TRUE,FALSE,0.0566399991512298,38.216385302429515,55.64141845703125,640.317626953125,133.24904823303223,291.1467590332031,670.04205322265625,6.5946526527404785,0.05555555555555555,FALSE,FALSE,-2.871039844582022,5.677256275436271,4.899696643851979,6.50883180747082
318,182,2020,147.628788,-19.156022,1,33.75524139404297,0,0,0,0,TRUE,FALSE,0.0603999994695186,38.216385302429515,35.72988510131836,676.74072265625,188.94981956481936,407.0054254531861,722.86907958984375,6.318298816680908,0.03296703296703297,FALSE,FALSE,-2.8067661828241723,6.011280471995126,5.246759929724362,6.5846105467383325
318,182,2022,147.628788,-19.156022,1,33.905853271484375,0,0,0,0,TRUE,TRUE,0.0656399980187416,38.216385302429515,117.93255615234376,368.9794921875,177.8969764709473,296.5296506881714,459.142333984375,6.983233451843262,0.01111111111111111,FALSE,FALSE,-2.7235700429439524,5.695513886198068,5.186810089706385,6.13153586332728
318,182,2024,147.628788,-19.156022,1,34.50617218017578,0,0,0,0,FALSE,FALSE,0.0803000010550022,38.216385302429515,129.5247039794922,685.00970458984375,159.9543113708496,381.7050495147705,687.220703125,7.296797275543213,0.04395604395604396,FALSE,FALSE,-2.521985644891162,5.947264586791359,5.081120544405931,6.534109575917289
318,204,2016,148.288788,-19.156022,1,34.725284576416016,0,0,0,0,TRUE,FALSE,0.1171199977397918,83.39631017514932,45.28546142578125,335.98529052734375,139.54496383666992,193.89581680297852,419.3929443359375,6.1244940757751465,0.05494505494505494,FALSE,FALSE,-2.1445562480673614,5.272465142983937,4.945527464883244,6.041189855645823
318,204,2017,148.288788,-19.156022,1,34.86276626586914,0,0,0,0,TRUE,FALSE,0.1110000014305114,83.39631017514932,40.6492919921875,603.587158203125,250.54455184936523,371.40989685058594,816.4525146484375,6.5375075340271,0.1,FALSE,FALSE,-2.1982250647823127,5.919995120910644,5.527620118381834,6.706192815027391
318,204,2020,148.288788,-19.156022,1,34.39879608154297,0,0,0,0,TRUE,FALSE,0.1279199987649917,83.39631017514932,49.849632263183594,721.415771484375,308.3300666809082,509.3662853240967,629.2161865234375,6.304880142211914,0.04395604395604396,FALSE,FALSE,-2.056350220110975,6.235128674449329,5.7344088837635425,6.446062913733786
