Method,ReefName,Reef_Name,ReefID,SECTOR,Region,reef_zone,depth,report_year,DHWYear,Date,Prev.HC,mean,Change,Abs.Change,Rel.Change,Mort.prop,MaxDHW.mean,DISTURBANCE_TYPE,storm_name,description,Pre_Cover_Pct,Post_Cover_Pct,Net_Change_Pct,Growth_Adj_Loss_Pct,Mortality_Pct,MaxDHW
Manta Tow (LTMP),Linnet Reef (14-126),LINNET REEF,14-126,CL,Northern,_,9,2021,2020,2020-10-30,0.19898162736542865,0.1532795926726808,-0.04570203469274786,-0.061514090004272035,-0.2850597350264409,0.2850597350264409,5.105,NA,NA,NA,19.9,15.3,-4.6,-6.2,28.5,5.11
Manta Tow (LTMP),U/N Reef (19-131a),REEF 19-131,19-131a,WH,Southern,_,9,2023,2022,2023-01-30,0.3325481924748038,0.256479474775485,-0.07606871769931883,-0.10196349130052403,-0.2836708488516158,0.2836708488516158,4.84,b,NA,DHW 5  bl avg 20% surveyed Feb 2022,33.3,25.6,-7.6,-10.2,28.4,4.84
Manta Tow (LTMP),McSweeney Reef (11-016),MCSWEENEY REEF,11-016,CG,Northern,_,9,2025,2024,2024-12-16,0.20078260575299658,0.16565838113409684,-0.035124224618899746,-0.06534087888845916,-0.28164261766225646,0.28164261766225646,5.355,NA,NA,NA,20.1,16.6,-3.5,-6.5,28.2,5.36
Manta Tow (LTMP),U/N Reef (20-104),REEF 20-104,20-104,WH,Southern,_,9,1999,1998,1999-03-03,0.14521407090470048,0.13759145455279492,-0.007622616351905559,-0.054552820078910845,-0.2824459600624148,0.2824459600624148,1.55,NA,NA,NA,14.5,13.8,-0.8,-5.5,28.2,1.55
Benthic Photo (MMP),Pine Island Reef (20-061),PINE ISLAND,20-061,WH,Southern,_,5,2023,2023,2023-06-26,0.16946535737113683,0.1528425783149248,-0.01662277905621204,-0.06029121249006832,-0.28155860998591387,0.28155860998591387,0.29,NA,NA,NA,16.9,15.3,-1.7,-6,28.2,0.29
Manta Tow (LTMP),Tern Reef (20-309),TERN ISLAND,20-309,PO,Southern,_,9,2024,2023,2024-03-24,0.30027282227908775,0.23058207569061542,-0.06969074658847232,-0.0905796499657396,-0.2811620461158056,0.2811620461158056,0.81,m,NA,DHW 7.54,30,23.1,-7,-9.1,28.1,0.81
Benthic Photo (LTMP),East Cay Reef (21-305),EAST CAY,21-305,SW,Southern,_,9,2021,2020,2020-08-31,0.20427112916375162,0.21725497448796785,0.012983845324216231,-0.08507742718737954,-0.2804758961373232,0.2804758961373232,4.61,NA,NA,NA,20.4,21.7,1.3,-8.5,28,4.61
Benthic Photo (LTMP),Hyde Reef (19-207),HYDE REEF,19-207,WH,Southern,_,9,2024,2024,2024-05-13,0.3972470019737009,0.29518550152676976,-0.10206150044693113,-0.11459765054989023,-0.27897358976520076,0.27897358976520076,9.893333333,b,NA,NA,39.7,29.5,-10.2,-11.5,27.9,9.89
Manta Tow (LTMP),U/N Reef (19-131a),REEF 19-131,19-131a,WH,Southern,_,9,2021,2020,2021-02-11,0.1587169933071737,0.17320810117329793,0.014491107866124231,-0.06735084399049554,-0.27881742878462673,0.27881742878462673,2.586666667,NA,NA,NA,15.9,17.3,1.4,-6.7,27.9,2.59
Manta Tow (LTMP),Saville-Kent Reef (18-099),SAVILLE-KENT REEF,18-099,TO,Central,_,9,2003,2002,2003-03-20,0.14807687683962764,0.1335838772708403,-0.01449299956878733,-0.05208703616443163,-0.27903134562253473,0.27903134562253473,1.71,NA,NA,NA,14.8,13.4,-1.4,-5.2,27.9,1.71
Manta Tow (LTMP),Chicken Reef (18-086),CHICKEN REEF,18-086,TO,Central,_,9,1999,1998,1999-04-24,0.2582419729001684,0.1973779924904148,-0.06086398040975363,-0.07681595897515296,-0.2791338929001286,0.2791338929001286,0.196666667,NA,NA,NA,25.8,19.7,-6.1,-7.7,27.9,0.2
Benthic Photo (MMP),Fitzroy Island Reef (No 1) (16-054a),FITZROY ISLAND,16-054a,CA,Central,West,5,2017,2017,2017-06-26,0.2119936492502237,0.16869980278680485,-0.043293846463418856,-0.06548280787793136,-0.2784338846007631,0.2784338846007631,10.63,b,NA,NA,21.2,16.9,-4.3,-6.5,27.8,10.63
Benthic Photo (LTMP),Farquharson Reef (No 1) (17-063a),FARQUHARSON REEF,17-063a,IN,Central,_,9,2023,2022,2023-03-09,0.07060503826758416,0.072693726355296015,0.002088688087711857,-0.028356143641781666,-0.2778655537982917,0.2778655537982917,5.1,b,NA,DHW 5,7.1,7.3,0.2,-2.8,27.8,5.1
Benthic Photo (MMP),Double Cone Reef (20-024),DOUBLE CONE ISLAND,20-024,WH,Southern,_,5,2023,2023,2023-06-27,0.17507206826934021,0.15745203003494646,-0.01762003823439376,-0.060977871323476984,-0.27789226056240113,0.27789226056240113,1.07,NA,NA,NA,17.5,15.7,-1.8,-6.1,27.8,1.07
Manta Tow (LTMP),Briggs Reef (No 1) (20-299d),BRIGGS REEF,20-299d,PO,Southern,_,9,2025,2024,2025-03-23,0.5501866906862115,0.38163401308421346,-0.16855267760199805,-0.14633344443928917,-0.27663978635734393,0.27663978635734393,8.31,NA,NA,NA,55,38.2,-16.9,-14.6,27.7,8.31
Benthic Photo (LTMP),Mantis Reef (12-056),MANTIS REEF,12-056,CG,Northern,_,9,2025,2024,2024-12-18,0.193189922320597,0.17024008933414767,-0.022949832986449342,-0.06517556355094503,-0.2756820995377278,0.2756820995377278,9.46,b,NA,similar hc to prior but slightly lower,19.3,17,-2.3,-6.5,27.6,9.46
Benthic Photo (LTMP),U/N Reef (21-139),REEF 21-139,21-139,SW,Southern,_,9,2024,2023,2024-03-14,0.29527715388848075,0.24029573725924935,-0.054981416629231394,-0.09204945690726912,-0.2761385450221519,0.2761385450221519,0.29,b,NA,DHW 8.6,29.5,24,-5.5,-9.2,27.6,0.29
Benthic Photo (MMP),Daydream Reef (No 1) (20-035a),DAYDREAM ISLAND,20-035a,WH,Southern,_,5,2023,2023,2023-06-28,0.05078274223316034,0.0619788555082298,0.01119611327506946,-0.02392003534983348,-0.2752628383819465,0.2752628383819465,0.3,NA,NA,NA,5.1,6.2,1.1,-2.4,27.5,0.3
Manta Tow (LTMP),St Crispin Reef (16-019),ST. CRISPIN REEF,16-019,CA,Central,_,9,2025,2024,2024-10-07,0.2113603665534798,0.1675124775289611,-0.04384788902451872,-0.06361727964526774,-0.274059131494799,0.274059131494799,5.81,m,NA,DHW 6.98,21.1,16.8,-4.4,-6.4,27.4,5.81
Benthic Photo (MMP),Havannah Reef (18-065),HAVANNAH ISLAND,18-065,TO,Central,South,2,2017,2017,2017-05-09,0.5185990433552993,0.3524230380493657,-0.16617600530593357,-0.1324306234280462,-0.27257306865887043,0.27257306865887043,8.71,b,NA,NA,51.9,35.2,-16.6,-13.2,27.3,8.71
Manta Tow (LTMP),U/N Reef (22-084),REEF 22-084,22-084,SW,Southern,_,9,2024,2024,2024-05-01,0.12136848920372466,0.15022670123802098,0.028858212034296324,-0.05675634060169442,-0.2728892706811855,0.2728892706811855,8.45,b,NA,DHW 8.47,12.1,15,2.9,-5.7,27.3,8.45
Manta Tow (LTMP),Opal Reef (16-025),OPAL REEF,16-025,CA,Central,_,9,2021,2020,2021-01-12,0.08916146256265847,0.1166578147857285,0.027496352223070022,-0.04428092277454866,-0.27344243534111984,0.27344243534111984,7.4,NA,NA,NA,8.9,11.7,2.7,-4.4,27.3,7.4
Manta Tow (LTMP),Mantis Reef (12-056),MANTIS REEF,12-056,CG,Northern,_,9,2025,2024,2024-12-18,0.42120549680955033,0.3100811424175816,-0.11112435439196872,-0.11485114772784974,-0.2696464916727367,0.2696464916727367,9.46,b,NA,DHW 8.91,42.1,31,-11.1,-11.5,27,9.46
Benthic Photo (LTMP),Rib Reef (18-032),RIB REEF,18-032,TO,Central,_,9,2017,2016,2017-04-29,0.37563843830178556,0.2897016699972077,-0.08593676830457786,-0.10678459089754368,-0.2686497657986189,0.2686497657986189,2.5,m,NA,"tons of cots on sites, COTS removal.  AO in 2017, 2- bleaching but little mortality as yet, COTS removal-2563",37.6,29,-8.6,-10.7,26.9,2.5
Benthic Photo (LTMP),Lizard Island Reef (North West) (14-116a),LIZARD ISLES,14-116a,CL,Northern,_,9,2024,2023,2023-11-18,0.20806419610452695,0.16532056503156148,-0.04274363107296547,-0.06134676138939447,-0.2694579075258457,0.2694579075258457,1.3925,b,NA,need to investigate drop. Not bleaching- erroneous photo transect data bleaching,20.8,16.5,-4.3,-6.1,26.9,1.39
Benthic Photo (LTMP),Hyde Reef (19-207),HYDE REEF,19-207,WH,Southern,_,9,2017,2016,2017-02-20,0.0682123964275683,0.13705152367658177,0.06883912724901348,-0.050293204497546234,-0.26702740758981736,0.26702740758981736,2.756666667,NA,NA,NA,6.8,13.7,6.9,-5,26.7,2.76
Manta Tow (LTMP),Feather Reef (17-034),FEATHER REEF,17-034,IN,Central,_,9,1999,1998,1999-02-10,0.1732258003453692,0.14583400082965398,-0.027391799515715215,-0.05327361041203275,-0.26622480814929994,0.26622480814929994,2.56,NA,NA,NA,17.3,14.6,-2.7,-5.3,26.6,2.56
Benthic Photo (LTMP),Green Island Reef (16-049),GREEN ISLAND,16-049,CA,Central,_,9,2003,2002,2002-10-24,0.04326030566578974,0.045269769239371045,0.0020094635735813035,-0.016677387754778884,-0.26494266859945426,0.26494266859945426,2.05,NA,NA,NA,4.3,4.5,0.2,-1.7,26.5,2.05
Benthic Photo (LTMP),Havannah Reef (18-065),HAVANNAH ISLAND,18-065,TO,Central,North,9,1999,1999,1999-05-01,0.2723939394905943,0.21782297096763203,-0.05457096852296228,-0.07867049376156207,-0.2644444436222328,0.2644444436222328,0.49,b,NA,"up to 10% bleaching on 6 transects.  SCUBA search, delayed mortality from 1998 on manta tow",27.2,21.8,-5.5,-7.9,26.4,0.49
Manta Tow (LTMP),Tydeman Reef (13-133),TYDEMAN REEF,13-133,PB,Unknown,_,9,2025,2024,2024-12-20,0.38356413829938735,0.28151111490984554,-0.10205302338954181,-0.10069749963961319,-0.2627746240986884,0.2627746240986884,7.18,b,NA,Aerial bl 3 2024 DHW 7.18,38.4,28.2,-10.2,-10.1,26.3,7.18
Benthic Photo (MMP),Seaforth Reef (20-095),SEAFORTH ISLAND,20-095,WH,Southern,_,2,2023,2023,2023-06-26,0.07811034745667142,0.08750189043508103,0.009391542978409606,-0.031347480303583766,-0.2615573207467055,0.2615573207467055,0.14,NA,NA,NA,7.8,8.8,0.9,-3.1,26.2,0.14
Benthic Photo (LTMP),U/N Reef (21-558),REEF 21-558,21-558,SW,Southern,_,9,2025,2024,2025-01-07,0.1101872950078745,0.1027282744168105,-0.007459020591064,-0.0365248528260476,-0.26042095134750376,0.26042095134750376,7.9225,NA,NA,NA,11,10.3,-0.7,-3.7,26,7.92
Manta Tow (LTMP),U/N Reef (19-138),REEF 19-138,19-138,WH,Southern,_,9,2023,2022,2023-01-29,0.23653896322951035,0.20120109576445824,-0.0353378674650521,-0.07094559293725386,-0.2597344059869951,0.2597344059869951,5.11,b,NA,DHW 5.2 surveyed Jan 2022,23.7,20.1,-3.5,-7.1,26,5.11
Benthic Photo (MMP),Fitzroy Island Reef (No 1) (16-054a),FITZROY ISLAND,16-054a,CA,Central,East,2,2024,2024,2024-06-16,0.3457760050245789,0.25273308092101576,-0.09304292410356313,-0.08879070953031311,-0.2592249414655765,0.2592249414655765,7.74,b,NA,partial bleaching during bleaching surveys Feb24,34.6,25.3,-9.3,-8.9,25.9,7.74
Manta Tow (LTMP),Davie Reef (13-130),DAVIE REEF,13-130,PB,Unknown,_,9,2017,2016,2016-12-09,0.3609892916214853,0.2639674768182431,-0.09702181480324218,-0.0923978352431325,-0.2585528928651689,0.2585528928651689,7.73,b,NA,Bleaching,36.1,26.4,-9.7,-9.2,25.9,7.73
Benthic Photo (MMP),Tobias Spit (17-009a),HIGH ISLAND,17-009a,IN,Central,West,5,2017,2017,2017-06-25,0.3006263322517232,0.23023509048399124,-0.07039124176773195,-0.07979990862883209,-0.25656247321506687,0.25656247321506687,11.03,m,NA,NA,30.1,23,-7,-8,25.7,11.03
Benthic Photo (LTMP),Horseshoe Reef (No 1) (22-104a),HORSESHOE REEF,22-104a,SW,Southern,_,9,2025,2024,2024-11-14,0.25910214651422714,0.23086926199954919,-0.028232884514677953,-0.08011707710800856,-0.2567967473742114,0.2567967473742114,8.914,b,NA,hc decline,25.9,23.1,-2.8,-8,25.7,8.91
Manta Tow (LTMP),Michaelmas Reef (16-060),MICHAELMAS CAY,16-060,CA,Central,_,9,2003,2002,2002-11-04,0.12213703896882291,0.11556280868880374,-0.006574230280019175,-0.04027613257493761,-0.2567993143183045,0.2567993143183045,3.31,NA,NA,NA,12.2,11.6,-0.7,-4,25.7,3.31
Manta Tow (LTMP),Border Island Reef (No 1) (20-067a),BORDER ISLAND,20-067a,WH,Southern,_,9,2003,2002,2002-11-26,0.20372532963093104,0.17414463568781044,-0.0295806939431206,-0.06056847920313222,-0.2569584608440452,0.2569584608440452,1.24,b,NA,bleaching 0+ 1 transect,20.4,17.4,-3,-6.1,25.7,1.24
Benthic Photo (LTMP),McSweeney Reef (11-016),MCSWEENEY REEF,11-016,CG,Northern,_,9,2024,2023,2023-11-26,0.11801774420288894,0.11197523789881832,-0.006042506304070619,-0.03908060013030223,-0.25701479559645596,0.25701479559645596,0.775,NA,NA,NA,11.8,11.2,-0.6,-3.9,25.7,0.78
Benthic Photo (LTMP),East Cay Reef (21-305),EAST CAY,21-305,SW,Southern,_,9,2018,2017,2018-01-29,0.2287774336347579,0.20731278665739425,-0.02146464697736364,-0.07117986409799117,-0.25467526214236114,0.25467526214236114,1.79,NA,NA,NA,22.9,20.7,-2.1,-7.1,25.5,1.79
Benthic Photo (MMP),Richards (Bedarra) Reef (18-001),BEDARRA ISLAND,18-001,IN,Central,_,2,2018,2018,2018-06-21,0.07665833540929687,0.08199792652917542,0.005339591119878556,-0.02844146615121816,-0.25521914169783605,0.25521914169783605,0.23,b,NA,highlevels of bleaching at time of previous survey,7.7,8.2,0.5,-2.8,25.5,0.23
Benthic Photo (LTMP),Kelso Reef (18-030),KELSO REEF,18-030,TO,Central,_,9,2018,2017,2018-02-24,0.15543433398559273,0.13156622505269358,-0.023868108932899146,-0.04515730481524373,-0.2540873729483045,0.2540873729483045,7.4475,b,NA,"DHW 2107, plus COTS removal -246",15.5,13.2,-2.4,-4.5,25.4,7.45
Manta Tow (LTMP),Hastings Reef (16-057),HASTINGS REEF,16-057,CA,Central,_,9,2017,2016,2016-09-18,0.21721298885573315,0.1766648481995503,-0.04054814065618284,-0.06047159135164974,-0.2539367409104484,0.2539367409104484,5.286666667,b,NA,bleaching mortality- HC,21.7,17.7,-4.1,-6,25.4,5.29
Benthic Photo (MMP),Pine Island Reef (20-061),PINE ISLAND,20-061,WH,Southern,_,2,2021,2021,2021-06-04,0.05612575565261093,0.06882505965290363,0.012699304000292698,-0.02380455129707118,-0.2542416982784396,0.2542416982784396,0,NA,NA,NA,5.6,6.9,1.3,-2.4,25.4,0
Manta Tow (LTMP),Peart Reef (17-024),PEART REEF,17-024,IN,Central,_,9,2025,2024,2024-08-27,0.1935746109136898,0.16202621285435595,-0.03154839805933385,-0.054608891966931986,-0.25091950129908647,0.25091950129908647,5.4,b,NA,DHW 5.4,19.4,16.2,-3.2,-5.5,25.1,5.4
Benthic Photo (LTMP),Hastings Reef (16-057),HASTINGS REEF,16-057,CA,Central,_,9,2025,2024,2024-10-09,0.16959245778756643,0.14707238951888696,-0.022520068268679472,-0.04942357046759606,-0.2502510454946962,0.2502510454946962,7.39,m,Jasper,small decline,17,14.7,-2.3,-4.9,25,7.39
Manta Tow (LTMP),Fairfax Islands Reef (23-081),FAIRFAX ISLAND,23-081,CB,Southern,_,9,2018,2017,2017-10-14,0.20093817131682457,0.2514950079370435,0.050556836620218926,-0.08377254875262691,-0.24912468385981604,0.24912468385981604,3.543333333,NA,NA,NA,20.1,25.1,5.1,-8.4,24.9,3.54
Manta Tow (LTMP),Wade Reef (21-588),WADE REEF,21-588,SW,Southern,_,9,2025,2024,2024-11-18,0.14304588581004424,0.1421460121773275,-8.998736327167356e-4,-0.04692997137844655,-0.24690111028506598,0.24690111028506598,9.45,b,NA,Aerial bl 4 2024  DHW 9.57 2024,14.3,14.2,-0.1,-4.7,24.7,9.45
Benthic Photo (LTMP),MacGillivray Reef (14-114),MACGILLIVRAY REEF,14-114,CL,Northern,_,9,2017,2016,2016-09-04,0.1183821535444432,0.13012805758075172,0.011745904036308513,-0.04312359236364323,-0.2474788180049044,0.2474788180049044,9.06,m,NA,bleaching in sector. COTS and cyclone,11.8,13,1.2,-4.3,24.7,9.06
Manta Tow (LTMP),Hardy Reef (19-135),HARDY REEF,19-135,WH,Southern,_,9,2003,2002,2002-12-06,0.32593127803814603,0.26104052990551013,-0.0648907481326359,-0.08618216397821468,-0.24749152048944806,0.24749152048944806,3.03,m,NA,"Ongoing COTS, coral bleaching event in 2002",32.6,26.1,-6.5,-8.6,24.7,3.03
Manta Tow (LTMP),Rodda Reef (13-127),RODDA REEF,13-127,PB,Unknown,_,9,2017,2016,2016-08-20,0.35991753534805637,0.26388802409682105,-0.09602951125123532,-0.08651249708138387,-0.24619342279663547,0.24619342279663547,8.085,b,NA,Bleaching,36,26.4,-9.6,-8.7,24.6,8.09
Manta Tow (LTMP),Yonge Reef (14-138),YONGE REEF,14-138,CL,Northern,_,9,2025,2024,2024-09-23,0.2873801234301697,0.2531885178742778,-0.0341916055558919,-0.08310053986549785,-0.24637781143084503,0.24637781143084503,7.61,b,NA,Aerial bl 2 2024 DHW 8.08,28.7,25.3,-3.4,-8.3,24.6,7.61
Benthic Photo (LTMP),Lagoon Reef (12-061),LAGOON REEF,12-061,CG,Northern,_,9,2025,2024,2024-12-19,0.32829276929333295,0.26119229500156566,-0.0671004742917673,-0.0839453848799784,-0.2425202159692824,0.2425202159692824,5.256666667,b,NA,decline hc abs 7% rel 25% DHW 5.54,32.8,26.1,-6.7,-8.4,24.3,5.26
Benthic Photo (MMP),Pelorus (North Palm or Yanooa) Reef (18-048),PELORUS IS AND ORPHEUS IS WEST,18-048,TO,Central,West,5,2023,2023,2023-05-01,0.14492761511136562,0.1384178441777542,-0.0065097709336114085,-0.04468196182396968,-0.24270509999098686,0.24270509999098686,0.5,NA,NA,NA,14.5,13.8,-0.7,-4.5,24.3,0.5
Benthic Photo (MMP),Tobias Spit (17-009a),HIGH ISLAND,17-009a,IN,Central,West,5,2021,2021,2021-07-08,0.32428566272942005,0.2482737879198324,-0.07601187480958765,-0.08002017435913872,-0.24300528866468332,0.24300528866468332,0.15,m,NA,NA,32.4,24.8,-7.6,-8,24.3,0.15
Benthic Photo (LTMP),St Crispin Reef (16-019),ST. CRISPIN REEF,16-019,CA,Central,_,9,2018,2017,2017-12-17,0.14007185911529177,0.12930740323889314,-0.010764455876398626,-0.041557434913511555,-0.24180300845865657,0.24180300845865657,8.49,b,NA,"2016/17 summer bleaching DHW>8, COTS removal-166",14,12.9,-1.1,-4.2,24.2,8.49
Manta Tow (LTMP),Gannett Cay Reef (21-556),GANNET CAY,21-556,SW,Southern,_,9,2024,2023,2023-10-07,0.08593489396254193,0.09896793855981655,0.013033044597274612,-0.03164132743075752,-0.2404186908315687,0.2404186908315687,0.29,NA,NA,NA,8.6,9.9,1.3,-3.2,24,0.29
Benthic Photo (MMP),Double Cone Reef (20-024),DOUBLE CONE ISLAND,20-024,WH,Southern,_,5,2018,2018,2018-06-15,0.19056469737123397,0.1767704534347366,-0.013794243936497363,-0.05608260097923496,-0.23981983523703038,0.23981983523703038,0,NA,NA,NA,19.1,17.7,-1.4,-5.6,24,0
Benthic Photo (MMP),Orpheus (Goolboddi) Island Reef (No 5) (18-049e),ORPHEUS ISLAND EAST,18-049e,TO,Central,East,5,2024,2024,2024-05-31,0.5071642460105452,0.3884450177734608,-0.11871922823708442,-0.12070036810899058,-0.2365999408192287,0.2365999408192287,5.53,m,NA,bleaching observed during targetted bleaching surveys,50.7,38.8,-11.9,-12.1,23.7,5.53
Benthic Photo (LTMP),Farquharson Reef (No 1) (17-063a),FARQUHARSON REEF,17-063a,IN,Central,_,9,2025,2024,2024-08-25,0.08978364493751873,0.09262310060460097,0.0028394556670822413,-0.029015354562189268,-0.2365926293080578,0.2365926293080578,4.91,NA,NA,NA,9,9.3,0.3,-2.9,23.7,4.91
Benthic Photo (MMP),Pelorus (North Palm or Yanooa) Reef (18-048),PELORUS IS AND ORPHEUS IS WEST,18-048,TO,Central,West,2,2023,2023,2023-05-01,0.12299282251103742,0.12295487087895199,-3.795163208543395e-5,-0.0385732081295426,-0.23733257886796627,0.23733257886796627,0.5,NA,NA,NA,12.3,12.3,-0,-3.9,23.7,0.5
Manta Tow (LTMP),Monsoon Reef (11-029),MONSOON REEF,11-029,CG,Northern,_,9,2021,2020,2020-12-12,0.08687452404127445,0.09025272559614346,0.003378201554869009,-0.02799153492055937,-0.23474115063708687,0.23474115063708687,9.88,NA,NA,NA,8.7,9,0.3,-2.8,23.5,9.88
Benthic Photo (LTMP),U/N Reef (21-529),REEF 21-529,21-529,SW,Southern,_,9,2021,2020,2020-09-05,0.29469552267284255,0.2830572364607541,-0.011638286212088456,-0.0871438802521705,-0.23476190218351328,0.23476190218351328,3.98,NA,NA,NA,29.5,28.3,-1.2,-8.7,23.5,3.98
Manta Tow (LTMP),Langford-Bird Reef (20-019),LANGFORD AND BIRD ISLES,20-019,WH,Southern,_,9,1999,1998,1999-03-14,0.11350492229282905,0.15414137424977226,0.04063645195694321,-0.04758135504476271,-0.23471149589561796,0.23471149589561796,0.61,NA,NA,NA,11.4,15.4,4.1,-4.8,23.5,0.61
Manta Tow (LTMP),Thetford Reef (16-068),THETFORD REEF,16-068,CA,Central,_,9,2025,2024,2024-10-10,0.2945187715384348,0.2294008524938167,-0.06511791904461811,-0.0704683071099547,-0.23421578736337648,0.23421578736337648,7.513333333,b,NA,Aerial bl 3 2024 DHW 7.63 2024,29.5,22.9,-6.5,-7,23.4,7.51
Benthic Photo (LTMP),U/N Reef (21-558),REEF 21-558,21-558,SW,Southern,_,9,2018,2017,2018-01-23,0.17175482366313183,0.14789682238916996,-0.02385800127396187,-0.04560931397223214,-0.23448778956509506,0.23448778956509506,1.655,NA,NA,NA,17.2,14.8,-2.4,-4.6,23.4,1.66
Benthic Photo (LTMP),U/N Reef (21-187),REEF 21-187,21-187,SW,Southern,_,9,2025,2024,2025-01-10,0.26241106733981745,0.21944737071871148,-0.04296369662110597,-0.06584107428123105,-0.22998159873774948,0.22998159873774948,7.17,b,NA,decline following bleaching,26.2,21.9,-4.3,-6.6,23,7.17
Manta Tow (LTMP),Centipede Reef (18-088),CENTIPEDE REEF,18-088,TO,Central,_,9,2018,2017,2018-04-30,0.14681892757933923,0.12192127611063565,-0.024897651468703583,-0.03626771745065982,-0.2278280466462965,0.2278280466462965,4.68,b,NA,NA,14.7,12.2,-2.5,-3.6,22.8,4.68
Manta Tow (LTMP),Yonge Reef (14-138),YONGE REEF,14-138,CL,Northern,_,9,2021,2020,2020-10-24,0.14516059611583534,0.19350848912797594,0.0483478930121406,-0.05715924095164965,-0.2271218520291216,0.2271218520291216,7.87,NA,NA,NA,14.5,19.4,4.8,-5.7,22.7,7.87
Benthic Photo (LTMP),U/N Reef (19-131a),REEF 19-131,19-131a,WH,Southern,_,9,2003,2002,2002-12-05,0.4142346075067328,0.329131647939655,-0.08510295956707781,-0.09692423371736078,-0.2269591355147385,0.2269591355147385,2.62,b,NA,Bleaching summer of 2001/2002 Feb? surveyed dec 02.  scattered colonies on 2 transects (SCUBA search),41.4,32.9,-8.5,-9.7,22.7,2.62
Manta Tow (LTMP),Myrmidon Reef (18-034),MYRMIDON REEF,18-034,TO,Central,_,9,1999,1998,1999-04-27,0.3046624411822356,0.2563432182549964,-0.048319222927239225,-0.0751406598906588,-0.22599790495026958,0.22599790495026958,0.65,b,NA,1998 bleaching event,30.5,25.6,-4.8,-7.5,22.6,0.65
Manta Tow (LTMP),Gannett Cay Reef (21-556),GANNET CAY,21-556,SW,Southern,_,9,2025,2024,2024-11-18,0.09896793855981655,0.11258589605028108,0.01361795749046453,-0.032917266347603134,-0.22468638771225952,0.22468638771225952,8.47,b,NA,DHW 8.47,9.9,11.3,1.4,-3.3,22.5,8.47
Manta Tow (LTMP),Farquharson Reef (No 1) (17-063a),FARQUHARSON REEF,17-063a,IN,Central,_,9,2025,2024,2024-08-25,0.07791532665248674,0.08424977849980603,0.006334451847319289,-0.0247823202037583,-0.2252280970348838,0.2252280970348838,4.91,NA,NA,NA,7.8,8.4,0.6,-2.5,22.5,4.91
Benthic Photo (MMP),Stingaree Reefs (17-053),DUNK ISLAND,17-053,IN,Central,South,5,2018,2018,2018-06-02,0.3228502984498555,0.25120285857689106,-0.07164743987296446,-0.07305890305239145,-0.22461571469830635,0.22461571469830635,0.156666667,b,NA,highlevels of bleaching at time of previous survey,32.3,25.1,-7.2,-7.3,22.5,0.16
Manta Tow (LTMP),Ashmore Banks (No 1) (11-237a),ASHMORE BANKS A,11-237a,CG,Northern,_,9,2023,2022,2022-12-04,0.8308323089261449,0.5575101671512852,-0.2733221417748597,-0.16134213241857642,-0.22413227340523093,0.22413227340523093,5.25,b,NA,NA,83.1,55.8,-27.3,-16.1,22.4,5.25
Manta Tow (LTMP),Martin Reef (14-123),MARTIN REEF,14-123,CL,Northern,_,9,2025,2024,2024-10-01,0.2716942520166412,0.2174431330854078,-0.05425111893123341,-0.06236082691557692,-0.2220795850434525,0.2220795850434525,6.47,b,NA,DHW 6.73 aerial bl 5,27.2,21.7,-5.4,-6.2,22.2,6.47
Benthic Photo (MMP),Tobias Spit (17-009a),HIGH ISLAND,17-009a,IN,Central,East,2,2021,2021,2021-07-09,0.5389893378252972,0.3748077022260112,-0.16418163559928606,-0.10706993441407701,-0.22173305676170993,0.22173305676170993,0.15,m,NA,NA,53.9,37.5,-16.4,-10.7,22.2,0.15
Benthic Photo (MMP),Barren Island Reef (22-009),BARREN ISLAND,22-009,CB,Southern,_,5,2025,2024,2025-04-20,0.6208482450147622,0.4746668183123068,-0.14618142670245543,-0.13470398625438418,-0.22069205349691004,0.22069205349691004,11.06,b,NA,further decline as a result of bleaching in 2024,62.1,47.5,-14.6,-13.5,22.1,11.06
Benthic Photo (MMP),Pelorus (North Palm or Yanooa) Reef (18-048),PELORUS IS AND ORPHEUS IS WEST,18-048,TO,Central,West,5,2018,2018,2018-05-11,0.1146688766073743,0.11908028571485844,0.004411409107484138,-0.03402888077955226,-0.22081023182217027,0.22081023182217027,0,NA,NA,NA,11.5,11.9,0.4,-3.4,22.1,0
Benthic Photo (LTMP),Fitzroy Island Reef (No 1) (16-054a),FITZROY ISLAND,16-054a,CA,Central,West(LTMP),9,2017,2016,2016-12-20,0.16078631959119336,0.16741912636113615,0.006632806769942795,-0.047104888225106625,-0.2185598125366091,0.2185598125366091,3.13,b,NA,NA,16.1,16.7,0.7,-4.7,21.9,3.13
Benthic Photo (LTMP),Helix Reef (18-076),HELIX REEF,18-076,TO,Central,_,9,2025,2025,2025-05-16,0.28779769722685716,0.2485891793980904,-0.039208517828766776,-0.06991470832967976,-0.21882271551340193,0.21882271551340193,NA,NA,NA,NA,28.8,24.9,-3.9,-7,21.9,NA
Manta Tow (LTMP),Wansfell Reef (19-098),WANSFELL REEF,19-098,CU,Southern,_,9,2025,2024,2025-04-02,0.3150152243884395,0.2522890618362222,-0.0627261625522173,-0.07049276240881222,-0.21771686095469056,0.21771686095469056,3.37,b,NA,Aerial bl 3 2024 DHW 3.37 2024 DHW 2.61 2025,31.5,25.2,-6.3,-7,21.8,3.37
