"ReefName","ReefID","Dataset","report_year","DHWYear","Era","Sector","depth","DISTURBANCE_TYPE","storm_name","description","tooltip","Pre_Cover_Pct","Post_Cover_Pct","Net_Change_Pct","Rel_Change_Pct","Growth_Adj_Mortality_Pct","Absolute_Loss_Pct","MaxDHW","prop_acropora","secc3m","winyear_mean","histmDHW6","mcur_90","winyear_sd","cloudp_90","yrsince6","In_Stage1_Zarr_Val_N262","In_MultiDecadal_Expansion_N465","In_Temporal_Era_Models","In_2024_Train_Pre2024","In_2024_Test_2024","In_Confirmed_Bleaching_Strict_N305"
"U/N Reef (21-529)","21-529","Manta Tow",2025,2024,"2024","SW",9,"b",NA,"Aerial bl 5 2024 DHW 7.19 2024",NA,0.649150909615759,0.410619700480506,-0.238531209135253,-0.340841625425425,0.340841625425425,0.238531209135253,7.19,0.495148500166448,14.792614,25.6673150684931,0,0.3664619,1.78327570588443,0.537221561389195,35,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Stingaree Reefs (17-053)","17-053","MMP Inshore",2017,2017,"2016/2017","IN",2,"b",NA,NA,NA,0.161501138317815,0.111529746398262,-0.0499713919195531,-0.340745083051111,0.340745083051111,0.0499713919195531,7.39,0.437653771814258,14.271323,26.9901912568306,0,0.21456958,2.15904900045637,0.697036785539385,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Feather Reef (17-034)","17-034","Manta Tow",2003,2002,"1998/2002","IN",9,NA,NA,NA,NA,0.0870266251551319,0.0767063710157625,-0.0103202541393694,-0.339914702931037,0.339914702931037,0.0103202541393694,1.07,0.467514890099309,14.271323,26.4075342465753,6.9,0.29067624,1.87977863770658,0.630236691885792,7,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"Turner Reef (21-562)","21-562","LTMP Benthic",2025,2024,"2024","SW",9,NA,NA,NA,NA,0.125281283360687,0.112139480411566,-0.0131418029491212,-0.336998489807613,0.336998489807613,0.0131418029491212,9.27,0.201558684544663,12.010174,25.6415342465753,6,0.3144925,1.77064336331743,0.568179900953187,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"U/N Reef (20-348)","20-348","Manta Tow",2025,2024,"2024","PO",9,"b",NA,"Aerial bl 3 2024 DHW 8.39 2024",NA,0.271815770271243,0.184956873722806,-0.086858896548437,-0.336327759750605,0.336327759750605,0.086858896548437,8.39,0.35,11.107289,25.8983287671233,6.26,0.38258696,1.79746052258967,0.568595372729807,37,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Havannah Reef (18-065)","18-065","LTMP Benthic",2003,2002,"1998/2002","TO",9,"b",NA,"Bleaching, upto 3- on scuba search",NA,0.059715089121342,0.0614782168781974,0.00176312775685542,-0.335452740612696,0.335452740612696,0,2.28,0.273691314537599,14.271323,26.4075342465753,6.9,0.29067624,1.87977863770658,0.630236691885792,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Pine Island Reef (20-061)","20-061","MMP Inshore",2018,2018,NA,"WH",5,NA,NA,NA,NA,0.183218681386671,0.150585792552067,-0.0326328888346039,-0.332372914647987,0.332372914647987,0.0326328888346039,0,0,14.271323,26.4075342465753,6.9,0.29067624,1.87977863770658,0.630236691885792,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"U/N Reef (21-060)","21-060","Manta Tow",2025,2024,"2024","PO",9,NA,NA,NA,NA,0.418377215464392,0.285978062811985,-0.132399152652407,-0.332351085050589,0.332351085050589,0.132399152652407,8.99,0.425929258538709,19.125683,25.7817260273973,8.85,0.38096514,2.04819801362593,0.590229004300576,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Credlin Reefs (East) (20-287)","20-287","Manta Tow",2021,2020,"2020/2022","PO",9,NA,NA,NA,NA,0.130930793478434,0.143287573986517,0.0123567805080829,-0.332117688939755,0.332117688939755,0,9.42,0.394282482717354,11.806337,25.3530684931507,7.07,0.47868586,2.13079145581763,0.663359527945496,18,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"Seaforth Reef (20-095)","20-095","MMP Inshore",2024,2024,"2024","WH",2,NA,NA,NA,NA,0.087501890435081,0.0861870829697942,-0.00131480746528684,-0.331763102507962,0.331763102507962,0.00131480746528684,9.47,0.114915833825158,14.271323,25.4960273972603,8.16,0.36560544,2.45744980841791,0.652386355681149,4,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
