Method,ReefName,Reef_Name,ReefID,SECTOR,Region,reef_zone,depth,report_year,DHWYear,Date,Prev.HC,mean,Change,Abs.Change,Rel.Change,Mort.prop,MaxDHW.mean,DISTURBANCE_TYPE,storm_name,description,Pre_Cover_Pct,Post_Cover_Pct,Net_Change_Pct,Growth_Adj_Loss_Pct,Mortality_Pct,MaxDHW
Benthic Photo (MMP),Seaforth Reef (20-095),SEAFORTH ISLAND,20-095,WH,Southern,_,2,2024,2024,2024-07-17,0.08750189043508103,0.08618708296979419,-0.001314807465286838,-0.04328623165413075,-0.3317631025079617,0.3317631025079617,9.47,NA,NA,NA,8.8,8.6,-0.1,-4.3,33.2,9.47
Manta Tow (LTMP),U/N Reef (21-060),REEF 21-060,21-060,PO,Southern,_,9,2025,2024,2025-01-11,0.4183772154643925,0.28597806281198546,-0.13239915265240704,-0.14235793296156365,-0.33157698018092463,0.33157698018092463,8.99,NA,NA,NA,41.8,28.6,-13.2,-14.2,33.2,8.99
Benthic Photo (MMP),Pine Island Reef (20-061),PINE ISLAND,20-061,WH,Southern,_,5,2018,2018,2018-06-16,0.18321868138667083,0.15058579255206694,-0.032632888834603885,-0.07546579938887674,-0.3323729146479865,0.3323729146479865,0,NA,NA,NA,18.3,15.1,-3.3,-7.5,33.2,0
Manta Tow (LTMP),Credlin Reefs (East) (20-287),CREDLIN REEF EAST,20-287,PO,Southern,_,9,2021,2020,2021-02-14,0.13093079347843373,0.14328757398651668,0.012356780508082948,-0.07125258018982555,-0.33057682668042865,0.33057682668042865,9.43,NA,NA,NA,13.1,14.3,1.2,-7.1,33.1,9.43
Manta Tow (LTMP),Pearson Reef (11-211),PEARSON REEF,11-211,CG,Northern,_,9,2023,2022,2022-12-05,0.321926067497782,0.22590760344905939,-0.09601846404872263,-0.1109927122475805,-0.3284776814095301,0.3284776814095301,6.16,b,NA,DHW 6 in 2022,32.2,22.6,-9.6,-11.1,32.8,6.16
Manta Tow (LTMP),Creech Reef (North) (13-118a),CREECH REEF NORTH,13-118a,PB,Unknown,_,9,2017,2016,2016-08-21,0.5454980628513275,0.3368795435231318,-0.2086185193281957,-0.16245643759008296,-0.32469469261160877,0.32469469261160877,9.31,b,NA,Bleaching,54.5,33.7,-20.9,-16.2,32.5,9.31
Manta Tow (LTMP),Monsoon Reef (11-029),MONSOON REEF,11-029,CG,Northern,_,9,2025,2024,2024-12-17,0.26942545357913866,0.1969455658470966,-0.07247988773204206,-0.09526615860689117,-0.3249056932641205,0.3249056932641205,5.345,NA,NA,NA,26.9,19.7,-7.2,-9.5,32.5,5.34
Benthic Photo (LTMP),Green Island Reef (16-049),GREEN ISLAND,16-049,CA,Central,_,9,1999,1998,1999-02-04,0.060369731297418766,0.05456194818740058,-0.005807783110018186,-0.02658558946120513,-0.3236322137241367,0.3236322137241367,0.94,NA,NA,NA,6,5.5,-0.6,-2.7,32.4,0.94
Benthic Photo (MMP),Richards (Bedarra) Reef (18-001),BEDARRA ISLAND,18-001,IN,Central,_,5,2018,2018,2018-06-21,0.15792266544085126,0.1286148468228846,-0.029307818617966663,-0.062029042619280356,-0.3236682515671846,0.3236682515671846,0.23,b,NA,highlevels of bleaching at time of previous survey,15.8,12.9,-2.9,-6.2,32.4,0.23
Benthic Photo (LTMP),U/N Reef (21-591),REEF 21-591,21-591,PO,Southern,_,9,2018,2017,2018-03-24,0.12386851227247762,0.12143466558411513,-0.0024338466883624954,-0.05836052458123263,-0.3227990995106591,0.3227990995106591,4.29,NA,NA,NA,12.4,12.1,-0.2,-5.8,32.3,4.29
Benthic Photo (MMP),Seaforth Reef (20-095),SEAFORTH ISLAND,20-095,WH,Southern,_,2,2021,2021,2021-06-04,0.09766114170040995,0.09519430204044665,-0.002466839659963291,-0.045460221283818214,-0.3209231884516254,0.3209231884516254,0,NA,NA,NA,9.8,9.5,-0.2,-4.5,32.1,0
Manta Tow (LTMP),Michaelmas Reef (16-060),MICHAELMAS CAY,16-060,CA,Central,_,9,2017,2016,2016-12-19,0.12697280778440492,0.1293734030220347,0.0024005952376297823,-0.06127846965999291,-0.31973843408074026,0.31973843408074026,4.62,NA,NA,NA,12.7,12.9,0.2,-6.1,32,4.62
Manta Tow (LTMP),Rebe Reef (19-209),REBE REEF,19-209,WH,Southern,_,9,2003,2002,2002-11-28,0.2913745503128958,0.21037281284049467,-0.08100173747240111,-0.09745371755711457,-0.31556135229588095,0.31556135229588095,1.7525,b,NA,Coral bleaching 2002,29.1,21,-8.1,-9.7,31.6,1.75
Manta Tow (LTMP),Green Island Reef (16-049),GREEN ISLAND,16-049,CA,Central,_,9,2003,2002,2002-10-24,0.06483198775804169,0.058539604677814966,-0.006292383080226727,-0.027434177354453665,-0.315430428727075,0.315430428727075,2.05,NA,NA,NA,6.5,5.9,-0.6,-2.7,31.5,2.05
Manta Tow (LTMP),U/N Reef (21-550),REEF 21-550,21-550,SW,Southern,_,9,2025,2024,2024-11-18,0.5231246127836484,0.36064581279741115,-0.16247879998623727,-0.16588749961529697,-0.3144588137128244,0.3144588137128244,7.695,NA,NA,NA,52.3,36.1,-16.2,-16.6,31.4,7.7
Benthic Photo (LTMP),Hyde Reef (19-207),HYDE REEF,19-207,WH,Southern,_,9,2003,2002,2002-11-27,0.17781907801465965,0.1634521750889318,-0.014366902925727842,-0.07466695158246497,-0.31225838192807587,0.31225838192807587,1.923333333,b,NA,DHW,17.8,16.3,-1.4,-7.5,31.2,1.92
Manta Tow (LTMP),Michaelmas Reef (16-060),MICHAELMAS CAY,16-060,CA,Central,_,9,1999,1998,1999-02-05,0.10601885870640111,0.09646785376018241,-0.009551004946218702,-0.04387302243070865,-0.3104057623886169,0.3104057623886169,0.14,NA,NA,NA,10.6,9.6,-1,-4.4,31,0.14
Benthic Photo (LTMP),Chinaman Reef (22-102),CHINAMAN REEF (22-102),22-102,SW,Southern,_,9,2025,2024,2024-11-15,0.22135253766117685,0.1870466223290761,-0.034305915332100756,-0.084279647406526,-0.3094804165912895,0.3094804165912895,9.3,b,NA,decline hc,22.1,18.7,-3.4,-8.4,30.9,9.3
Manta Tow (LTMP),South Direction Reef (North) (14-147a),SOUTH DIRECTION ISLAND,14-147a,CL,Northern,_,9,2025,2024,2024-09-28,0.22989179569720097,0.17870433678922754,-0.05118745890797344,-0.07953862788445756,-0.3068111336582446,0.3068111336582446,6.4,b,NA,DHW 6.4 aerial bl 5,23,17.9,-5.1,-8,30.7,6.4
Benthic Photo (LTMP),U/N Reef (21-558),REEF 21-558,21-558,SW,Southern,_,9,2024,2024,2024-05-03,0.13576658866345692,0.1101872950078745,-0.025579293655582425,-0.04886148123746599,-0.3052911892469937,0.3052911892469937,7.9225,b,NA,NA,13.6,11,-2.6,-4.9,30.5,7.92
Benthic Photo (LTMP),U/N Reef (21-139),REEF 21-139,21-139,SW,Southern,_,9,2025,2024,2025-01-05,0.24029573725924935,0.19829692005266009,-0.04199881720658927,-0.08673844378445612,-0.30324377594740215,0.30324377594740215,8.6,NA,NA,NA,24,19.8,-4.2,-8.7,30.3,8.6
Manta Tow (LTMP),Swinger Reef (15-030),SWINGER REEF,15-030,CL,Northern,_,9,2025,2024,2024-12-22,0.41001831853403453,0.2680747706374903,-0.14194354789654423,-0.11706791811690874,-0.3031726911482927,0.3031726911482927,3.876666667,b,NA,DHW 3.87,41,26.8,-14.2,-11.7,30.3,3.88
Benthic Photo (MMP),Pandora Reef (18-051),PANDORA REEF,18-051,TO,Central,South,5,2018,2018,2018-05-10,0.08546867497361639,0.0849987880056696,-4.6988696794679485e-4,-0.0373235758354191,-0.30265050614431693,0.30265050614431693,0,NA,NA,NA,8.5,8.5,-0,-3.7,30.3,0
Manta Tow (LTMP),St Crispin Reef (16-019),ST. CRISPIN REEF,16-019,CA,Central,_,9,2018,2017,2017-12-18,0.10533824585422165,0.09661159275667272,-0.008726653097548928,-0.0419904230677635,-0.30078665282721095,0.30078665282721095,8.49,b,NA,NA,10.5,9.7,-0.9,-4.2,30.1,8.49
Benthic Photo (MMP),Pelorus (North Palm or Yanooa) Reef (18-048),PELORUS IS AND ORPHEUS IS WEST,18-048,TO,Central,West,5,2021,2021,2021-05-13,0.11117501611775553,0.10436880822336693,-0.0068062078943885995,-0.04516398698578468,-0.30002755826750865,0.30002755826750865,0.66,NA,NA,NA,11.1,10.4,-0.7,-4.5,30,0.66
Benthic Photo (LTMP),Hyde Reef (19-207),HYDE REEF,19-207,WH,Southern,_,9,2024,2024,2024-05-13,0.3972470019737009,0.29518550152676976,-0.10206150044693113,-0.11459765054989023,-0.27897358976520076,0.27897358976520076,9.893333333,b,NA,NA,39.7,29.5,-10.2,-11.5,27.9,9.89
Manta Tow (LTMP),Briggs Reef (No 1) (20-299d),BRIGGS REEF,20-299d,PO,Southern,_,9,2025,2024,2025-03-23,0.5501866906862115,0.38163401308421346,-0.16855267760199805,-0.14633344443928917,-0.27663978635734393,0.27663978635734393,8.31,NA,NA,NA,55,38.2,-16.9,-14.6,27.7,8.31
Benthic Photo (MMP),Havannah Reef (18-065),HAVANNAH ISLAND,18-065,TO,Central,South,2,2017,2017,2017-05-09,0.5185990433552993,0.3524230380493657,-0.16617600530593357,-0.1324306234280462,-0.27257306865887043,0.27257306865887043,8.71,b,NA,NA,51.9,35.2,-16.6,-13.2,27.3,8.71
Manta Tow (LTMP),Mantis Reef (12-056),MANTIS REEF,12-056,CG,Northern,_,9,2025,2024,2024-12-18,0.42120549680955033,0.3100811424175816,-0.11112435439196872,-0.11485114772784974,-0.2696464916727367,0.2696464916727367,9.46,b,NA,DHW 8.91,42.1,31,-11.1,-11.5,27,9.46
Manta Tow (LTMP),Tydeman Reef (13-133),TYDEMAN REEF,13-133,PB,Unknown,_,9,2025,2024,2024-12-20,0.38356413829938735,0.28151111490984554,-0.10205302338954181,-0.10069749963961319,-0.2627746240986884,0.2627746240986884,7.18,b,NA,Aerial bl 3 2024 DHW 7.18,38.4,28.2,-10.2,-10.1,26.3,7.18
Benthic Photo (MMP),Orpheus (Goolboddi) Island Reef (No 5) (18-049e),ORPHEUS ISLAND EAST,18-049e,TO,Central,East,5,2024,2024,2024-05-31,0.5071642460105452,0.3884450177734608,-0.11871922823708442,-0.12070036810899058,-0.2365999408192287,0.2365999408192287,5.53,m,NA,bleaching observed during targetted bleaching surveys,50.7,38.8,-11.9,-12.1,23.7,5.53
Manta Tow (LTMP),Ashmore Banks (No 1) (11-237a),ASHMORE BANKS A,11-237a,CG,Northern,_,9,2023,2022,2022-12-04,0.8308323089261449,0.5575101671512852,-0.2733221417748597,-0.16134213241857642,-0.22413227340523093,0.22413227340523093,5.25,b,NA,NA,83.1,55.8,-27.3,-16.1,22.4,5.25
Benthic Photo (MMP),Tobias Spit (17-009a),HIGH ISLAND,17-009a,IN,Central,East,2,2021,2021,2021-07-09,0.5389893378252972,0.3748077022260112,-0.16418163559928606,-0.10706993441407701,-0.22173305676170993,0.22173305676170993,0.15,m,NA,NA,53.9,37.5,-16.4,-10.7,22.2,0.15
Benthic Photo (MMP),Barren Island Reef (22-009),BARREN ISLAND,22-009,CB,Southern,_,5,2025,2024,2025-04-20,0.6208482450147622,0.4746668183123068,-0.14618142670245543,-0.13470398625438418,-0.22069205349691004,0.22069205349691004,11.06,b,NA,further decline as a result of bleaching in 2024,62.1,47.5,-14.6,-13.5,22.1,11.06
Benthic Photo (MMP),Normanby-Mabel Reef (17-012),FRANKLAND ISLANDS,17-012,IN,Central,East,5,2017,2017,2017-08-06,0.4412817572288615,0.33692055173814073,-0.10436120549072075,-0.08759913081433109,-0.20586387517698207,0.20586387517698207,10.66,m,NA,NA,44.1,33.7,-10.4,-8.8,20.6,10.66
Manta Tow (LTMP),Agincourt Reefs (No 1) (15-099c),AGINCOURT REEF NO.1,15-099c,CA,Central,_,9,2025,2024,2024-10-06,0.44560178073362894,0.3406554623648544,-0.10494631836877455,-0.07496436196484085,-0.17993469726375103,0.17993469726375103,NA,m,NA,Aerial bl 3 2024 DHW 6.97,44.6,34.1,-10.5,-7.5,18,NA
Manta Tow (LTMP),U/N Reef (21-139),REEF 21-139,21-139,SW,Southern,_,9,2025,2024,2025-01-05,0.5779862545901678,0.45086177844244085,-0.12712447614772698,-0.09738866699624985,-0.17731194904806083,0.17731194904806083,8.6,NA,NA,NA,57.8,45.1,-12.7,-9.7,17.7,8.6
Benthic Photo (MMP),Tobias Spit (17-009a),HIGH ISLAND,17-009a,IN,Central,East,5,2021,2021,2021-07-09,0.5355245482734146,0.39951936989099224,-0.13600517838242232,-0.08001654901528182,-0.16651522990706677,0.16651522990706677,0.15,m,NA,NA,53.6,40,-13.6,-8,16.7,0.15
Manta Tow (LTMP),Middle Banks (11-222a),MIDDLE BANKS 2,11-222a,CG,Northern,_,9,2025,2024,2024-12-12,0.7508250170616376,0.564457671142748,-0.1863673459188896,-0.09850415936486889,-0.1483581658445031,0.1483581658445031,3.235714286,NA,NA,NA,75.1,56.4,-18.6,-9.9,14.8,3.24
Manta Tow (LTMP),Mast Head Reef (23-069),MASTHEAD ISLAND,23-069,CB,Southern,_,9,2025,2024,2024-11-10,0.38230377464643,0.2778403788580296,-0.10446339578840041,-0.04783777379558816,-0.14643701578143592,0.14643701578143592,11.05,b,NA,DHW 11.17,38.2,27.8,-10.4,-4.8,14.6,11.05
Benthic Photo (MMP),Tobias Spit (17-009a),HIGH ISLAND,17-009a,IN,Central,East,2,2017,2017,2017-06-25,0.5399270081243648,0.41343939165027566,-0.12648761647408913,-0.06907134632422207,-0.14285380013187043,0.14285380013187043,11.03,m,NA,NA,54,41.3,-12.6,-6.9,14.3,11.03
Manta Tow (LTMP),Lagoon Reef (12-061),LAGOON REEF,12-061,CG,Northern,_,9,2025,2024,2024-12-19,0.5429476932960781,0.4352561774540518,-0.10769151584202624,-0.07150705476028563,-0.14082755548968345,0.14082755548968345,5.256666667,b,NA,DHW 5.54- cots prior,54.3,43.5,-10.8,-7.2,14.1,5.26
Manta Tow (LTMP),Middle Banks (11-222a),MIDDLE BANKS 3,11-222a,CG,Northern,_,9,2023,2022,2022-12-04,0.6330260854073935,0.49768895292630216,-0.1353371324810913,-0.08073061909780627,-0.1393301555482272,0.1393301555482272,5.274285714,b,NA,DHW 5.5 in 2022,63.3,49.8,-13.5,-8.1,13.9,5.27
Manta Tow (LTMP),Hyde Reef (19-207),HYDE REEF,19-207,WH,Southern,_,9,2024,2024,2024-05-13,0.548497743028163,0.44223878365323005,-0.10625895937493296,-0.06730685214145957,-0.13183317498482405,0.13183317498482405,9.893333333,b,NA,DHW 9.2 to 10.15,54.8,44.2,-10.6,-6.7,13.2,9.89
Manta Tow (LTMP),Rebe Reef (19-209),REBE REEF,19-209,WH,Southern,_,9,2024,2024,2024-05-13,0.6158185078470628,0.46618035867601393,-0.1496381491710489,-0.05592260989943404,-0.10690554873302777,0.10690554873302777,10.2025,b,NA,DHW 9.3 to 11.1,61.6,46.6,-15,-5.6,10.7,10.2
Benthic Photo (MMP),Round-Russell Reef (17-013),FRANKLAND ISLANDS,17-013,IN,Central,West,5,2025,2025,2025-07-28,0.62046217396100245,0.5061361224648321,-0.11432605149617037,-0.060868418114494435,-0.10716185129860535,0.10716185129860535,NA,m,NA,scaring observed during scuba search,62,50.6,-11.4,-6.1,10.7,NA
Benthic Photo (MMP),Round-Russell Reef (17-013),FRANKLAND ISLANDS,17-013,IN,Central,West,5,2017,2017,2017-08-06,0.6560203361195885,0.5341292184293733,-0.12189111769021521,-0.06035471618011143,-0.1013540629264696,0.1013540629264696,10.66,m,NA,cots and bleaching,65.6,53.4,-12.2,-6,10.1,10.66
Manta Tow (LTMP),Little Kelso Reef (18-031),LITTLE KELSO REEF,18-031,TO,Central,_,9,2018,2017,2018-04-19,0.3726895586718373,0.24348678964530093,-0.12920276902653635,-0.019709582964934386,-0.07460201958946507,0.07460201958946507,7.175,m,NA,COTS and Bleaching,37.3,24.3,-12.9,-2,7.5,7.18
Manta Tow (LTMP),U/N Reef (21-558),REEF 21-558,21-558,SW,Southern,_,9,2025,2024,2025-01-07,0.39090706771087363,0.2894259103817405,-0.10148115732913315,-0.022434856400249364,-0.07170875604189324,0.07170875604189324,7.9225,NA,NA,NA,39.1,28.9,-10.1,-2.2,7.2,7.92
Manta Tow (LTMP),U/N Reef (20-353),REEF 20-353,20-353,PO,Southern,_,9,2025,2024,2025-01-15,0.5957874377747552,0.483725731601618,-0.11206170617313715,-0.029297523354771246,-0.05699649397624414,0.05699649397624414,8.51,b,NA,DHW 8.51,59.6,48.4,-11.2,-2.9,5.7,8.51
Manta Tow (LTMP),Ashmore Banks (No 3) (11-237c),ASHMORE BANKS C,11-237c,CG,Northern,_,9,2025,2024,2024-12-11,0.6776834549192192,0.5605393950080491,-0.11714405991117016,-0.0015975723360207583,-0.0028369161121767753,0.0028369161121767753,3.885,NA,NA,NA,67.8,56.1,-11.7,-0.2,0.3,3.88
Manta Tow (LTMP),Ashmore Banks (No 2) (11-237b),ASHMORE BANKS B,11-237b,CG,Northern,_,9,2025,2024,2024-12-11,0.7281769959478216,0.5967044612134649,-0.13147253473435672,0.008153382665776587,0.013829815536699196,0,3.84,NA,NA,NA,72.8,59.7,-13.1,0.8,0,3.84
Manta Tow (LTMP),U/N Reef (21-558),REEF 21-558,21-558,SW,Southern,_,9,2023,2023,2023-05-19,0.4885073127293561,0.36925742040330933,-0.11924989232604677,0.00984498611143042,0.027315889172285016,0,0.4075,NA,NA,NA,48.9,36.9,-11.9,1,0,0.41
