"ReefName","ReefID","Dataset","report_year","DHWYear","Era","Sector","depth","DISTURBANCE_TYPE","storm_name","description","tooltip","Pre_Cover_Pct","Post_Cover_Pct","Net_Change_Pct","Rel_Change_Pct","Growth_Adj_Mortality_Pct","Absolute_Loss_Pct","MaxDHW","prop_acropora","secc3m","winyear_mean","histmDHW6","mcur_90","winyear_sd","cloudp_90","yrsince6","In_Stage1_Zarr_Val_N262","In_MultiDecadal_Expansion_N465","In_Temporal_Era_Models","In_2024_Train_Pre2024","In_2024_Test_2024","In_Confirmed_Bleaching_Strict_N305"
"Orpheus (Goolboddi) Island Reef (No 5) (18-049e)","18-049e","MMP Inshore",2024,2024,"2024","TO",2,"m",NA,"bleaching observed during targetted bleaching surveys",NA,43.3,28.7,-14.6,-34.8,34.8,14.6,5.37,91.7,14.27,26.43,6.36,0.2,2.29,0.67,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Myrmidon Reef (18-034)","18-034","Manta Tow",2025,2024,"2024","TO",9,"b",NA,"DHW 7.18",NA,46.5,29.5,-16.9,-34.5,34.5,16.9,8.73,15.6,21.92,27.14,6.3,0.41,1.55,0.64,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Feather Reef (17-034)","17-034","LTMP Benthic",2018,2017,"2016/2017","IN",9,"b",NA,"2015/16 and 2016/17 summer Bleaching.  Mass coral mortality in absence of large numbers of COTS",NA,49.9,27.8,-22,-34.3,34.3,22,8.91,28.5,14.2,27.27,0,0.25,1.76,0.71,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"East Cay Reef (21-305)","21-305","LTMP Benthic",2024,2024,"2024","SW",9,"b",NA,"DHW 7.67 mass loss of SC",NA,21.9,17.7,-4.2,-34.2,34.2,4.2,7.67,21.7,16.68,25.88,0,0.29,1.71,0.58,35,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"U/N Reef (21-529)","21-529","Manta Tow",2025,2024,"2024","SW",9,"b",NA,"Aerial bl 5 2024 DHW 7.19 2024",NA,64.9,41.1,-23.9,-34.1,34.1,23.9,7.19,38.6,14.79,25.67,0,0.37,1.78,0.54,35,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Stingaree Reefs (17-053)","17-053","MMP Inshore",2017,2017,"2016/2017","IN",2,"b",NA,NA,NA,16.2,11.2,-5,-34.1,34.1,5,7.39,39.8,14.27,26.99,0,0.21,2.16,0.7,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"U/N Reef (20-348)","20-348","Manta Tow",2025,2024,"2024","PO",9,"b",NA,"Aerial bl 3 2024 DHW 8.39 2024",NA,27.2,18.5,-8.7,-33.6,33.6,8.7,8.39,52.9,11.11,25.9,6.26,0.38,1.8,0.57,37,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Havannah Reef (18-065)","18-065","LTMP Benthic",2003,2002,"1998/2002","TO",9,"b",NA,"Bleaching, upto 3- on scuba search",NA,6,6.1,0.2,-33.5,33.5,0,2.28,40.1,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Creech Reef (North) (13-118a)","13-118a","Manta Tow",2017,2016,"2016/2017","PB",9,"b",NA,"Bleaching",NA,54.5,33.7,-20.9,-32.5,32.5,20.9,9.82,53.6,10.47,26.73,0,0.28,1.53,0.68,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Richards (Bedarra) Reef (18-001)","18-001","MMP Inshore",2018,2018,NA,"IN",5,"b",NA,"highlevels of bleaching at time of previous survey",NA,15.8,12.9,-2.9,-32.4,32.4,2.9,0.23,1.3,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Rebe Reef (19-209)","19-209","Manta Tow",2003,2002,"1998/2002","WH",9,"b",NA,"Coral bleaching 2002",NA,29.1,21,-8.1,-31.7,31.7,8.1,1.75,22.2,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Hyde Reef (19-207)","19-207","LTMP Benthic",2003,2002,"1998/2002","WH",9,"b",NA,"DHW",NA,17.8,16.3,-1.4,-31.2,31.2,1.4,1.92,22.9,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Chinaman Reef (22-102)","22-102","LTMP Benthic",2025,2024,"2024","SW",9,"b",NA,"decline hc",NA,22.1,18.7,-3.4,-30.9,30.9,3.4,9.41,14.3,12.03,25.53,6.6,0.33,1.78,0.58,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"South Direction Reef (North) (14-147a)","14-147a","Manta Tow",2025,2024,"2024","CL",9,"b",NA,"DHW 6.4 aerial bl 5",NA,23,17.9,-5.1,-30.8,30.8,5.1,6.4,68.6,13.65,27.09,8.93,0.31,1.7,0.78,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"U/N Reef (21-558)","21-558","LTMP Benthic",2024,2024,"2024","SW",9,"b",NA,NA,NA,13.6,11,-2.6,-30.5,30.5,2.6,7.54,16.3,11.67,25.84,0,0.3,1.72,0.58,35,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Swinger Reef (15-030)","15-030","Manta Tow",2025,2024,"2024","CL",9,"b",NA,"DHW 3.87",NA,41,26.8,-14.2,-30.4,30.4,14.2,3.87,62.9,16.3,26.97,7.03,0.23,1.8,0.76,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Pelorus (North Palm or Yanooa) Reef (18-048)","18-048","MMP Inshore",2017,2017,"2016/2017","TO",5,"b",NA,NA,NA,12.5,11.5,-1.1,-29.9,29.9,1.1,9.28,27.2,14.27,26.88,0,0.22,2.16,0.66,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Fairfax Islands Reef (23-081)","23-081","LTMP Benthic",2025,2024,"2024","CB",9,"m",NA,"Aerial bl 4 2024 DHW 11.46 2024, moderate disease",NA,33.2,27.4,-5.9,-29.7,29.7,5.9,11.26,84.2,15.97,24.97,6.03,0.34,1.96,0.57,22,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"U/N Reef (21-062)","21-062","Manta Tow",2025,2024,"2024","PO",9,"b",NA,"Aerial bl 4 2024 DHW 8.21 2024",NA,34.5,27.1,-7.5,-29.1,29.1,7.5,8.21,54.3,14.66,25.85,6.52,0.35,1.91,0.58,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"U/N Reef (19-131a)","19-131a","Manta Tow",2023,2022,"2020/2022","WH",9,"b",NA,"DHW 5  bl avg 20% surveyed Feb 2022",NA,33.3,25.6,-7.6,-28.4,28.4,7.6,5.01,12.4,11.71,26.11,6.9,0.56,1.94,0.58,35,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Hyde Reef (19-207)","19-207","LTMP Benthic",2024,2024,"2024","WH",9,"b",NA,NA,NA,39.7,29.5,-10.2,-27.9,27.9,10.2,9.25,73,11.37,26.33,6.53,0.6,1.59,0.62,37,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Fitzroy Island Reef (No 1) (16-054a)","16-054a","MMP Inshore",2017,2017,"2016/2017","CA",5,"b",NA,NA,NA,21.2,16.9,-4.3,-27.8,27.8,4.3,10.69,11.6,17.81,27.24,0,0.29,1.85,0.77,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Farquharson Reef (No 1) (17-063a)","17-063a","LTMP Benthic",2023,2022,"2020/2022","IN",9,"b",NA,"DHW 5",NA,7.1,7.3,0.2,-27.8,27.8,0,5.1,15.9,11.01,26.85,8.16,0.26,1.87,0.66,5,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"U/N Reef (21-139)","21-139","LTMP Benthic",2024,2023,NA,"SW",9,"b",NA,"DHW 8.6",NA,29.5,24,-5.5,-27.6,27.6,5.5,0.29,18.2,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Mantis Reef (12-056)","12-056","LTMP Benthic",2025,2024,"2024","CG",9,"b",NA,"similar hc to prior but slightly lower",NA,19.3,17,-2.3,-27.6,27.6,2.3,9.04,21.6,15.35,27.49,10.72,0.45,1.46,0.79,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"U/N Reef (22-084)","22-084","Manta Tow",2024,2024,"2024","SW",9,"b",NA,"DHW 8.47",NA,12.1,15,2.9,-27.4,27.4,0,8.47,66.4,17.27,25.46,6.8,0.39,1.85,0.55,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Havannah Reef (18-065)","18-065","MMP Inshore",2017,2017,"2016/2017","TO",2,"b",NA,NA,NA,51.9,35.2,-16.6,-27.3,27.3,16.6,8.71,65.5,14.27,26.81,0,0.15,2.33,0.64,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Mantis Reef (12-056)","12-056","Manta Tow",2025,2024,"2024","CG",9,"b",NA,"DHW 8.91",NA,42.1,31,-11.1,-27,27,11.1,9.04,21.6,15.35,27.49,10.72,0.45,1.46,0.79,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Rib Reef (18-032)","18-032","LTMP Benthic",2017,2016,"2016/2017","TO",9,"m",NA,"tons of cots on sites, COTS removal.  AO in 2017, 2- bleaching but little mortality as yet, COTS removal-2563",NA,37.6,29,-8.6,-26.9,26.9,8.6,2.5,56.1,16.48,26.46,0,0.2,2.04,0.49,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Lizard Island Reef (North West) (14-116a)","14-116a","LTMP Benthic",2024,2023,NA,"CL",9,"b",NA,"need to investigate drop. Not bleaching- erroneous photo transect data bleaching",NA,20.8,16.5,-4.3,-26.8,26.8,4.3,1.39,21.3,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Havannah Reef (18-065)","18-065","LTMP Benthic",1999,1999,NA,"TO",9,"b",NA,"up to 10% bleaching on 6 transects.  SCUBA search, delayed mortality from 1998 on manta tow",NA,27.2,21.8,-5.5,-26.4,26.4,5.5,0.49,46.3,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Tydeman Reef (13-133)","13-133","Manta Tow",2025,2024,"2024","PB",9,"b",NA,"Aerial bl 3 2024 DHW 7.18",NA,38.4,28.2,-10.2,-26.3,26.3,10.2,7.18,67.8,7.9,27.28,6.21,0.17,1.58,0.79,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"U/N Reef (19-138)","19-138","Manta Tow",2023,2022,"2020/2022","WH",9,"b",NA,"DHW 5.2 surveyed Jan 2022",NA,23.7,20.1,-3.5,-26.1,26.1,3.5,5.4,36.2,10.13,26.09,6.94,0.54,1.96,0.59,35,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Davie Reef (13-130)","13-130","Manta Tow",2017,2016,"2016/2017","PB",9,"b",NA,"Bleaching",NA,36.1,26.4,-9.7,-25.9,25.9,9.7,7.75,25.9,9.46,26.65,0,0.24,1.62,0.63,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Fitzroy Island Reef (No 1) (16-054a)","16-054a","MMP Inshore",2024,2024,"2024","CA",2,"b",NA,"partial bleaching during bleaching surveys Feb24",NA,34.6,25.3,-9.3,-25.9,25.9,9.3,7.82,59,11.23,26.73,10.69,0.18,2.07,0.74,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Border Island Reef (No 1) (20-067a)","20-067a","Manta Tow",2003,2002,"1998/2002","WH",9,"b",NA,"bleaching 0+ 1 transect",NA,20.4,17.4,-3,-25.8,25.8,3,1.24,8.7,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Horseshoe Reef (No 1) (22-104a)","22-104a","LTMP Benthic",2025,2024,"2024","SW",9,"b",NA,"hc decline",NA,25.9,23.1,-2.8,-25.7,25.7,2.8,9.08,48.7,17.35,25.46,6.61,0.31,1.82,0.56,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Richards (Bedarra) Reef (18-001)","18-001","MMP Inshore",2018,2018,NA,"IN",2,"b",NA,"highlevels of bleaching at time of previous survey",NA,7.7,8.2,0.5,-25.5,25.5,0,0.23,19.6,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Hastings Reef (16-057)","16-057","Manta Tow",2017,2016,"2016/2017","CA",9,"b",NA,"bleaching mortality- HC",NA,21.7,17.7,-4.1,-25.5,25.5,4.1,5.29,26,16.39,26.7,0,0.27,1.8,0.57,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Kelso Reef (18-030)","18-030","LTMP Benthic",2018,2017,"2016/2017","TO",9,"b",NA,"DHW 2107, plus COTS removal -246",NA,15.5,13.2,-2.4,-25.4,25.4,2.4,7.64,32.6,20.84,27.12,0,0.29,1.68,0.62,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Peart Reef (17-024)","17-024","Manta Tow",2025,2024,"2024","IN",9,"b",NA,"DHW 5.4",NA,19.4,16.2,-3.2,-25.2,25.2,3.2,5.4,32.1,13.66,26.82,9.52,0.24,1.92,0.64,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Hardy Reef (19-135)","19-135","Manta Tow",2003,2002,"1998/2002","WH",9,"m",NA,"Ongoing COTS, coral bleaching event in 2002",NA,32.6,26.1,-6.5,-24.8,24.8,6.5,3.03,37.8,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"MacGillivray Reef (14-114)","14-114","LTMP Benthic",2017,2016,"2016/2017","CL",9,"m",NA,"bleaching in sector. COTS and cyclone",NA,11.8,13,1.2,-24.7,24.7,0,8.61,1.2,20.62,26.64,0,0.32,1.7,0.65,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Yonge Reef (14-138)","14-138","Manta Tow",2025,2024,"2024","CL",9,"b",NA,"Aerial bl 2 2024 DHW 8.08",NA,28.7,25.3,-3.4,-24.7,24.7,3.4,8.08,26.9,18.35,27.41,8.11,0.31,1.49,0.75,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Rodda Reef (13-127)","13-127","Manta Tow",2017,2016,"2016/2017","PB",9,"b",NA,"Bleaching",NA,36,26.4,-9.6,-24.7,24.7,9.6,8.24,18.1,9.08,26.68,0,0.23,1.58,0.63,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Lagoon Reef (12-061)","12-061","LTMP Benthic",2025,2024,"2024","CG",9,"b",NA,"decline hc abs 7% rel 25% DHW 5.54",NA,32.8,26.1,-6.7,-24.3,24.3,6.7,5.54,32.4,12.75,27.42,7.71,0.21,1.48,0.8,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"St Crispin Reef (16-019)","16-019","LTMP Benthic",2018,2017,"2016/2017","CA",9,"b",NA,"2016/17 summer bleaching DHW>8, COTS removal-166",NA,14,12.9,-1.1,-24.2,24.2,1.1,8.58,31.5,25.08,27.54,0,0.23,1.53,0.75,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Orpheus (Goolboddi) Island Reef (No 5) (18-049e)","18-049e","MMP Inshore",2024,2024,"2024","TO",5,"m",NA,"bleaching observed during targetted bleaching surveys",NA,50.7,38.8,-11.9,-23.7,23.7,11.9,5.37,87.7,14.27,26.43,6.36,0.2,2.29,0.67,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Thetford Reef (16-068)","16-068","Manta Tow",2025,2024,"2024","CA",9,"b",NA,"Aerial bl 3 2024 DHW 7.63 2024",NA,29.5,22.9,-6.5,-23.5,23.5,6.5,7.34,18,17.22,27.1,6.23,0.22,1.68,0.7,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"U/N Reef (21-187)","21-187","LTMP Benthic",2025,2024,"2024","SW",9,"b",NA,"decline following bleaching",NA,26.2,21.9,-4.3,-23,23,4.3,7.25,31.4,13.45,25.76,0,0.47,1.72,0.56,35,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Centipede Reef (18-088)","18-088","Manta Tow",2018,2017,"2016/2017","TO",9,"b",NA,NA,NA,14.7,12.2,-2.5,-22.9,22.9,2.5,4.68,30.5,18.68,27.08,7.15,0.28,1.64,0.56,30,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"U/N Reef (19-131a)","19-131a","LTMP Benthic",2003,2002,"1998/2002","WH",9,"b",NA,"Bleaching summer of 2001/2002 Feb? surveyed dec 02.  scattered colonies on 2 transects (SCUBA search)",NA,41.4,32.9,-8.5,-22.7,22.7,8.5,2.62,12.5,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Myrmidon Reef (18-034)","18-034","Manta Tow",1999,1998,"1998/2002","TO",9,"b",NA,"1998 bleaching event",NA,30.5,25.6,-4.8,-22.7,22.7,4.8,0.65,20.3,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Gannett Cay Reef (21-556)","21-556","Manta Tow",2025,2024,"2024","SW",9,"b",NA,"DHW 8.47",NA,9.9,11.3,1.4,-22.6,22.6,0,8.47,1.6,13.68,25.46,6.8,0.38,1.85,0.56,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Stingaree Reefs (17-053)","17-053","MMP Inshore",2018,2018,NA,"IN",5,"b",NA,"highlevels of bleaching at time of previous survey",NA,32.3,25.1,-7.2,-22.5,22.5,7.2,0.16,9.4,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Martin Reef (14-123)","14-123","Manta Tow",2025,2024,"2024","CL",9,"b",NA,"DHW 6.73 aerial bl 5",NA,27.2,21.7,-5.4,-22.3,22.3,5.4,6.4,58.4,8.74,26.9,9.56,0.17,1.88,0.78,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Barren Island Reef (22-009)","22-009","MMP Inshore",2025,2024,"2024","CB",5,"b",NA,"further decline as a result of bleaching in 2024",NA,62.1,47.5,-14.6,-22.1,22.1,14.6,11.06,91.9,9.56,24.88,10,0.62,2.62,0.57,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Fitzroy Island Reef (No 1) (16-054a)","16-054a","LTMP Benthic",2017,2016,"2016/2017","CA",9,"b",NA,NA,NA,16.1,16.7,0.7,-21.9,21.9,0,3.15,0.3,16.69,26.52,0,0.24,2.08,0.64,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Wansfell Reef (19-098)","19-098","Manta Tow",2025,2024,"2024","CU",9,"b",NA,"Aerial bl 3 2024 DHW 3.37 2024 DHW 2.61 2025",NA,31.5,25.2,-6.3,-21.8,21.8,6.3,3.37,45.8,9.34,26.25,0,0.53,1.82,0.6,35,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Magnetic Island Reef (No 2) (19-009c)","19-009c","MMP Inshore",2024,2024,"2024","TO",5,"b",NA,"partial bleaching at time of surveys",NA,28,22.4,-5.6,-21.5,21.5,5.6,9.07,11.9,14.27,26.28,10.27,0.12,2.64,0.68,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"U/N Reef (21-529)","21-529","LTMP Benthic",2025,2024,"2024","SW",9,"b",NA,"Aerial bl 5 2024 DHW 7.19 2024",NA,24.4,22.7,-1.7,-21.4,21.4,1.7,7.19,38.6,14.79,25.67,0,0.37,1.78,0.54,35,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Rebe Reef (19-209)","19-209","LTMP Benthic",2003,2002,"1998/2002","WH",9,"b",NA,"Coral bleaching 2002",NA,18.9,17.8,-1.1,-21.4,21.4,1.1,1.75,22.2,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Taylor Reef (17-064)","17-064","LTMP Benthic",2023,2022,"2020/2022","IN",9,"b",NA,"Aerial bl 5 2022",NA,8.6,8.3,-0.3,-21.1,21.1,0.3,5.1,19.8,13.62,26.82,8.16,0.27,1.89,0.66,5,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Fitzroy Island Reef (No 1) (16-054a)","16-054a","MMP Inshore",2017,2017,"2016/2017","CA",2,"b",NA,NA,NA,27.1,22.4,-4.7,-20.8,20.8,4.7,10.69,41,17.81,27.24,0,0.29,1.85,0.77,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Humpy (Bur-ye-Bur-ye) Reef (23-016)","23-016","MMP Inshore",2021,2021,NA,"CB",5,"b",NA,"ongoing decline post 2020 bleaching",NA,29.8,24.7,-5.1,-20.8,20.8,5.1,0,92.9,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Barren Island Reef (22-009)","22-009","MMP Inshore",2025,2024,"2024","CB",2,"b",NA,"further decline as a result of bleaching in 2024",NA,26,21.5,-4.4,-20.5,20.5,4.4,11.06,53.1,9.56,24.88,10,0.62,2.62,0.57,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"John Brewer Reef (18-075)","18-075","LTMP Benthic",2017,2017,"2016/2017","TO",9,"b",NA,"2- bl no mortality, 2016/17 summer bleaching",NA,24,25.8,1.8,-19.6,19.6,0,5.7,61.7,16.07,27.01,0,0.26,1.72,0.64,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Pelican Island Reef (23-017)","23-017","MMP Inshore",2024,2024,"2024","CB",5,"b",NA,"bleaching still evident at time of surveys",NA,18.9,18.5,-0.4,-19.4,19.4,0.4,13.26,1.6,7.57,24.32,10.48,0.15,2.84,0.55,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Havannah Reef (18-065)","18-065","MMP Inshore",2021,2021,NA,"TO",2,"b",NA,"bleaching at time of previous survey",NA,22.1,20.4,-1.7,-19.3,19.3,1.7,1.78,40.7,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Hastings Reef (16-057)","16-057","LTMP Benthic",2017,2016,"2016/2017","CA",9,"b",NA,"bleaching mortality- HC.  2015/16 summer bleaching, COTS removal-646",NA,32.2,25.8,-6.4,-19.2,19.2,6.4,5.29,26,16.39,26.7,0,0.27,1.8,0.57,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"U/N Reef (21-060)","21-060","LTMP Benthic",2024,2023,NA,"PO",9,"b",NA,"DHW 8.99",NA,12.7,14.7,2,-19,19,0,0.65,43.9,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Richards (Bedarra) Reef (18-001)","18-001","MMP Inshore",2017,2017,"2016/2017","IN",5,"b",NA,NA,NA,16.2,15.8,-0.4,-18.7,18.7,0.4,7.35,1.3,14.27,26.99,0,0.23,2.18,0.71,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Dip Reef (18-039)","18-039","LTMP Benthic",2023,2022,"2020/2022","TO",9,"b",NA,"21% bleached on scuba in 2022, DHW 5",NA,31.7,25,-6.7,-18.7,18.7,6.7,5.36,57.6,19.18,26.97,6.91,0.33,1.67,0.62,2,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Agincourt Reefs (No 1) (15-099c)","15-099c","Manta Tow",2025,2024,"2024","CA",9,"m",NA,"Aerial bl 3 2024 DHW 6.97",NA,44.6,34.1,-10.5,-18,18,10.5,6.97,38.2,12.25,27.28,7.74,0.18,1.57,0.73,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"U/N Reef (13-124)","13-124","Manta Tow",2017,2016,"2016/2017","PB",9,"m",NA,"COTS/bleaching",NA,24.8,21.8,-3,-17.7,17.7,3,7.04,25.5,17.7,26.63,0,0.28,1.74,0.68,35,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Magnetic Island Reef (No 2) (19-009c)","19-009c","MMP Inshore",2017,2017,"2016/2017","TO",2,"b",NA,NA,NA,17.5,15,-2.6,-17.6,17.6,2.6,7.8,8.7,14.27,26.74,6.46,0.13,2.5,0.64,30,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"U/N Reef (19-138)","19-138","LTMP Benthic",2003,2002,"1998/2002","WH",9,"b",NA,"Coral bleaching event in 2002.  ditto",NA,24.3,23.2,-1.1,-16.6,16.6,1.1,2.74,21.5,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"Snake Reef (14-087)","14-087","LTMP Benthic",2025,2024,"2024","CL",9,"b",NA,"hc declines",NA,26.6,22.9,-3.7,-16,16,3.7,6.91,15.5,8.69,26.92,11.54,0.15,1.9,0.8,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Knife Reef (18-081)","18-081","Manta Tow",2018,2017,"2016/2017","TO",9,"b",NA,"no decline HCC. Decline in manta coral cover.",NA,22.4,16.6,-5.8,-15.9,15.9,5.8,6.15,21.8,24.85,27.22,7,0.31,1.58,0.59,30,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Havannah Reef (18-065)","18-065","MMP Inshore",2018,2018,NA,"TO",5,"b",NA,"disease associated with bleaching ongoing in 2017",NA,26.3,24.4,-1.9,-15.4,15.4,1.9,0,29.3,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Havannah Reef (18-065)","18-065","MMP Inshore",2018,2018,NA,"TO",2,"b",NA,"disease associated with bleaching ongoing in 2017",NA,35.2,30.5,-4.7,-15.4,15.4,4.7,0,54.2,14.27,26.41,6.9,0.29,1.88,0.63,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Mast Head Reef (23-069)","23-069","Manta Tow",2025,2024,"2024","CB",9,"b",NA,"DHW 11.17",NA,38.2,27.8,-10.4,-14.7,14.7,10.4,11.08,79.7,15.27,24.55,8.87,0.34,2.2,0.54,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Lagoon Reef (12-061)","12-061","Manta Tow",2025,2024,"2024","CG",9,"b",NA,"DHW 5.54- cots prior",NA,54.3,43.5,-10.8,-14.1,14.1,10.8,5.54,32.4,12.75,27.42,7.71,0.21,1.48,0.8,2,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Hyde Reef (19-207)","19-207","Manta Tow",2024,2024,"2024","WH",9,"b",NA,"DHW 9.2 to 10.15",NA,54.8,44.2,-10.6,-13.2,13.2,10.6,9.25,73,11.37,26.33,6.53,0.6,1.59,0.62,37,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"Erskine Reef (23-068)","23-068","Manta Tow",2021,2020,"2020/2022","CB",9,"b",NA,"DHW2020 8.7.  COTS culling in the region also",NA,41.9,36.5,-5.4,-12.3,12.3,5.4,8.85,64.6,16.65,24.3,7.35,0.36,2.16,0.55,14,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"Erskine Reef (23-068)","23-068","LTMP Benthic",2025,2024,"2024","CB",9,"b",NA,"Aerial bl 4 2024 DHW 11.17",NA,46.4,39.8,-6.6,-11.9,11.9,6.6,11.17,82.1,18.58,24.58,8.85,0.35,2.16,0.54,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
