Method,ReefName,Reef_Name,ReefID,SECTOR,Region,reef_zone,depth,report_year,DHWYear,Date,Prev.HC,mean,Change,Abs.Change,Rel.Change,Mort.prop,MaxDHW.mean,DISTURBANCE_TYPE,Pre_Cover_Pct,Post_Cover_Pct,Net_Change_Pct,Growth_Adj_Loss_Pct,Mortality_Pct,MaxDHW
Manta Tow (LTMP),Ben Reef (20-113),BEN REEF,20-113,PO,Southern,_,9,2023,2022,2023-02-03,0.6037808687413737,0.4306916278997435,-0.1730892408416302,-0.23589075032252318,-0.3533507744028334,0.3533507744028334,2.23,NA,60.4,43.1,-17.3,-23.6,35.3,2.23
Benthic Photo (LTMP),Havannah Reef (18-065),HAVANNAH ISLAND,18-065,TO,Central,North,9,2017,2016,2017-04-24,0.03393456231043068,0.060537829703790146,0.026603267393359463,-0.033299405137912894,-0.35112163691291065,0.35112163691291065,3.33,n,3.4,6.1,2.7,-3.3,35.1,3.33
Manta Tow (LTMP),Chinaman Reef (22-102),CHINAMAN REEF (22-102),22-102,SW,Southern,_,9,2023,2022,2022-09-04,0.22218613643748722,0.17624192082141965,-0.04594421561606757,-0.09584911406739936,-0.3509786181974868,0.3509786181974868,0.355,NA,22.2,17.6,-4.6,-9.6,35.1,0.36
Benthic Photo (MMP),Seaforth Reef (20-095),SEAFORTH ISLAND,20-095,WH,Southern,_,5,2021,2021,2021-06-04,0.123569283021143,0.10881778312193728,-0.014751499899205725,-0.059145099841323164,-0.3500478850978399,0.3500478850978399,0,NA,12.4,10.9,-1.5,-5.9,35,0
Benthic Photo (MMP),North Keppel (Ko-no-mie) Island Reef (No 2) (23-004b),NORTH KEPPEL ISLAND,23-004b,CB,Southern,_,5,2024,2024,2024-05-12,0.26841942818408787,0.19953314021729673,-0.06888628796679114,-0.107547861917038,-0.3490895614204187,0.3490895614204187,12.135,NA,26.8,20,-6.9,-10.8,34.9,12.13
Manta Tow (LTMP),Snake Reef (14-087),SNAKE REEF,14-087,CL,Northern,_,9,2025,2024,2024-11-13,0.29321535546036537,0.1935847225225385,-0.09963063293782687,-0.1040913109023718,-0.3485090842702022,0.3485090842702022,6.91,NA,29.3,19.4,-10,-10.4,34.9,6.91
Benthic Photo (MMP),Orpheus (Goolboddi) Island Reef (No 5) (18-049e),ORPHEUS ISLAND EAST,18-049e,TO,Central,East,2,2024,2024,2024-05-31,0.43251261921953915,0.2869674987340918,-0.14554512048544738,-0.1535081678690039,-0.3477160339326559,0.3477160339326559,5.53,NA,43.3,28.7,-14.6,-15.4,34.8,5.53
Benthic Photo (MMP),Seaforth Reef (20-095),SEAFORTH ISLAND,20-095,WH,Southern,_,5,2023,2023,2023-06-26,0.10742404271729464,0.09847645164875594,-0.008947591068538693,-0.05265601318509772,-0.34611950343803477,0.34611950343803477,0.14,NA,10.7,9.8,-0.9,-5.3,34.6,0.14
Manta Tow (LTMP),Myrmidon Reef (18-034),MYRMIDON REEF,18-034,TO,Central,_,9,2025,2024,2025-04-05,0.46454341268106875,0.2953049350308271,-0.16923847765024164,-0.15576428970891074,-0.34455849056875365,0.34455849056875365,8.73,NA,46.5,29.5,-16.9,-15.6,34.5,8.73
Benthic Photo (LTMP),Feather Reef (17-034),FEATHER REEF,17-034,IN,Central,_,9,2018,2017,2018-02-20,0.4988082670890327,0.27840489714813027,-0.22040336994090243,-0.1456736288345588,-0.34269816029354355,0.34269816029354355,8.91,b,49.9,27.8,-22,-14.6,34.3,8.91
Benthic Photo (LTMP),East Cay Reef (21-305),EAST CAY,21-305,SW,Southern,_,9,2024,2024,2024-05-04,0.21909190697703518,0.1774025284140376,-0.041689378562997564,-0.09278240164342862,-0.3421370119046338,0.3421370119046338,7.67,NA,21.9,17.7,-4.2,-9.3,34.2,7.67
Benthic Photo (MMP),Stingaree Reefs (17-053),DUNK ISLAND,17-053,IN,Central,South,2,2017,2017,2017-05-02,0.1615011383178154,0.11152974639826232,-0.049971391919553076,-0.05816256624926938,-0.3407450830511109,0.3407450830511109,7.55,NA,16.2,11.2,-5,-5.8,34.1,7.55
Manta Tow (LTMP),U/N Reef (21-529),REEF 21-529,21-529,SW,Southern,_,9,2025,2024,2024-11-19,0.6491509096157588,0.41061970048050556,-0.23853120913525327,-0.21232573466703716,-0.34029535710414976,0.34029535710414976,7.19,NA,64.9,41.1,-23.9,-21.2,34,7.19
Benthic Photo (LTMP),Turner Reef (21-562),TURNER CAY,21-562,SW,Southern,_,9,2025,2024,2025-01-08,0.12528128336068736,0.11213948041156621,-0.01314180294912115,-0.05750791431116348,-0.33699848980761266,0.33699848980761266,8.96,NA,12.5,11.2,-1.3,-5.8,33.7,8.96
Manta Tow (LTMP),Feather Reef (17-034),FEATHER REEF,17-034,IN,Central,_,9,2003,2002,2002-11-10,0.08702662515513186,0.07670637101576246,-0.010320254139369406,-0.03950038492376348,-0.33701457400752666,0.33701457400752666,1.07,n,8.7,7.7,-1,-4,33.7,1.07
Manta Tow (LTMP),U/N Reef (20-348),REEF 20-348,20-348,PO,Southern,_,9,2025,2024,2025-01-15,0.2718157702712433,0.18495687372280628,-0.08685889654843704,-0.09373019875939254,-0.33512524525193477,0.33512524525193477,8.2625,NA,27.2,18.5,-8.7,-9.4,33.5,8.26
Benthic Photo (LTMP),Havannah Reef (18-065),HAVANNAH ISLAND,18-065,TO,Central,North,9,2003,2002,2003-03-07,0.059715089121342005,0.06147821687819743,0.0017631277568554218,-0.031537996409328195,-0.33545274061269553,0.33545274061269553,2.28,n,6,6.1,0.2,-3.2,33.5,2.28
Benthic Photo (MMP),Seaforth Reef (20-095),SEAFORTH ISLAND,20-095,WH,Southern,_,2,2024,2024,2024-07-17,0.08750189043508103,0.08618708296979419,-0.001314807465286838,-0.04328623165413075,-0.3317631025079617,0.3317631025079617,9.47,NA,8.8,8.6,-0.1,-4.3,33.2,9.47
Manta Tow (LTMP),U/N Reef (21-060),REEF 21-060,21-060,PO,Southern,_,9,2025,2024,2025-01-11,0.4183772154643925,0.28597806281198546,-0.13239915265240704,-0.14235793296156365,-0.33157698018092463,0.33157698018092463,8.99,NA,41.8,28.6,-13.2,-14.2,33.2,8.99
Benthic Photo (MMP),Pine Island Reef (20-061),PINE ISLAND,20-061,WH,Southern,_,5,2018,2018,2018-06-16,0.18321868138667083,0.15058579255206694,-0.032632888834603885,-0.07546579938887674,-0.3323729146479865,0.3323729146479865,0,NA,18.3,15.1,-3.3,-7.5,33.2,0
Manta Tow (LTMP),Credlin Reefs (East) (20-287),CREDLIN REEF EAST,20-287,PO,Southern,_,9,2021,2020,2021-02-14,0.13093079347843373,0.14328757398651668,0.012356780508082948,-0.07125258018982555,-0.33057682668042865,0.33057682668042865,9.43,n,13.1,14.3,1.2,-7.1,33.1,9.43
Manta Tow (LTMP),Pearson Reef (11-211),PEARSON REEF,11-211,CG,Northern,_,9,2023,2022,2022-12-05,0.321926067497782,0.22590760344905939,-0.09601846404872263,-0.1109927122475805,-0.3284776814095301,0.3284776814095301,6.16,NA,32.2,22.6,-9.6,-11.1,32.8,6.16
Manta Tow (LTMP),Creech Reef (North) (13-118a),CREECH REEF NORTH,13-118a,PB,Unknown,_,9,2017,2016,2016-08-21,0.5454980628513275,0.3368795435231318,-0.2086185193281957,-0.16245643759008296,-0.32469469261160877,0.32469469261160877,9.31,b,54.5,33.7,-20.9,-16.2,32.5,9.31
Manta Tow (LTMP),Monsoon Reef (11-029),MONSOON REEF,11-029,CG,Northern,_,9,2025,2024,2024-12-17,0.26942545357913866,0.1969455658470966,-0.07247988773204206,-0.09526615860689117,-0.3249056932641205,0.3249056932641205,5.345,NA,26.9,19.7,-7.2,-9.5,32.5,5.34
Benthic Photo (LTMP),Green Island Reef (16-049),GREEN ISLAND,16-049,CA,Central,_,9,1999,1998,1999-02-04,0.060369731297418766,0.05456194818740058,-0.005807783110018186,-0.02658558946120513,-0.3236322137241367,0.3236322137241367,0.94,n,6,5.5,-0.6,-2.7,32.4,0.94
Benthic Photo (MMP),Richards (Bedarra) Reef (18-001),BEDARRA ISLAND,18-001,IN,Central,_,5,2018,2018,2018-06-21,0.15792266544085126,0.1286148468228846,-0.029307818617966663,-0.062029042619280356,-0.3236682515671846,0.3236682515671846,0.23,NA,15.8,12.9,-2.9,-6.2,32.4,0.23
Benthic Photo (LTMP),U/N Reef (21-591),REEF 21-591,21-591,PO,Southern,_,9,2018,2017,2018-03-24,0.12386851227247762,0.12143466558411513,-0.0024338466883624954,-0.05836052458123263,-0.3227990995106591,0.3227990995106591,4.29,NA,12.4,12.1,-0.2,-5.8,32.3,4.29
Manta Tow (LTMP),Martin Reef (14-123),MARTIN REEF,14-123,CL,Northern,_,9,2024,2023,2024-02-02,0.41670347251981843,0.2716942520166412,-0.14500922050317722,-0.12943809495398811,-0.3218793412892048,0.3218793412892048,1.21,NA,41.7,27.2,-14.5,-12.9,32.2,1.21
Benthic Photo (MMP),Pelican Island Reef (23-017),PELICAN ISLAND,23-017,CB,Southern,_,5,2021,2021,2021-05-08,0.18914754476180665,0.15584307082091095,-0.033304473940895696,-0.07459280936705857,-0.3223044296609288,0.3223044296609288,0,NA,18.9,15.6,-3.3,-7.5,32.2,0
Benthic Photo (MMP),Seaforth Reef (20-095),SEAFORTH ISLAND,20-095,WH,Southern,_,2,2021,2021,2021-06-04,0.09766114170040995,0.09519430204044665,-0.002466839659963291,-0.045460221283818214,-0.3209231884516254,0.3209231884516254,0,NA,9.8,9.5,-0.2,-4.5,32.1,0
Manta Tow (LTMP),Michaelmas Reef (16-060),MICHAELMAS CAY,16-060,CA,Central,_,9,2017,2016,2016-12-19,0.12697280778440492,0.1293734030220347,0.0024005952376297823,-0.06127846965999291,-0.31973843408074026,0.31973843408074026,4.62,n,12.7,12.9,0.2,-6.1,32,4.62
Benthic Photo (LTMP),U/N Reef (21-139),REEF 21-139,21-139,SW,Southern,_,9,2018,2017,2018-03-20,0.2801323068731278,0.24058156815434723,-0.039550738718780565,-0.111923679317246,-0.31661108319541964,0.31661108319541964,3.62,n,28,24.1,-4,-11.2,31.7,3.62
Manta Tow (LTMP),Rebe Reef (19-209),REBE REEF,19-209,WH,Southern,_,9,2003,2002,2002-11-28,0.2913745503128958,0.21037281284049467,-0.08100173747240111,-0.09745371755711457,-0.31556135229588095,0.31556135229588095,1.7525,b,29.1,21,-8.1,-9.7,31.6,1.75
Manta Tow (LTMP),Green Island Reef (16-049),GREEN ISLAND,16-049,CA,Central,_,9,2003,2002,2002-10-24,0.06483198775804169,0.058539604677814966,-0.006292383080226727,-0.027434177354453665,-0.315430428727075,0.315430428727075,2.05,n,6.5,5.9,-0.6,-2.7,31.5,2.05
Manta Tow (LTMP),East Cay Reef (21-305),EAST CAY,21-305,SW,Southern,_,9,2023,2023,2023-05-21,0.4662286796958251,0.31352435423231356,-0.15270432546351154,-0.1449064609836299,-0.3154043137387735,0.3154043137387735,0.61,NA,46.6,31.4,-15.3,-14.5,31.5,0.61
Manta Tow (LTMP),U/N Reef (21-550),REEF 21-550,21-550,SW,Southern,_,9,2025,2024,2024-11-18,0.5231246127836484,0.36064581279741115,-0.16247879998623727,-0.16588749961529697,-0.3144588137128244,0.3144588137128244,7.695,NA,52.3,36.1,-16.2,-16.6,31.4,7.7
Benthic Photo (MMP),Middle (Ba-la-ba) Island Reef (23-010),MIDDLE ISLAND,23-010,CB,Southern,_,2,2018,2018,2018-05-03,0.25559289418284575,0.19503545617396242,-0.06055743800888333,-0.08980915164563878,-0.31418872068532444,0.31418872068532444,0.81,NA,25.6,19.5,-6.1,-9,31.4,0.81
Benthic Photo (LTMP),Hyde Reef (19-207),HYDE REEF,19-207,WH,Southern,_,9,2003,2002,2002-11-27,0.17781907801465965,0.1634521750889318,-0.014366902925727842,-0.07466695158246497,-0.31225838192807587,0.31225838192807587,1.923333333,n,17.8,16.3,-1.4,-7.5,31.2,1.92
Manta Tow (LTMP),Michaelmas Reef (16-060),MICHAELMAS CAY,16-060,CA,Central,_,9,1999,1998,1999-02-05,0.10601885870640111,0.09646785376018241,-0.009551004946218702,-0.04387302243070865,-0.3104057623886169,0.3104057623886169,0.14,n,10.6,9.6,-1,-4.4,31,0.14
Benthic Photo (LTMP),Chinaman Reef (22-102),CHINAMAN REEF (22-102),22-102,SW,Southern,_,9,2025,2024,2024-11-15,0.22135253766117685,0.1870466223290761,-0.034305915332100756,-0.084279647406526,-0.3094804165912895,0.3094804165912895,9.3,NA,22.1,18.7,-3.4,-8.4,30.9,9.3
Manta Tow (LTMP),South Direction Reef (North) (14-147a),SOUTH DIRECTION ISLAND,14-147a,CL,Northern,_,9,2025,2024,2024-09-28,0.22989179569720097,0.17870433678922754,-0.05118745890797344,-0.07953862788445756,-0.3068111336582446,0.3068111336582446,6.4,NA,23,17.9,-5.1,-8,30.7,6.4
Benthic Photo (LTMP),U/N Reef (21-558),REEF 21-558,21-558,SW,Southern,_,9,2024,2024,2024-05-03,0.13576658866345692,0.1101872950078745,-0.025579293655582425,-0.04886148123746599,-0.3052911892469937,0.3052911892469937,7.9225,NA,13.6,11,-2.6,-4.9,30.5,7.92
Manta Tow (LTMP),U/N Reef (11-162),REEF 11-162,11-162,CG,Northern,_,9,2023,2022,2022-12-07,0.2895865005020497,0.21503788462554926,-0.07454861587650044,-0.09452510086264344,-0.304366924841522,0.304366924841522,5.51,NA,29,21.5,-7.5,-9.5,30.4,5.51
Benthic Photo (LTMP),U/N Reef (21-139),REEF 21-139,21-139,SW,Southern,_,9,2025,2024,2025-01-05,0.24029573725924935,0.19829692005266009,-0.04199881720658927,-0.08673844378445612,-0.30324377594740215,0.30324377594740215,8.6,NA,24,19.8,-4.2,-8.7,30.3,8.6
Manta Tow (LTMP),Swinger Reef (15-030),SWINGER REEF,15-030,CL,Northern,_,9,2025,2024,2024-12-22,0.41001831853403453,0.2680747706374903,-0.14194354789654423,-0.11706791811690874,-0.3031726911482927,0.3031726911482927,3.876666667,NA,41,26.8,-14.2,-11.7,30.3,3.88
Benthic Photo (MMP),Pandora Reef (18-051),PANDORA REEF,18-051,TO,Central,South,5,2018,2018,2018-05-10,0.08546867497361639,0.0849987880056696,-4.6988696794679485e-4,-0.0373235758354191,-0.30265050614431693,0.30265050614431693,0,NA,8.5,8.5,-0,-3.7,30.3,0
Manta Tow (LTMP),St Crispin Reef (16-019),ST. CRISPIN REEF,16-019,CA,Central,_,9,2018,2017,2017-12-18,0.10533824585422165,0.09661159275667272,-0.008726653097548928,-0.0419904230677635,-0.30078665282721095,0.30078665282721095,8.49,b,10.5,9.7,-0.9,-4.2,30.1,8.49
Benthic Photo (MMP),Normanby-Mabel Reef (17-012),FRANKLAND ISLANDS,17-012,IN,Central,East,2,2024,2024,2024-06-17,0.67131420681515,0.42388243967717015,-0.24743176713797982,-0.18235100230516865,-0.3002980232937702,0.3002980232937702,6.45,NA,67.1,42.4,-24.7,-18.2,30,6.45
Benthic Photo (MMP),Pelorus (North Palm or Yanooa) Reef (18-048),PELORUS IS AND ORPHEUS IS WEST,18-048,TO,Central,West,5,2021,2021,2021-05-13,0.11117501611775553,0.10436880822336693,-0.0068062078943885995,-0.04516398698578468,-0.30002755826750865,0.30002755826750865,0.66,NA,11.1,10.4,-0.7,-4.5,30,0.66
Benthic Photo (MMP),Dent Reef (No 1) (20-058a),DENT ISLAND,20-058a,WH,Southern,_,5,2017,2017,2017-07-05,0.5220535666212803,0.34277897314038197,-0.17927459348089836,-0.137619590664174,-0.2858745351804715,0.2858745351804715,5.905,NA,52.2,34.3,-17.9,-13.8,28.6,5.9
Benthic Photo (LTMP),Hyde Reef (19-207),HYDE REEF,19-207,WH,Southern,_,9,2024,2024,2024-05-13,0.3972470019737009,0.29518550152676976,-0.10206150044693113,-0.11459765054989023,-0.27897358976520076,0.27897358976520076,9.893333333,NA,39.7,29.5,-10.2,-11.5,27.9,9.89
Manta Tow (LTMP),Briggs Reef (No 1) (20-299d),BRIGGS REEF,20-299d,PO,Southern,_,9,2025,2024,2025-03-23,0.5501866906862115,0.38163401308421346,-0.16855267760199805,-0.14633344443928917,-0.27663978635734393,0.27663978635734393,8.31,NA,55,38.2,-16.9,-14.6,27.7,8.31
Benthic Photo (MMP),Fitzroy Island Reef (No 1) (16-054a),FITZROY ISLAND,16-054a,CA,Central,East,2,2021,2021,2021-06-25,0.4091200171578149,0.2810054345127518,-0.1281145826450631,-0.10782869178911109,-0.2766014684553691,0.2766014684553691,0.315,NA,40.9,28.1,-12.8,-10.8,27.7,0.32
Benthic Photo (MMP),Havannah Reef (18-065),HAVANNAH ISLAND,18-065,TO,Central,South,2,2017,2017,2017-05-09,0.5185990433552993,0.3524230380493657,-0.16617600530593357,-0.1324306234280462,-0.27257306865887043,0.27257306865887043,8.71,n,51.9,35.2,-16.6,-13.2,27.3,8.71
Manta Tow (LTMP),Mantis Reef (12-056),MANTIS REEF,12-056,CG,Northern,_,9,2025,2024,2024-12-18,0.42120549680955033,0.3100811424175816,-0.11112435439196872,-0.11485114772784974,-0.2696464916727367,0.2696464916727367,9.46,NA,42.1,31,-11.1,-11.5,27,9.46
Manta Tow (LTMP),Mackay Reefs (15-024),MACKAY REEF,15-024,CL,Northern,_,9,2023,2022,2022-11-03,0.4508135826329015,0.30142066814247426,-0.14939291449042724,-0.10975427225488883,-0.26628079851016334,0.26628079851016334,3.847142857,NA,45.1,30.1,-14.9,-11,26.6,3.85
Manta Tow (LTMP),Tydeman Reef (13-133),TYDEMAN REEF,13-133,PB,Unknown,_,9,2025,2024,2024-12-20,0.38356413829938735,0.28151111490984554,-0.10205302338954181,-0.10069749963961319,-0.2627746240986884,0.2627746240986884,7.18,NA,38.4,28.2,-10.2,-10.1,26.3,7.18
Manta Tow (LTMP),Sand Bank No 1 Reef (14-045),SAND BANK NO.1,14-045,CL,Northern,_,9,2023,2022,2022-11-29,0.5277538634103015,0.3542715775482376,-0.17348228586206388,-0.11620363272752568,-0.2464681709554969,0.2464681709554969,6.275,NA,52.8,35.4,-17.3,-11.6,24.6,6.28
Benthic Photo (MMP),Orpheus (Goolboddi) Island Reef (No 5) (18-049e),ORPHEUS ISLAND EAST,18-049e,TO,Central,East,5,2024,2024,2024-05-31,0.5071642460105452,0.3884450177734608,-0.11871922823708442,-0.12070036810899058,-0.2365999408192287,0.2365999408192287,5.53,NA,50.7,38.8,-11.9,-12.1,23.7,5.53
Manta Tow (LTMP),Ashmore Banks (No 1) (11-237a),ASHMORE BANKS A,11-237a,CG,Northern,_,9,2023,2022,2022-12-04,0.8308323089261449,0.5575101671512852,-0.2733221417748597,-0.16134213241857642,-0.22413227340523093,0.22413227340523093,5.25,NA,83.1,55.8,-27.3,-16.1,22.4,5.25
Benthic Photo (MMP),Tobias Spit (17-009a),HIGH ISLAND,17-009a,IN,Central,East,2,2021,2021,2021-07-09,0.5389893378252972,0.3748077022260112,-0.16418163559928606,-0.10706993441407701,-0.22173305676170993,0.22173305676170993,0.15,NA,53.9,37.5,-16.4,-10.7,22.2,0.15
Benthic Photo (MMP),Barren Island Reef (22-009),BARREN ISLAND,22-009,CB,Southern,_,5,2025,2024,2025-04-20,0.6208482450147622,0.4746668183123068,-0.14618142670245543,-0.13470398625438418,-0.22069205349691004,0.22069205349691004,11.06,NA,62.1,47.5,-14.6,-13.5,22.1,11.06
Benthic Photo (MMP),Normanby-Mabel Reef (17-012),FRANKLAND ISLANDS,17-012,IN,Central,East,5,2017,2017,2017-08-06,0.4412817572288615,0.33692055173814073,-0.10436120549072075,-0.08759913081433109,-0.20586387517698207,0.20586387517698207,10.66,NA,44.1,33.7,-10.4,-8.8,20.6,10.66
Manta Tow (LTMP),Rodda Reef (13-127),RODDA REEF,13-127,PB,Unknown,_,9,2023,2022,2022-12-01,0.53124717912091,0.39421412911463016,-0.13703305000627986,-0.09269737094809742,-0.189988083773758,0.189988083773758,7.04,NA,53.1,39.4,-13.7,-9.3,19,7.04
Manta Tow (LTMP),Agincourt Reefs (No 1) (15-099c),AGINCOURT REEF NO.1,15-099c,CA,Central,_,9,2025,2024,2024-10-06,0.44560178073362894,0.3406554623648544,-0.10494631836877455,-0.07496436196484085,-0.17993469726375103,0.17993469726375103,NA,NA,44.6,34.1,-10.5,-7.5,18,NA
Manta Tow (LTMP),U/N Reef (21-139),REEF 21-139,21-139,SW,Southern,_,9,2025,2024,2025-01-05,0.5779862545901678,0.45086177844244085,-0.12712447614772698,-0.09738866699624985,-0.17731194904806083,0.17731194904806083,8.6,NA,57.8,45.1,-12.7,-9.7,17.7,8.6
Manta Tow (LTMP),Wreck Island Reef (23-051),WRECK ISLAND,23-051,CB,Southern,_,9,2023,2022,2022-08-26,0.7204001919740903,0.5558434706092702,-0.16455672136482014,-0.11955615473163625,-0.17675372701659875,0.17675372701659875,0.47,NA,72,55.6,-16.5,-12,17.7,0.47
Benthic Photo (MMP),Tobias Spit (17-009a),HIGH ISLAND,17-009a,IN,Central,East,5,2021,2021,2021-07-09,0.5355245482734146,0.39951936989099224,-0.13600517838242232,-0.08001654901528182,-0.16651522990706677,0.16651522990706677,0.15,NA,53.6,40,-13.6,-8,16.7,0.15
Benthic Photo (LTMP),Lady Musgrave Reef (23-082a),LADY MUSGRAVE ISLAND,23-082a,CB,Southern,_,9,2023,2022,2022-08-23,0.7271561612478599,0.5791413256264978,-0.14801483562136208,-0.10984442433272544,-0.15919810566988815,0.15919810566988815,0.255,NA,72.7,57.9,-14.8,-11,15.9,0.26
Benthic Photo (LTMP),Wreck Island Reef (23-051),WRECK ISLAND,23-051,CB,Southern,_,9,2023,2022,2022-08-29,0.7407238352634866,0.586170210958874,-0.1545536243046126,-0.10344357346234571,-0.1497849822807089,0.1497849822807089,0.47,NA,74.1,58.6,-15.5,-10.3,15,0.47
Manta Tow (LTMP),Middle Banks (11-222a),MIDDLE BANKS 2,11-222a,CG,Northern,_,9,2025,2024,2024-12-12,0.7508250170616376,0.564457671142748,-0.1863673459188896,-0.09850415936486889,-0.1483581658445031,0.1483581658445031,3.235714286,NA,75.1,56.4,-18.6,-9.9,14.8,3.24
Manta Tow (LTMP),Mast Head Reef (23-069),MASTHEAD ISLAND,23-069,CB,Southern,_,9,2025,2024,2024-11-10,0.38230377464643,0.2778403788580296,-0.10446339578840041,-0.04783777379558816,-0.14643701578143592,0.14643701578143592,11.05,NA,38.2,27.8,-10.4,-4.8,14.6,11.05
Benthic Photo (MMP),Tobias Spit (17-009a),HIGH ISLAND,17-009a,IN,Central,East,2,2017,2017,2017-06-25,0.5399270081243648,0.41343939165027566,-0.12648761647408913,-0.06907134632422207,-0.14285380013187043,0.14285380013187043,11.03,NA,54,41.3,-12.6,-6.9,14.3,11.03
Manta Tow (LTMP),Lagoon Reef (12-061),LAGOON REEF,12-061,CG,Northern,_,9,2025,2024,2024-12-19,0.5429476932960781,0.4352561774540518,-0.10769151584202624,-0.07150705476028563,-0.14082755548968345,0.14082755548968345,5.256666667,NA,54.3,43.5,-10.8,-7.2,14.1,5.26
Manta Tow (LTMP),Lady Musgrave Reef (23-082a),LADY MUSGRAVE ISLAND,23-082a,CB,Southern,_,9,2023,2022,2022-08-23,0.6763485055625904,0.5611650526990862,-0.11518345286350418,-0.09165142833185067,-0.1401791343456727,0.1401791343456727,0.255,NA,67.6,56.1,-11.5,-9.2,14,0.26
Manta Tow (LTMP),Middle Banks (11-222a),MIDDLE BANKS 3,11-222a,CG,Northern,_,9,2023,2022,2022-12-04,0.6330260854073935,0.49768895292630216,-0.1353371324810913,-0.08073061909780627,-0.1393301555482272,0.1393301555482272,5.274285714,NA,63.3,49.8,-13.5,-8.1,13.9,5.27
Benthic Photo (LTMP),Broomfield Reef (23-048),BROOMFIELD REEF,23-048,CB,Southern,_,9,2023,2022,2022-09-03,0.6280624534237206,0.5268282473039908,-0.10123420611972977,-0.08248493941402382,-0.13515182239071408,0.13515182239071408,0.33,NA,62.8,52.7,-10.1,-8.2,13.5,0.33
Manta Tow (LTMP),Hyde Reef (19-207),HYDE REEF,19-207,WH,Southern,_,9,2024,2024,2024-05-13,0.548497743028163,0.44223878365323005,-0.10625895937493296,-0.06730685214145957,-0.13183317498482405,0.13183317498482405,9.893333333,NA,54.8,44.2,-10.6,-6.7,13.2,9.89
Benthic Photo (MMP),Barren Island Reef (22-009),BARREN ISLAND,22-009,CB,Southern,_,5,2023,2023,2023-05-19,0.8376834377189029,0.7041189584586074,-0.13356447926029547,-0.10081999926468485,-0.12509632187218325,0.12509632187218325,0.15,NA,83.8,70.4,-13.4,-10.1,12.5,0.15
Manta Tow (LTMP),Rebe Reef (19-209),REBE REEF,19-209,WH,Southern,_,9,2024,2024,2024-05-13,0.6158185078470628,0.46618035867601393,-0.1496381491710489,-0.05592260989943404,-0.10690554873302777,0.10690554873302777,10.2025,NA,61.6,46.6,-15,-5.6,10.7,10.2
Benthic Photo (MMP),Round-Russell Reef (17-013),FRANKLAND ISLANDS,17-013,IN,Central,West,5,2025,2025,2025-07-28,0.62046217396100245,0.5061361224648321,-0.11432605149617037,-0.060868418114494435,-0.10716185129860535,0.10716185129860535,NA,NA,62,50.6,-11.4,-6.1,10.7,NA
Benthic Photo (MMP),Round-Russell Reef (17-013),FRANKLAND ISLANDS,17-013,IN,Central,West,5,2017,2017,2017-08-06,0.6560203361195885,0.5341292184293733,-0.12189111769021521,-0.06035471618011143,-0.1013540629264696,0.1013540629264696,10.66,NA,65.6,53.4,-12.2,-6,10.1,10.66
Manta Tow (LTMP),Little Kelso Reef (18-031),LITTLE KELSO REEF,18-031,TO,Central,_,9,2018,2017,2018-04-19,0.3726895586718373,0.24348678964530093,-0.12920276902653635,-0.019709582964934386,-0.07460201958946507,0.07460201958946507,7.175,b,37.3,24.3,-12.9,-2,7.5,7.18
Manta Tow (LTMP),U/N Reef (21-558),REEF 21-558,21-558,SW,Southern,_,9,2025,2024,2025-01-07,0.39090706771087363,0.2894259103817405,-0.10148115732913315,-0.022434856400249364,-0.07170875604189324,0.07170875604189324,7.9225,NA,39.1,28.9,-10.1,-2.2,7.2,7.92
Manta Tow (LTMP),U/N Reef (20-353),REEF 20-353,20-353,PO,Southern,_,9,2025,2024,2025-01-15,0.5957874377747552,0.483725731601618,-0.11206170617313715,-0.029297523354771246,-0.05699649397624414,0.05699649397624414,8.51,NA,59.6,48.4,-11.2,-2.9,5.7,8.51
Manta Tow (LTMP),Ashmore Banks (No 3) (11-237c),ASHMORE BANKS C,11-237c,CG,Northern,_,9,2025,2024,2024-12-11,0.6776834549192192,0.5605393950080491,-0.11714405991117016,-0.0015975723360207583,-0.0028369161121767753,0.0028369161121767753,3.885,NA,67.8,56.1,-11.7,-0.2,0.3,3.88
Manta Tow (LTMP),Ashmore Banks (No 2) (11-237b),ASHMORE BANKS B,11-237b,CG,Northern,_,9,2025,2024,2024-12-11,0.7281769959478216,0.5967044612134649,-0.13147253473435672,0.008153382665776587,0.013829815536699196,0,3.84,NA,72.8,59.7,-13.1,0.8,0,3.84
Manta Tow (LTMP),U/N Reef (21-558),REEF 21-558,21-558,SW,Southern,_,9,2023,2023,2023-05-19,0.4885073127293561,0.36925742040330933,-0.11924989232604677,0.00984498611143042,0.027315889172285016,0,0.4075,NA,48.9,36.9,-11.9,1,0,0.41
