Method,ReefName,Reef_Name,ReefID,SECTOR,Region,reef_zone,depth,report_year,DHWYear,Date,Prev.HC,mean,Change,Abs.Change,Rel.Change,Mort.prop,MaxDHW.mean,DISTURBANCE_TYPE,Pre_Cover_Pct,Post_Cover_Pct,Net_Change_Pct,Growth_Adj_Loss_Pct,Mortality_Pct,MaxDHW
Manta Tow (LTMP),One Tree Island Reef (23-055a),ONE TREE ISLAND,23-055a,CB,Southern,_,9,2025,2024,2024-11-06,0.6064749895445039,0.2967154689292574,-0.3097595206152465,-0.3046056063580744,-0.505719654941121,0.505719654941121,11.53,NA,60.6,29.7,-31,-30.5,50.6,11.53
Manta Tow (LTMP),Lizard Island Reef (North West) (14-116a),LIZARD ISLES,14-116a,CL,Northern,_,9,2025,2024,2024-09-29,0.2133297856632696,0.11486097306724684,-0.09846881259602276,-0.11608222482805283,-0.5004769524668403,0.5004769524668403,6.165,NA,21.3,11.5,-9.8,-11.6,50,6.16
Benthic Photo (LTMP),Opal Reef (16-025),OPAL REEF,16-025,CA,Central,_,9,2021,2020,2021-01-11,0.034707616245961484,0.04993361137324465,0.01522599512728317,-0.049185570622758114,-0.49127020059674315,0.49127020059674315,7.4,NA,3.5,5,1.5,-4.9,49.1,7.4
Manta Tow (LTMP),Moore Reef (16-071),MOORE REEF,16-071,IN,Central,_,9,2018,2017,2017-12-20,0.1749717018058813,0.11165332939034536,-0.06331837241553595,-0.10668509842688251,-0.48639492627248126,0.48639492627248126,10.63,b,17.5,11.2,-6.3,-10.7,48.6,10.63
Benthic Photo (MMP),Fitzroy Island Reef (No 1) (16-054a),FITZROY ISLAND,16-054a,CA,Central,West,2,2024,2024,2024-06-16,0.4612107630161933,0.21942723263160793,-0.24178353038458536,-0.20706023425863027,-0.48436562541796135,0.48436562541796135,7.74,NA,46.1,21.9,-24.2,-20.7,48.4,7.74
Manta Tow (LTMP),U/N Reef (13-121),REEF 13-121,13-121,PB,Unknown,_,9,2017,2016,2016-08-21,0.22067662178568376,0.1338216570138862,-0.08685496477179755,-0.12219689898206813,-0.4754399872357527,0.4754399872357527,9.98,b,22.1,13.4,-8.7,-12.2,47.5,9.98
Benthic Photo (MMP),Pelican Island Reef (23-017),PELICAN ISLAND,23-017,CB,Southern,_,5,2018,2018,2018-05-04,0.1383847977714643,0.1151164279120585,-0.023268369859405807,-0.1044494392644355,-0.47355214386302297,0.47355214386302297,2.13,NA,13.8,11.5,-2.3,-10.4,47.4,2.13
Benthic Photo (LTMP),Roxburgh Reef (18-042),ROXBURGH REEF,18-042,TO,Central,_,9,2018,2017,2018-02-25,0.18614242288823804,0.10375560148709703,-0.08238682140114101,-0.09417163539500432,-0.47339739329319314,0.47339739329319314,7.54,n,18.6,10.4,-8.2,-9.4,47.3,7.54
Manta Tow (LTMP),U/N Reef (20-104),REEF 20-104,20-104,WH,Southern,_,9,2023,2022,2023-01-28,0.26785735123735,0.16222060434747407,-0.10563674688987593,-0.14677163564564605,-0.47346874118172594,0.47346874118172594,4.07,NA,26.8,16.2,-10.6,-14.7,47.3,4.07
Benthic Photo (LTMP),Arlington Reef (16-064),ARLINGTON REEF,16-064,CA,Central,_,9,2018,2017,2017-12-13,0.2045257246567271,0.10850396112450388,-0.09602176353222323,-0.09665562925331725,-0.4688388693253611,0.4688388693253611,11.03,b,20.5,10.9,-9.6,-9.7,46.9,11.03
Manta Tow (LTMP),Tern Reef (20-309),TERN ISLAND,20-309,PO,Southern,_,9,2025,2024,2025-01-14,0.23058207569061542,0.13966852747250766,-0.09091354821810776,-0.1204299939224622,-0.4612434926059383,0.4612434926059383,7.65,NA,23.1,14,-9.1,-12,46.1,7.65
Manta Tow (LTMP),Gannett Cay Reef (21-556),GANNET CAY,21-556,SW,Southern,_,9,2023,2022,2022-09-08,0.11163186919026033,0.08593489396254193,-0.025696975227718397,-0.07360311220618437,-0.45847780200301674,0.45847780200301674,0.66,NA,11.2,8.6,-2.6,-7.4,45.8,0.66
Benthic Photo (MMP),Hook Island Reef (No 4) (20-028d),HOOK ISLAND,20-028d,WH,Southern,_,5,2018,2018,2018-06-14,0.29956463227396773,0.1729128890987321,-0.12665174317523564,-0.1454208059522482,-0.4553882293224095,0.4553882293224095,0,NA,30,17.3,-12.7,-14.5,45.5,0
Benthic Photo (MMP),Pelorus (North Palm or Yanooa) Reef (18-048),PELORUS IS AND ORPHEUS IS WEST,18-048,TO,Central,West,2,2017,2017,2017-05-10,0.09690920495415663,0.07306422176420217,-0.023844983189954455,-0.06157743199935169,-0.4539714039957923,0.4539714039957923,9.295,NA,9.7,7.3,-2.4,-6.2,45.4,9.3
Benthic Photo (MMP),Double Cone Reef (20-024),DOUBLE CONE ISLAND,20-024,WH,Southern,_,2,2023,2023,2023-06-27,0.013016977165989527,0.016352467345396856,0.0033354901794073293,-0.01442014295495377,-0.45385452497098216,0.45385452497098216,1.07,NA,1.3,1.6,0.3,-1.4,45.4,1.07
Manta Tow (LTMP),U/N Reef (22-084),REEF 22-084,22-084,SW,Southern,_,9,2025,2024,2024-11-18,0.15022670123802098,0.10558523495026016,-0.04464146628776082,-0.08769647626186439,-0.4513882223639355,0.4513882223639355,8.45,NA,15,10.6,-4.5,-8.8,45.1,8.45
Benthic Photo (LTMP),U/N Reef (20-348),REEF 20-348,20-348,PO,Southern,_,9,2018,2017,2018-03-11,0.09592358991116845,0.08833883581824346,-0.007584754092924986,-0.07332168854404734,-0.4507651062327777,0.4507651062327777,2.6175,NA,9.6,8.8,-0.8,-7.3,45.1,2.62
Benthic Photo (MMP),Middle (Ba-la-ba) Island Reef (23-010),MIDDLE ISLAND,23-010,CB,Southern,_,5,2024,2024,2024-05-11,0.2096906034389076,0.12330852251969322,-0.08638208091921439,-0.101644116680238,-0.449846999088599,0.449846999088599,12.23,NA,21,12.3,-8.6,-10.2,45,12.23
Manta Tow (LTMP),Hastings Reef (16-057),HASTINGS REEF,16-057,CA,Central,_,9,2025,2024,2024-10-09,0.2675786329407455,0.15281970484703908,-0.11475892809370644,-0.12502034022053335,-0.44835862865477827,0.44835862865477827,7.39,NA,26.8,15.3,-11.5,-12.5,44.8,7.39
Manta Tow (LTMP),Farquharson Reef (No 1) (17-063a),FARQUHARSON REEF,17-063a,IN,Central,_,9,2024,2023,2024-02-05,0.10915025396054236,0.07791532665248674,-0.03123492730805562,-0.0635114855413654,-0.4459236611637572,0.4459236611637572,0.64,NA,10.9,7.8,-3.1,-6.4,44.6,0.64
Manta Tow (LTMP),Marx Reef (15-027),MARX REEF,15-027,CL,Northern,_,9,2025,2024,2024-12-22,0.4565804759200455,0.2151845201178832,-0.24139595580216233,-0.17030731268083815,-0.44064918900765343,0.44064918900765343,4.29,NA,45.7,21.5,-24.1,-17,44.1,4.29
Manta Tow (LTMP),Wardle Reef (17-032),WARDLE REEF,17-032,IN,Central,_,9,2017,2016,2017-04-28,0.17153797099516707,0.11585429765207717,-0.05568367334308991,-0.09128832630783698,-0.43858544958776946,0.43858544958776946,3.89,b,17.2,11.6,-5.6,-9.1,43.9,3.89
Manta Tow (LTMP),Arlington Reef (16-064),ARLINGTON REEF,16-064,CA,Central,_,9,2018,2017,2017-12-14,0.1565020120603447,0.09500882563750339,-0.06149318642284131,-0.07415879193671301,-0.43579849676375476,0.43579849676375476,11.03,b,15.7,9.5,-6.1,-7.4,43.6,11.03
Benthic Photo (MMP),Daydream Reef (No 1) (20-035a),DAYDREAM ISLAND,20-035a,WH,Southern,_,2,2023,2023,2023-06-28,0.011501397540950004,0.01538463975342603,0.0038832422124760266,-0.012645467042299555,-0.4355983645282863,0.4355983645282863,0.3,NA,1.2,1.5,0.4,-1.3,43.6,0.3
Benthic Photo (MMP),Daydream Reef (No 1) (20-035a),DAYDREAM ISLAND,20-035a,WH,Southern,_,5,2021,2021,2021-06-16,0.028207645943130202,0.030741167954061253,0.002533522010931051,-0.024394279583507587,-0.4345610599645016,0.4345610599645016,0,NA,2.8,3.1,0.3,-2.4,43.5,0
Benthic Photo (MMP),Pandora Reef (18-051),PANDORA REEF,18-051,TO,Central,South,5,2025,2024,2025-04-30,0.22483513772346203,0.14489981085459192,-0.07993532686887012,-0.11117209649387189,-0.4324552520753537,0.4324552520753537,6.58,NA,22.5,14.5,-8,-11.1,43.2,6.58
Benthic Photo (MMP),Richards (Bedarra) Reef (18-001),BEDARRA ISLAND,18-001,IN,Central,_,5,2025,2025,2025-05-23,0.19150927774325885,0.125034937628675,-0.06647434011458384,-0.09550207393952267,-0.43108857189816985,0.43108857189816985,NA,NA,19.2,12.5,-6.6,-9.6,43.1,NA
Benthic Photo (MMP),Shute Reef (20-048),SHUTE ISLAND AND TANCRED ISLAND,20-048,WH,Southern,_,2,2017,2017,2017-07-06,0.586185143015351,0.31045404310839464,-0.2757310999069563,-0.2328871837799763,-0.42783308020087724,0.42783308020087724,6.115,NA,58.6,31,-27.6,-23.3,42.8,6.12
Benthic Photo (MMP),Snapper Reef (16-006),SNAPPER ISLAND,16-006,CA,Central,North,5,2017,2017,2017-09-04,0.21863086996518635,0.14598638332526984,-0.07264448663991652,-0.10921348530605234,-0.4262823626315484,0.4262823626315484,11.6775,NA,21.9,14.6,-7.3,-10.9,42.6,11.68
Manta Tow (LTMP),Credlin Reefs (East) (20-287),CREDLIN REEF EAST,20-287,PO,Southern,_,9,2023,2022,2023-02-04,0.14328757398651668,0.129736035321844,-0.01355153866467268,-0.09684213790404728,-0.42553350583372057,0.42553350583372057,6.71,NA,14.3,13,-1.4,-9.7,42.6,6.71
Benthic Photo (MMP),Pandora Reef (18-051),PANDORA REEF,18-051,TO,Central,South,2,2017,2017,2017-05-09,0.05211422467090453,0.04779268350499239,-0.004321541165912136,-0.03603636451256629,-0.42481161058305356,0.42481161058305356,8.52,NA,5.2,4.8,-0.4,-3.6,42.5,8.52
Manta Tow (LTMP),Corbett Reef (14-016),CORBETT REEF,14-016,PB,Unknown,_,9,2025,2024,2024-12-20,0.32459695544892575,0.1882912015536389,-0.13630575389528685,-0.13944053842890758,-0.42417728947107747,0.42417728947107747,7.11375,NA,32.5,18.8,-13.6,-13.9,42.4,7.11
Benthic Photo (MMP),Pelorus (North Palm or Yanooa) Reef (18-048),PELORUS IS AND ORPHEUS IS WEST,18-048,TO,Central,West,2,2024,2024,2024-05-31,0.12295487087895199,0.09252394997481067,-0.030430920904141318,-0.06896605609870088,-0.4244326021349287,0.4244326021349287,5.345,NA,12.3,9.3,-3,-6.9,42.4,5.34
Manta Tow (LTMP),Wheeler Reef (18-095),WHEELER REEF,18-095,TO,Central,_,9,1999,1998,1999-04-23,0.44912914405328164,0.26743776272065445,-0.1816913813326272,-0.19773467581013432,-0.4241663802204273,0.4241663802204273,2.435,n,44.9,26.7,-18.2,-19.8,42.4,2.44
Benthic Photo (MMP),Richards (Bedarra) Reef (18-001),BEDARRA ISLAND,18-001,IN,Central,_,2,2017,2017,2017-05-03,0.09857322982645339,0.07665833540929687,-0.021914894417156522,-0.056881224776209174,-0.4227843817668209,0.4227843817668209,7.455,NA,9.9,7.7,-2.2,-5.7,42.3,7.46
Manta Tow (LTMP),Wardle Reef (17-032),WARDLE REEF,17-032,IN,Central,_,9,1999,1998,1999-02-10,0.20047725800805327,0.1328443239788652,-0.06763293402918807,-0.09816422118375576,-0.42310605893825953,0.42310605893825953,1.444,n,20,13.3,-6.8,-9.8,42.3,1.44
Benthic Photo (MMP),Seaforth Reef (20-095),SEAFORTH ISLAND,20-095,WH,Southern,_,2,2025,2025,2025-06-03,0.08618708296979419,0.07345522930069344,-0.012731853669100748,-0.05454829458801182,-0.42284344600595614,0.42284344600595614,NA,NA,8.6,7.3,-1.3,-5.5,42.3,NA
Manta Tow (LTMP),Low Islands Reef (16-028),LOW ISLES,16-028,CA,Central,_,9,2025,2024,2024-12-24,0.5110399637147486,0.29757599907640114,-0.21346396463834744,-0.21732933166706253,-0.42125816252736215,0.42125816252736215,6.42,NA,51.1,29.8,-21.3,-21.7,42.1,6.42
Benthic Photo (MMP),Tobias Spit (17-009a),HIGH ISLAND,17-009a,IN,Central,West,5,2023,2023,2023-08-17,0.26325236915089423,0.16238442810370077,-0.10086794104719346,-0.11806861730186044,-0.41949667708064364,0.41949667708064364,0.3,NA,26.3,16.2,-10.1,-11.8,41.9,0.3
Benthic Photo (LTMP),Linnet Reef (14-126),LINNET REEF,14-126,CL,Northern,_,9,2025,2024,2024-09-28,0.31732653959228374,0.18589676981759506,-0.13142976977468868,-0.13321915318628214,-0.416159096168011,0.416159096168011,6.565,NA,31.7,18.6,-13.1,-13.3,41.6,6.57
Manta Tow (LTMP),U/N Reef (19-138),REEF 19-138,19-138,WH,Southern,_,9,2003,2002,2002-12-04,0.2228184343848005,0.15125600175909523,-0.07156243262570527,-0.10799798028620583,-0.41497148069537393,0.41497148069537393,2.745,b,22.3,15.1,-7.2,-10.8,41.5,2.74
Benthic Photo (MMP),Normanby-Mabel Reef (17-012),FRANKLAND ISLANDS,17-012,IN,Central,East,5,2024,2024,2024-06-17,0.32729433957230986,0.19259546303681788,-0.13469887653549198,-0.1367745598190305,-0.4140041479450751,0.4140041479450751,6.45,NA,32.7,19.3,-13.5,-13.7,41.4,6.45
Manta Tow (LTMP),St Crispin Reef (16-019),ST. CRISPIN REEF,16-019,CA,Central,_,9,2023,2022,2022-11-01,0.2027604014097776,0.1413934865877316,-0.06136691482204601,-0.0999543254224659,-0.4124416250898937,0.4124416250898937,4.46,NA,20.3,14.1,-6.1,-10,41.2,4.46
Benthic Photo (MMP),Pine Island Reef (20-061),PINE ISLAND,20-061,WH,Southern,_,2,2018,2018,2018-06-16,0.11512450523437846,0.0935836249818334,-0.021540880252545067,-0.06564842434142085,-0.40970844858247335,0.40970844858247335,0,NA,11.5,9.4,-2.2,-6.6,41,0
Benthic Photo (LTMP),Martin Reef (14-123),MARTIN REEF,14-123,CL,Northern,_,9,2025,2024,2024-09-30,0.20952153168187226,0.1324936603891952,-0.07702787129267707,-0.09231410268164494,-0.4088172232266624,0.4088172232266624,6.47,NA,21,13.2,-7.7,-9.2,40.9,6.47
Benthic Photo (LTMP),Gannett Cay Reef (21-556),GANNET CAY,21-556,SW,Southern,_,9,2003,2002,2002-09-10,0.03718545058605967,0.04036260724180141,0.003177156655741739,-0.028464518278047066,-0.4076427042662093,0.4076427042662093,4.2,n,3.7,4,0.3,-2.8,40.8,4.2
Manta Tow (LTMP),Turner Reef (21-562),TURNER CAY,21-562,SW,Southern,_,9,2025,2024,2025-01-08,0.21160583760646007,0.14488478644850913,-0.06672105115795093,-0.09987587559033079,-0.40639488338677426,0.40639488338677426,8.96,NA,21.2,14.5,-6.7,-10,40.6,8.96
Benthic Photo (MMP),Pelorus (North Palm or Yanooa) Reef (18-048),PELORUS IS AND ORPHEUS IS WEST,18-048,TO,Central,West,5,2025,2025,2025-05-16,0.15058515924010674,0.11166039247058535,-0.03892476676952139,-0.07687431467653529,-0.40559492155103766,0.40559492155103766,NA,NA,15.1,11.2,-3.9,-7.7,40.6,NA
Manta Tow (LTMP),Rib Reef (18-032),RIB REEF,18-032,TO,Central,_,9,2003,2002,2003-03-09,0.11760901385257107,0.09484920388357448,-0.022759809968996583,-0.06453897490907823,-0.40239234209718905,0.40239234209718905,2.6,n,11.8,9.5,-2.3,-6.5,40.2,2.6
Benthic Photo (MMP),Middle (Ba-la-ba) Island Reef (23-010),MIDDLE ISLAND,23-010,CB,Southern,_,2,2021,2021,2021-05-06,0.34099658036103425,0.21195237308726161,-0.12904420727377264,-0.14142765840055907,-0.3990847277900861,0.3990847277900861,0,NA,34.1,21.2,-12.9,-14.1,39.9,0
Benthic Photo (MMP),Double Cone Reef (20-024),DOUBLE CONE ISLAND,20-024,WH,Southern,_,5,2021,2021,2021-06-15,0.18530101979222574,0.13676908496612902,-0.04853193482609672,-0.09121718414943927,-0.3983522003382761,0.3983522003382761,0,NA,18.5,13.7,-4.9,-9.1,39.8,0
Benthic Photo (LTMP),Fairfax Islands Reef (23-081),FAIRFAX ISLAND,23-081,CB,Southern,_,9,2018,2017,2017-10-13,0.20753842666724026,0.20665528244203374,-8.831442252065225e-4,-0.1344143318710975,-0.39294437812314525,0.39294437812314525,3.543333333,n,20.8,20.7,-0.1,-13.4,39.3,3.54
Manta Tow (LTMP),East Cay Reef (21-305),EAST CAY,21-305,SW,Southern,_,9,2025,2024,2025-01-09,0.31352435423231356,0.22639056375339997,-0.08713379047891359,-0.1465859425441276,-0.3919656451026018,0.3919656451026018,7.67,NA,31.4,22.6,-8.7,-14.7,39.2,7.67
Manta Tow (LTMP),U/N Reef (19-131a),REEF 19-131,19-131a,WH,Southern,_,9,1999,1998,1999-03-09,0.17686335135821454,0.13218928626838453,-0.04467406508983002,-0.08592726686913127,-0.39215324282325675,0.39215324282325675,0.646666667,b,17.7,13.2,-4.5,-8.6,39.2,0.65
Benthic Photo (MMP),Normanby-Mabel Reef (17-012),FRANKLAND ISLANDS,17-012,IN,Central,East,5,2021,2021,2021-06-24,0.4095031018460174,0.24209750380173037,-0.16740559804428704,-0.15631426098576678,-0.3913611835368248,0.3913611835368248,0.3,NA,41,24.2,-16.7,-15.6,39.1,0.3
Benthic Photo (MMP),Pine Island Reef (20-061),PINE ISLAND,20-061,WH,Southern,_,2,2023,2023,2023-06-26,0.06544150381709832,0.06317441071504845,-0.0022670931020498664,-0.04082742033633407,-0.3888257940602504,0.3888257940602504,0.29,NA,6.5,6.3,-0.2,-4.1,38.9,0.29
Manta Tow (LTMP),Penrith Reef (21-025),PENRITH ISLAND,21-025,PO,Southern,_,9,2025,2024,2025-01-13,0.363835749390651,0.21068224376707284,-0.15315350562357816,-0.1326362950149926,-0.38521392279416017,0.38521392279416017,8.15,NA,36.4,21.1,-15.3,-13.3,38.5,8.15
Benthic Photo (LTMP),St Crispin Reef (16-019),ST. CRISPIN REEF,16-019,CA,Central,_,9,2017,2016,2016-09-13,0.2076522350927435,0.14007185911529177,-0.06758037597745173,-0.08807325671892913,-0.3843558105015308,0.3843558105015308,5.895,b,20.8,14,-6.8,-8.8,38.4,5.89
Benthic Photo (LTMP),Fitzroy Island Reef (No 1) (16-054a),FITZROY ISLAND,16-054a,CA,Central,West(LTMP),9,2003,2002,2002-11-08,0.08217436790445695,0.06910764617673713,-0.013066721727719818,-0.04364424261467187,-0.38367927845755523,0.38367927845755523,1.375,NA,8.2,6.9,-1.3,-4.4,38.4,1.38
Manta Tow (LTMP),Agincourt Reefs (No 1) (15-099c),AGINCOURT REEF NO.1,15-099c,CA,Central,_,9,2017,2016,2016-09-13,0.1830756463147309,0.13325982220983068,-0.04981582410490021,-0.08342276727087491,-0.3832312334665108,0.3832312334665108,NA,b,18.3,13.3,-5,-8.3,38.3,NA
Benthic Photo (MMP),Dent Reef (No 1) (20-058a),DENT ISLAND,20-058a,WH,Southern,_,2,2017,2017,2017-07-05,0.5800179371163663,0.31498917341696664,-0.26502876369939965,-0.1950507266712347,-0.38167416406736643,0.38167416406736643,5.905,NA,58,31.5,-26.5,-19.5,38.2,5.9
Manta Tow (LTMP),Grub Reef (18-077),GRUB REEF (18-077),18-077,TO,Central,_,9,2018,2017,2018-04-22,0.11433977334345008,0.09771161919383989,-0.01662815414961019,-0.061134255762548946,-0.38245751277115136,0.38245751277115136,5.55,n,11.4,9.8,-1.7,-6.1,38.2,5.55
Manta Tow (LTMP),Gannett Cay Reef (21-556),GANNET CAY,21-556,SW,Southern,_,9,2003,2002,2002-09-10,0.0952286536713717,0.08694363644327527,-0.008285017228096436,-0.05433630484933841,-0.3818971553944493,0.3818971553944493,4.2,n,9.5,8.7,-0.8,-5.4,38.2,4.2
Benthic Photo (LTMP),Gannett Cay Reef (21-556),GANNET CAY,21-556,SW,Southern,_,9,2025,2024,2024-11-17,0.07002682803684913,0.06869703117329128,-0.0013297968635578583,-0.04298507097511721,-0.3814720364242364,0.3814720364242364,8.47,NA,7,6.9,-0.1,-4.3,38.1,8.47
Manta Tow (LTMP),U/N Reef (11-049),REEF 11-049,11-049,CG,Northern,_,9,2025,2024,2024-12-14,0.2584622365258491,0.17452062249854547,-0.08394161402730363,-0.10814704804533055,-0.3812455886776953,0.3812455886776953,5.23,NA,25.8,17.5,-8.4,-10.8,38.1,5.23
Manta Tow (LTMP),MacGillivray Reef (14-114),MACGILLIVRAY REEF,14-114,CL,Northern,_,9,2025,2024,2024-09-26,0.4652605846420815,0.28430049777813515,-0.18096008686394632,-0.17508458875634111,-0.38030030484758065,0.38030030484758065,5.98,NA,46.5,28.4,-18.1,-17.5,38,5.98
Manta Tow (LTMP),John Brewer Reef (18-075),JOHN BREWER REEF,18-075,TO,Central,_,9,2024,2024,2024-06-01,0.23435897874287936,0.17301712703418218,-0.06134185170869719,-0.104947022410111,-0.3762025429402643,0.3762025429402643,5.705,NA,23.4,17.3,-6.1,-10.5,37.6,5.7
Benthic Photo (LTMP),Rebe Reef (19-209),REBE REEF,19-209,WH,Southern,_,9,2025,2024,2025-01-20,0.34370121589495445,0.21691428138080318,-0.12678693451415127,-0.13054151134562608,-0.3746286159407128,0.3746286159407128,10.2025,NA,34.4,21.7,-12.7,-13.1,37.5,10.2
Benthic Photo (MMP),Seaforth Reef (20-095),SEAFORTH ISLAND,20-095,WH,Southern,_,5,2025,2025,2025-06-03,0.12128837945119916,0.1032114592991782,-0.01807692015202096,-0.06240813538276771,-0.37455459846662287,0.37455459846662287,NA,NA,12.1,10.3,-1.8,-6.2,37.5,NA
Benthic Photo (MMP),Double Cone Reef (20-024),DOUBLE CONE ISLAND,20-024,WH,Southern,_,2,2024,2024,2024-07-18,0.016352467345396856,0.02259407516482427,0.0062416078194274145,-0.013954842551209504,-0.3716443349111669,0.3716443349111669,8.4,NA,1.6,2.3,0.6,-1.4,37.2,8.4
Manta Tow (LTMP),Thetford Reef (16-068),THETFORD REEF,16-068,CA,Central,_,9,2018,2017,2017-12-11,0.19040058159135265,0.13454278865531297,-0.05585779293603968,-0.07984949591087191,-0.3707166023689956,0.3707166023689956,10.95,b,19,13.5,-5.6,-8,37.1,10.95
Benthic Photo (LTMP),East Cay Reef (21-305),EAST CAY,21-305,SW,Southern,_,9,2025,2024,2025-01-06,0.1774025284140376,0.14647038718211997,-0.030932141231917648,-0.08659922616084313,-0.3699720990009769,0.3699720990009769,7.67,NA,17.7,14.6,-3.1,-8.7,37,7.67
Benthic Photo (MMP),Pine Island Reef (20-061),PINE ISLAND,20-061,WH,Southern,_,2,2025,2025,2025-06-22,0.08009933556068624,0.07593785468123027,-0.0041614808794559754,-0.045186596248911824,-0.37000449872859253,0.37000449872859253,NA,NA,8,7.6,-0.4,-4.5,37,NA
Benthic Photo (MMP),North Keppel (Ko-no-mie) Island Reef (No 2) (23-004b),NORTH KEPPEL ISLAND,23-004b,CB,Southern,_,5,2025,2024,2025-04-21,0.19953314021729673,0.15200085058909504,-0.04753228962820169,-0.0887643922437019,-0.36715117195357444,0.36715117195357444,12.135,NA,20,15.2,-4.8,-8.9,36.7,12.13
Manta Tow (LTMP),Lady Musgrave Reef (23-082a),LADY MUSGRAVE ISLAND,23-082a,CB,Southern,_,9,2025,2024,2024-11-07,0.6318089437365313,0.39267387347992694,-0.23913507025660435,-0.22786062440256544,-0.36660977818425916,0.36660977818425916,11.195,NA,63.2,39.3,-23.9,-22.8,36.7,11.2
Manta Tow (LTMP),U/N Reef (13-124),REEF 13-124,13-124,PB,Unknown,_,9,2025,2024,2024-12-08,0.3940946693282352,0.24292243716243056,-0.15117223216580467,-0.1400324752354815,-0.36471072699900425,0.36471072699900425,8.035,NA,39.4,24.3,-15.1,-14,36.5,8.04
Manta Tow (LTMP),Wreck Island Reef (23-051),WRECK ISLAND,23-051,CB,Southern,_,9,2025,2024,2024-11-05,0.5789666427911073,0.3644854086567966,-0.21448123413431075,-0.2089734238859475,-0.36377441175542946,0.36377441175542946,11.64,NA,57.9,36.4,-21.4,-20.9,36.4,11.64
Benthic Photo (MMP),Magnetic Island Reef (No 2) (19-009c),GEOFFREY BAY,19-009c,TO,Central,_,2,2024,2024,2024-06-05,0.2701302451098475,0.1754775904854695,-0.09465265462437802,-0.10034527197815798,-0.36248910615662255,0.36248910615662255,9.07,NA,27,17.5,-9.5,-10,36.2,9.07
Manta Tow (LTMP),Hayman Island Reef (20-014),HAYMAN ISLAND,20-014,WH,Southern,_,9,2023,2022,2023-02-06,0.22305427943616585,0.15508503949186497,-0.06796923994430087,-0.08860705308129055,-0.36211653653989545,0.36211653653989545,5.096666667,NA,22.3,15.5,-6.8,-8.9,36.2,5.1
Benthic Photo (LTMP),North Direction Reef (14-143),NORTH DIRECTION ISLAND,14-143,CL,Northern,_,9,2025,2024,2024-09-27,0.17564623667562165,0.12700527340516296,-0.04864096327045869,-0.07229706549319287,-0.3609396969142746,0.3609396969142746,6.505,NA,17.6,12.7,-4.9,-7.2,36.1,6.5
Benthic Photo (MMP),Middle (Ba-la-ba) Island Reef (23-010),MIDDLE ISLAND,23-010,CB,Southern,_,5,2025,2024,2025-04-21,0.12330852251969322,0.087725896875833,-0.03558262564386022,-0.049648656564200526,-0.35879903732239643,0.35879903732239643,12.23,NA,12.3,8.8,-3.6,-5,35.9,12.23
Manta Tow (LTMP),Fairfax Islands Reef (23-081),FAIRFAX ISLAND,23-081,CB,Southern,_,9,2025,2024,2024-11-08,0.6500704629813622,0.40722478553053854,-0.24284567745082364,-0.22839782454697571,-0.3587648646647444,0.3587648646647444,11.28,NA,65,40.7,-24.3,-22.8,35.9,11.28
Manta Tow (LTMP),U/N Reef (21-296),REEF 21-296,21-296,SW,Southern,_,9,2018,2017,2018-01-20,0.214354468626492,0.16427129679389688,-0.050083171832595114,-0.0922182262722112,-0.35814360589939426,0.35814360589939426,2.53,n,21.4,16.4,-5,-9.2,35.8,2.53
Benthic Photo (MMP),Pandora Reef (18-051),PANDORA REEF,18-051,TO,Central,South,2,2023,2022,2023-04-30,0.14340105027060224,0.11650540745450022,-0.026895642816102017,-0.06511938505302717,-0.35657472437836224,0.35657472437836224,8.72,NA,14.3,11.7,-2.7,-6.5,35.7,8.72
Manta Tow (LTMP),Opal Reef (16-025),OPAL REEF,16-025,CA,Central,_,9,2017,2016,2016-09-15,0.20866431477244923,0.15983020897091535,-0.048834105801533884,-0.08926586685034434,-0.3569262994519812,0.3569262994519812,5.82,b,20.9,16,-4.9,-8.9,35.7,5.82
Manta Tow (LTMP),U/N Reef (21-187),REEF 21-187,21-187,SW,Southern,_,9,2025,2024,2025-01-10,0.6246600212356924,0.3486641253272356,-0.2759958959084568,-0.19314870048028843,-0.3558292864450056,0.3558292864450056,7.17,NA,62.5,34.9,-27.6,-19.3,35.6,7.17
Manta Tow (LTMP),Michaelmas Reef (16-060),MICHAELMAS CAY,16-060,CA,Central,_,9,2021,2020,2021-01-22,0.10120382631987114,0.1084927935854833,0.007288967265612165,-0.059881330222512005,-0.353544737981312,0.353544737981312,7.51,NA,10.1,10.8,0.7,-6,35.4,7.51
Manta Tow (LTMP),Boulder Reef (15-012),BOULDER REEF,15-012,CL,Northern,_,9,2025,2024,2024-12-23,0.32036762774258476,0.20824557103281469,-0.11212205670977007,-0.1145990002536027,-0.35387037614488237,0.35387037614488237,2.99,NA,32,20.8,-11.2,-11.5,35.4,2.99
Benthic Photo (LTMP),Myrmidon Reef (18-034),MYRMIDON REEF,18-034,TO,Central,_,9,2003,2002,2003-03-12,0.3449317576204799,0.23445452802873,-0.11047722959174988,-0.12848261494450708,-0.35303518045684973,0.35303518045684973,3.82,n,34.5,23.4,-11,-12.8,35.3,3.82
