ann_maxdhw,scenario,programme_key,prop_acropora_pre,dhw_novelty10,log_coastal_rain30,wqc_prior10_percentile,cloudp_90,predicted_occurrence,predicted_positive_mortality,predicted_mortality,tail_probability,tail_magnitude,conservative_prediction,soft_gate_prediction,aggressive_prediction,observed_dhw_min,observed_dhw_max,outside_observed_dhw
0.5,High compound risk,mmp,0.8817916436590687,8.18,6.812168274251864,0.8,0.6265433,0.8193047087292145,0.08213535310525111,0.06729388155226894,0.11217989165933206,0.5205108485357705,0.09271479667945907,0.11813571180664922,0.2190910491931055,4.12,13.26,TRUE
0.75,Low compound risk,ltmp,0.04416278783401122,-4.960000000000001,5.293126064302306,0.2,0.87140842,0.4402682124424992,0.00858579414993449,0.0037800522427909244,0.0185981702002398,0.3982491470615605,0.007448253924877929,0.011116455606964934,0.057575817822352084,0,11.64,FALSE
0.75,Low compound risk,manta,0.08205185222328912,-5.005,5.04829112437769,0.2,0.8638448679999999,0.4589798815314266,0.020803022561517125,0.009548168830780725,0.014772627203109807,0.35159502657549796,0.012074634188509644,0.014601099546238564,0.05112146643421988,0,11.64,FALSE
0.75,Low compound risk,mmp,0.04961985378338604,-3.96,5.3548966285573405,0,0.8873663,0.2945532551416959,0.010242821311497242,0.0030170563591362474,0.01630904343388199,0.3989498057832371,0.006245698562763235,0.009474340766390223,0.05358038664084773,4.12,13.26,TRUE
0.75,Median conditions,ltmp,0.2688625059919296,-0.31,5.985742071087043,0.45,0.7154463,0.07541527281291817,0.02365179485931699,0.0017837065618305661,0.018088485224933656,0.4184779017813291,0.005552389958602326,0.009321073355374085,0.057826342029033466,0,11.64,FALSE
0.75,Median conditions,manta,0.27908342553874005,-0.44499999999999995,5.909006224011357,0.45,0.6959865000000001,0.08264198798348829,0.04243109821304967,0.003506590308649062,0.01840483978691655,0.37548480168365556,0.006929690000939449,0.010352789693229836,0.05397080537034428,0,11.64,FALSE
0.75,Median conditions,mmp,0.26474033381659684,2.69,5.972340602952214,0.3,0.6970374,0.23550487107622842,0.029317197205128348,0.0069043427481101155,0.08774610138336587,0.4804116230026392,0.02767855165759799,0.04845276056708586,0.14716651983210524,4.12,13.26,TRUE
0.75,High compound risk,ltmp,0.6708836309552813,4.178000000000001,6.662192357426267,1,0.5630638,0.20421094901679768,0.08552525272367316,0.017465193023602756,0.9027642780509539,0.4999533746561007,0.2352517405033925,0.4530382879831823,0.47589607173389087,0,11.64,FALSE
0.75,High compound risk,manta,0.668629531002006,4.182,6.543540226424666,1,0.54024335,0.23300784628798743,0.14318016988497398,0.033362103016045946,0.7463079471151607,0.4623855716640467,0.19345391509150342,0.35354572716696087,0.40399168769259786,0,11.64,FALSE
0.75,High compound risk,mmp,0.8817916436590687,8.18,6.812168274251864,0.8,0.6265433,0.8193047087292145,0.08213535310525111,0.06729388155226894,0.11217989165933206,0.5205108485357705,0.09271479667945907,0.11813571180664922,0.2190910491931055,4.12,13.26,TRUE
1,Low compound risk,ltmp,0.04416278783401122,-4.960000000000001,5.293126064302306,0.2,0.87140842,0.4566709482173363,0.00858579414993449,0.003920882755649442,0.0185981702002398,0.3982491470615605,0.007587774842812681,0.011254666929975921,0.05769744255874878,0,11.64,FALSE
1,Low compound risk,manta,0.08205185222328912,-5.005,5.04829112437769,0.2,0.8638448679999999,0.4754875405644946,0.020803022561517125,0.00989157803408347,0.014772627203109807,0.35159502657549796,0.012415506863743136,0.014939435693402801,0.05142313675676577,0,11.64,FALSE
1,Low compound risk,mmp,0.04961985378338604,-3.96,5.3548966285573405,0,0.8873663,0.30851950451947024,0.010242821311497242,0.0031601101559045994,0.01630904343388199,0.3989498057832371,0.006387585824239149,0.009615061492573698,0.05370517148566762,4.12,13.26,TRUE
1,Median conditions,ltmp,0.2688625059919296,-0.31,5.985742071087043,0.45,0.7154463,0.07893412392777995,0.02365179485931699,0.0018669337065397558,0.018088485224933656,0.4184779017813291,0.005634864376822823,0.00940279504710589,0.05789837566880446,0,11.64,FALSE
1,Median conditions,manta,0.27908342553874005,-0.44499999999999995,5.909006224011357,0.45,0.6959865000000001,0.08646650084713454,0.04243109821304967,0.0036688685895835084,0.01840483978691655,0.37548480168365556,0.007090474928993147,0.010512081268402787,0.05411106825946681,0,11.64,FALSE
1,Median conditions,mmp,0.26474033381659684,2.69,5.972340602952214,0.3,0.6970374,0.24451798615983097,0.029317197205128348,0.007168582020448609,0.08774610138336587,0.4804116230026392,0.02793119794694644,0.04869381387344427,0.1473524862306046,4.12,13.26,TRUE
1,High compound risk,ltmp,0.6708836309552813,4.178000000000001,6.662192357426267,1,0.5630638,0.21235908344194165,0.08552525272367316,0.018162064279539657,0.9027642780509539,0.4999533746561007,0.23563405652119923,0.4531060487628588,0.4759308183733736,0,11.64,FALSE
1,High compound risk,manta,0.668629531002006,4.182,6.543540226424666,1,0.54024335,0.24195564195942879,0.14318016988497398,0.034643249920378955,0.7463079471151607,0.4623855716640467,0.1942569969377736,0.35387074395516827,0.40416606310361614,0,11.64,FALSE
1,High compound risk,mmp,0.8817916436590687,8.18,6.812168274251864,0.8,0.6265433,0.8265055291813781,0.08213535310525111,0.06788532348275492,0.11217989165933206,0.5205108485357705,0.0932730646641027,0.1186608058454505,0.21948439790023022,4.12,13.26,TRUE
1.25,Low compound risk,ltmp,0.04416278783401122,-4.960000000000001,5.293126064302306,0.2,0.87140842,0.46255354209715754,0.00858579414993449,0.003971389495769252,0.0185981702002398,0.3982491470615605,0.007637811916457987,0.011304234337146724,0.05774106143670813,0,11.64,FALSE
1.25,Low compound risk,manta,0.08205185222328912,-5.005,5.04829112437769,0.2,0.8638448679999999,0.48139776271174683,0.020803022561517125,0.010014528518756336,0.014772627203109807,0.35159502657549796,0.012537549197578745,0.015060569876401154,0.05153114350792945,0,11.64,FALSE
1.25,Low compound risk,mmp,0.04961985378338604,-3.96,5.3548966285573405,0,0.8873663,0.3135951728088817,0.010242821311497242,0.003212099319229474,0.01630904343388199,0.3989498057832371,0.006439151040802645,0.009666202762375816,0.05375052127591692,4.12,13.26,TRUE
1.25,Median conditions,ltmp,0.2688625059919296,-0.31,5.985742071087043,0.45,0.7154463,0.08043458631314279,0.02365179485931699,0.0019024223350724793,0.018088485224933656,0.4184779017813291,0.005670032037589113,0.009437641740105746,0.05792909130962842,0,11.64,FALSE
1.25,Median conditions,manta,0.27908342553874005,-0.44499999999999995,5.909006224011357,0.45,0.6959865000000001,0.0880964515926336,0.04243109821304967,0.0037380291897482123,0.01840483978691655,0.37548480168365556,0.007158999084275053,0.010579968978801892,0.054170846225665925,0,11.64,FALSE
1.25,Median conditions,mmp,0.26474033381659684,2.69,5.972340602952214,0.3,0.6970374,0.24831745569417185,0.029317197205128348,0.007279971818061758,0.08774610138336587,0.4804116230026392,0.02803770073432237,0.048795429650582985,0.14743088017753142,4.12,13.26,TRUE
1.25,High compound risk,ltmp,0.6708836309552813,4.178000000000001,6.662192357426267,1,0.5630638,0.21580158774661576,0.08552525272367316,0.01845648533019924,0.9027642780509539,0.4999533746561007,0.235795581168238,0.45313467700627674,0.4759454984767876,0,11.64,FALSE
1.25,High compound risk,manta,0.668629531002006,4.182,6.543540226424666,1,0.54024335,0.24572824654979578,0.14318016988497398,0.03518341208653653,0.7463079471151607,0.4623855716640467,0.19459559544526397,0.3540077788039914,0.4042395839460907,0,11.64,FALSE
1.25,High compound risk,mmp,0.8817916436590687,8.18,6.812168274251864,0.8,0.6265433,0.8294199462471238,0.08213535310525111,0.0681247001575459,0.11217989165933206,0.5205108485357705,0.09349901471417178,0.11887332927079766,0.21964359950683165,4.12,13.26,TRUE
1.5,Low compound risk,ltmp,0.04416278783401122,-4.960000000000001,5.293126064302306,0.2,0.87140842,0.46255354209715754,0.00858579414993449,0.003971389495769252,0.0185981702002398,0.3982491470615605,0.007637811916457987,0.011304234337146724,0.05774106143670813,0,11.64,FALSE
1.5,Low compound risk,manta,0.08205185222328912,-5.005,5.04829112437769,0.2,0.8638448679999999,0.48139776271174683,0.020803022561517125,0.010014528518756336,0.014772627203109807,0.35159502657549796,0.012537549197578745,0.015060569876401154,0.05153114350792945,0,11.64,FALSE
1.5,Low compound risk,mmp,0.04961985378338604,-3.96,5.3548966285573405,0,0.8873663,0.3135951728088817,0.010242821311497242,0.003212099319229474,0.01630904343388199,0.3989498057832371,0.006439151040802645,0.009666202762375816,0.05375052127591692,4.12,13.26,TRUE
1.5,Median conditions,ltmp,0.2688625059919296,-0.31,5.985742071087043,0.45,0.7154463,0.08043458631314279,0.02365179485931699,0.0019024223350724793,0.018088485224933656,0.4184779017813291,0.005670032037589113,0.009437641740105746,0.05792909130962842,0,11.64,FALSE
1.5,Median conditions,manta,0.27908342553874005,-0.44499999999999995,5.909006224011357,0.45,0.6959865000000001,0.0880964515926336,0.04243109821304967,0.0037380291897482123,0.01840483978691655,0.37548480168365556,0.007158999084275053,0.010579968978801892,0.054170846225665925,0,11.64,FALSE
1.5,Median conditions,mmp,0.26474033381659684,2.69,5.972340602952214,0.3,0.6970374,0.24831745569417185,0.029317197205128348,0.007279971818061758,0.08774610138336587,0.4804116230026392,0.02803770073432237,0.048795429650582985,0.14743088017753142,4.12,13.26,TRUE
1.5,High compound risk,ltmp,0.6708836309552813,4.178000000000001,6.662192357426267,1,0.5630638,0.21580158774661576,0.08552525272367316,0.01845648533019924,0.9027642780509539,0.4999533746561007,0.235795581168238,0.45313467700627674,0.4759454984767876,0,11.64,FALSE
1.5,High compound risk,manta,0.668629531002006,4.182,6.543540226424666,1,0.54024335,0.24572824654979578,0.14318016988497398,0.03518341208653653,0.7463079471151607,0.4623855716640467,0.19459559544526397,0.3540077788039914,0.4042395839460907,0,11.64,FALSE
1.5,High compound risk,mmp,0.8817916436590687,8.18,6.812168274251864,0.8,0.6265433,0.8294199462471238,0.08213535310525111,0.0681247001575459,0.11217989165933206,0.5205108485357705,0.09349901471417178,0.11887332927079766,0.21964359950683165,4.12,13.26,TRUE
1.75,Low compound risk,ltmp,0.04416278783401122,-4.960000000000001,5.293126064302306,0.2,0.87140842,0.472360133485668,0.00858579414993449,0.004055586870743523,0.0185981702002398,0.3982491470615605,0.007721226332877166,0.01138686579501081,0.05781377638554047,0,11.64,FALSE
1.75,Low compound risk,manta,0.08205185222328912,-5.005,5.04829112437769,0.2,0.8638448679999999,0.4912387030854757,0.020803022561517125,0.010219249823377564,0.014772627203109807,0.35159502657549796,0.01274075836644312,0.015262266909508677,0.051710982433046004,0,11.64,FALSE
1.75,Low compound risk,mmp,0.04961985378338604,-3.96,5.3548966285573405,0,0.8873663,0.32213659181217136,0.010242821311497242,0.0032995875478267966,0.01630904343388199,0.3989498057832371,0.0065259258447398945,0.009752264141652991,0.053826836657093154,4.12,13.26,TRUE
1.75,Median conditions,ltmp,0.2688625059919296,-0.31,5.985742071087043,0.45,0.7154463,0.08313726136614093,0.02365179485931699,0.001966345450997385,0.018088485224933656,0.4184779017813291,0.005733377017345049,0.009500408583692712,0.057984417185839396,0,11.64,FALSE
1.75,Median conditions,manta,0.27908342553874005,-0.44499999999999995,5.909006224011357,0.45,0.6959865000000001,0.09103108680032972,0.04243109821304967,0.0038625489844654397,0.01840483978691655,0.37548480168365556,0.007282372995556245,0.01070219700664705,0.054278473112390445,0,11.64,FALSE
1.75,Median conditions,mmp,0.26474033381659684,2.69,5.972340602952214,0.3,0.6970374,0.2550962752350012,0.029317197205128348,0.00747870780735823,0.08774610138336587,0.4804116230026392,0.02822771756948618,0.04897672733161413,0.1475707466548139,4.12,13.26,TRUE
