programme_key,source_observation_id,ReefID,ReefName,event_year,ann_maxdhw,observed_mortality,Standard two-part BRT,Conservative tail ensemble,standard_absolute_error,conservative_absolute_error,error_reduction
mmp,4164846,17-009a,Tobias Spit (17-009a),2024,6.32,0.5493500371623812,0.2304056153410645,0.23226119370850992,0.31894442182131666,0.3170888434538712,0.0018555783674454318
ltmp,4183355,21-529,U/N Reef (21-529),2020,3.98,0.03949257900673553,0.00728325600797947,0.00909899260245838,0.03220932299875606,0.030393586404277147,0.0018157365944789158
manta,4068552,16-068,Thetford Reef (16-068),2022,4.6000000000000005,0.1317402536462841,0.00504379593849388,0.00680840759208235,0.12669645770779023,0.12493184605420177,0.0017646116535884604
ltmp,4227304,19-159,Slate Reef (19-159),2022,5.63,0.07882366099461278,0.03259324235687116,0.03435197696312275,0.046230418637741626,0.04447168403149004,0.0017587346062515885
manta,4284698,21-562,Turner Reef (21-562),2024,9.27,0.3153081782272817,0.06019675078178222,0.06187037723008214,0.2551114274454995,0.25343780099719954,0.0016736264482999363
manta,4066112,18-034,Myrmidon Reef (18-034),2024,8.73,0.3643114357676447,0.15129806647370997,0.15284991422431282,0.21301336929393472,0.21146152154333187,0.0015518477506028527
manta,4068046,18-032,Rib Reef (18-032),2022,5.2,0.0608903191997818,0.01580911119772477,0.01730183568807683,0.04508120800205703,0.04358848351170497,0.0014927244903520653
manta,4285502,12-061,Lagoon Reef (12-061),2020,4.75,0.03001194172638761,0.00698001847295601,0.00846833013018831,0.0230319232534316,0.021543611596199302,0.001488311657232299
manta,4068586,17-032,Wardle Reef (17-032),2016,4.25,0.32461427064832626,0.03944960718102758,0.04092154377723477,0.2851646634672987,0.2836927268710915,0.0014719365962072017
manta,4067168,21-025,Penrith Reef (21-025),2024,8.25,0.4209413337751398,0.00757245199419124,0.00899417286516057,0.41336888178094855,0.41194716090997924,0.0014217208709693119
ltmp,4241954,12-061,Lagoon Reef (12-061),2020,4.75,0.01507337938402603,0.00214388662517122,0.0035126255944679,0.01292949275885481,0.011560753789558129,0.0013687389692966807
manta,4284500,23-081,Fairfax Islands Reef (23-081),2022,0.31,0.10754495163927952,0.01010149167392862,0.01139398572117906,0.09744345996535089,0.09615096591810046,0.001292494047250431
mmp,4137924,18-049e,Orpheus (Goolboddi) Island Reef (No 5) (18-049e),2024,5.37,0.33651069129053574,0.01810898984629115,0.01940076251852653,0.31840170144424457,0.3171099287720092,0.0012917726722353473
manta,4067379,19-138,U/N Reef (19-138),2024,5.78,0.1009258296179353,0.0150358625137387,0.01631053957288309,0.0858899671041966,0.08461529004505221,0.0012746770591443857
ltmp,4171458,14-114,MacGillivray Reef (14-114),2022,3.88,0.04302678635595218,0.00735565251194787,0.00858551816797561,0.03567113384400431,0.034441268187976576,0.0012298656560277357
manta,4066917,21-062,U/N Reef (21-062),2024,8.21,0.2163631144836532,0.06015829498156011,0.06137574828678905,0.15620481950209308,0.15498736619686415,0.0012174533052289327
manta,4206194,16-015,Mackay Reef (16-015),2022,4.14,0.33138512291027894,0.00389192607135641,0.00507221273227208,0.32749319683892253,0.32631291017800684,0.001180286660915686
manta,4067755,20-104,U/N Reef (20-104),2022,4.07,0.39437688158228135,0.03205400330947193,0.03311909351687679,0.3623228782728094,0.36125778806540454,0.0010650902074048618
mmp,4150480,19-009c,Magnetic Island Reef (No 2) (19-009c),2017,7.8,0.14609663248938115,0.04370588914963278,0.04476372401153094,0.10239074333974837,0.1013329084778502,0.0010578348618981714
ltmp,3752583,17-064,Taylor Reef (17-064),2022,5.1000000000000005,0.03460622317217533,3.759248513693652e-4,0.00142668126367577,0.034230298320805964,0.03317954190849956,0.0010507564123064042
manta,4284515,23-069,Mast Head Reef (23-069),2022,0.3,0.03703252762917277,0.00420348963222694,0.00523756664523164,0.03282903799694583,0.031794960983941134,0.0010340770130046958
manta,4284476,22-084,U/N Reef (22-084),2024,8.47,0.2971606639822993,0.01455248091367275,0.01556847276879574,0.28260818306862656,0.28159219121350354,0.0010159918551230218
ltmp,4232334,21-562,Turner Reef (21-562),2024,9.27,0.10489837425504042,0.02035738393512682,0.02134097963507123,0.0845409903199136,0.0835573946199692,9.835956999444118e-4
mmp,4150474,19-009c,Magnetic Island Reef (No 2) (19-009c),2024,9.07,0.3503963600443477,0.00367139219381135,0.00465169606714789,0.34672496785053636,0.34574466397719983,9.8030387333653e-4
manta,4066152,18-030,Kelso Reef (18-030),2022,5.24,0.12764122335033576,0.03127950642015564,0.03216397789044145,0.09636171693018011,0.0954772454598943,8.844714702858081e-4
manta,4067381,19-138,U/N Reef (19-138),2022,5.4,0.1493955455903655,0.02886680985743854,0.0297469772664418,0.12052873573292695,0.1196485683239237,8.801674090032491e-4
mmp,4150494,19-009c,Magnetic Island Reef (No 2) (19-009c),2024,9.07,0.2005775744341932,0.00194476737742207,0.00282302247381809,0.1986328070567711,0.1977545519603751,8.782550963959967e-4
ltmp,4230872,18-039,Dip Reef (18-039),2022,5.36,0.2110656708765323,0.045224388911829,0.04609384675219424,0.1658412819647033,0.16497182412433806,8.694578403652398e-4
manta,4285403,14-126,Linnet Reef (14-126),2020,5.2700000000000005,0.22967967092165917,0.01993499361367551,0.0207951108433924,0.20974467730798366,0.20888456007826678,8.60117229716878e-4
manta,3988851,14-139,No Name Reef (14-139),2022,4.32,0.05197414926018003,0.00393414577613938,0.00477334475189111,0.048040003484040646,0.04720080450828892,8.391989757517287e-4
ltmp,4184037,21-556,Gannett Cay Reef (21-556),2024,8.47,0.01898982005665171,0.0158617890197671,0.01654097530555922,0.00312803103688461,0.002448844751092489,6.791862857921209e-4
manta,4067827,18-077,Grub Reef (18-077),2017,5.55,0.14542755913695127,0.00247111541986235,0.00313180898003719,0.1429564437170889,0.1422957501569141,6.606935601748132e-4
ltmp,3812988,18-077,Grub Reef (18-077),2017,5.55,0.3475145422795302,0.00197021997933587,0.00255754462442863,0.34554432230019433,0.34495699765510157,5.873246450927572e-4
manta,4068082,18-088,Centipede Reef (18-088),2017,4.68,0.1695806656485022,0.00617870350825854,0.00674617601592211,0.16340196214024366,0.16283448963258007,5.674725076635911e-4
ltmp,4240946,11-029,Monsoon Reef (11-029),2024,5.4,0.04432306029797992,0.00232062153951557,0.00287109965486025,0.04200243875846435,0.04145196064311967,5.504781153446783e-4
ltmp,4172232,14-143,North Direction Reef (14-143),2022,4.36,0.02573752403126933,0.00126390935302281,0.00180290320647074,0.02447361467824652,0.023934620824798587,5.389938534479319e-4
mmp,4146310,20-095,Seaforth Reef (20-095),2024,9.47,0.01502604639453262,0.00351638400800584,0.00403152568849557,0.01150966238652678,0.010994520706037049,5.151416804897307e-4
manta,4284733,23-048,Broomfield Reef (23-048),2016,0,0.11482469677295595,0.01448797144952872,0.01497292146779665,0.10033672532342723,0.0998517753051593,4.849500182679267e-4
manta,4067541,20-067a,Border Island Reef (No 1) (20-067a),2022,4.51,0.07748414173352586,6.813884840454037e-4,0.0010930738736255,0.07680275324948045,0.07639106785990035,4.1168538958009926e-4
ltmp,4177618,16-019,St Crispin Reef (16-019),2024,5.87,0.14925263511949396,0.430703467325224,0.4305053266415409,0.2814508322057301,0.2812526915220469,1.9814068368317894e-4
mmp,4155480,23-016,Humpy (Bur-ye-Bur-ye) Reef (23-016),2017,4.4,0.07656755222974268,0.03050976927116543,0.12249164771686774,0.04605778295857725,0.04592409548712506,1.3368747145219018e-4
mmp,4164863,17-009a,Tobias Spit (17-009a),2024,6.32,0,0.6370112801470157,0.6369040473188068,0.6370112801470157,0.6369040473188068,1.0723282820890301e-4
ltmp,4175203,14-126,Linnet Reef (14-126),2020,5.2700000000000005,0,0.00184258960407524,0.0020541451854279,0.00184258960407524,0.0020541451854279,-2.115555813526598e-4
ltmp,4172978,14-123,Martin Reef (14-123),2020,4.94,0,0.00108810669417406,0.00143128682445474,0.00108810669417406,0.00143128682445474,-3.4318013028068013e-4
manta,4285337,14-016,Corbett Reef (14-016),2020,6.41,0,3.700735974945389e-4,7.138519100772574e-4,3.700735974945389e-4,7.138519100772574e-4,-3.4377831258271854e-4
mmp,4143665,23-004b,North Keppel (Ko-no-mie) Island Reef (No 2) (23-004b),2024,12.41,0.2382175190368768,0.20669581485239047,0.2701422891499863,0.03152170418448633,0.031924770113109485,-4.030659286231586e-4
manta,4284413,23-068,Erskine Reef (23-068),2022,0.3,0,0.02004030468012371,0.02050358864529265,0.02004030468012371,0.02050358864529265,-4.6328396516893966e-4
manta,4067592,20-354,U/N Reef (20-354),2022,2.26,0,0.02328618823388194,0.02377187748839218,0.02328618823388194,0.02377187748839218,-4.856892545102402e-4
ltmp,4181247,23-068,Erskine Reef (23-068),2022,0.3,0.0097366301817107,0.013156985324623,0.013646651853581441,0.0034203551429123,0.003910021671870741,-4.89666528958441e-4
ltmp,4241527,11-049,U/N Reef (11-049),2020,10.27,0,0.00135522849235687,0.00186786957885583,0.00135522849235687,0.00186786957885583,-5.1264108649896e-4
manta,4284725,23-048,Broomfield Reef (23-048),2024,11.6,0.5712917276690362,0.4578469531187495,0.457332227672562,0.11344477455028673,0.11395949999647426,-5.14725446187525e-4
mmp,4146325,20-095,Seaforth Reef (20-095),2024,9.47,0,8.619721757607469e-4,0.00139063253251695,8.619721757607469e-4,0.00139063253251695,-5.28660356756203e-4
ltmp,4240948,11-029,Monsoon Reef (11-029),2022,6.55,0,3.841818610346531e-4,9.217083583744832e-4,3.841818610346531e-4,9.217083583744832e-4,-5.375264973398301e-4
ltmp,4229436,20-067a,Border Island Reef (No 1) (20-067a),2022,4.51,0,0.00156089119151789,0.00210316962076082,0.00156089119151789,0.00210316962076082,-5.4227842924293e-4
ltmp,4178613,16-068,Thetford Reef (16-068),2020,6.23,0,5.144809795907646e-4,0.00107394597712468,5.144809795907646e-4,0.00107394597712468,-5.594649975339154e-4
manta,4068554,16-068,Thetford Reef (16-068),2020,6.23,0,6.75315664268494e-4,0.00123975137909621,6.75315664268494e-4,0.00123975137909621,-5.644357148277161e-4
manta,4285519,14-116a,Lizard Island Reef (North West) (14-116a),2020,5.3,0,0.004411934763751,0.00501555763868852,0.004411934763751,0.00501555763868852,-6.036228749375198e-4
ltmp,4169251,14-116a,Lizard Island Reef (North West) (14-116a),2020,5.3,0,0.00287998815470537,0.0034941938182396,0.00287998815470537,0.0034941938182396,-6.142056635342298e-4
manta,4206196,16-015,Mackay Reef (16-015),2020,2.98,0,1.380475046088487e-4,7.531499493966499e-4,1.380475046088487e-4,7.531499493966499e-4,-6.151024447878012e-4
ltmp,4188176,23-048,Broomfield Reef (23-048),2016,0,0,0.01300739372566639,0.01362773002784643,0.01300739372566639,0.01362773002784643,-6.203363021800388e-4
mmp,4142980,18-001,Richards (Bedarra) Reef (18-001),2024,4.12,0,0.00727760825938282,0.00790163587306031,0.00727760825938282,0.00790163587306031,-6.2402761367749e-4
manta,4285473,14-123,Martin Reef (14-123),2020,4.94,0,0.0015449786594852,0.00217631812146007,0.0015449786594852,0.00217631812146007,-6.313394619748699e-4
manta,4284599,21-556,Gannett Cay Reef (21-556),2024,8.47,0,0.01748790279350239,0.01812013667094273,0.01748790279350239,0.01812013667094273,-6.32233877440342e-4
manta,4068671,17-034,Feather Reef (17-034),2020,5.45,0,0.00107397006634966,0.00172243861632757,0.00107397006634966,0.00172243861632757,-6.484685499779101e-4
ltmp,4239587,18-032,Rib Reef (18-032),2020,5.11,0,0.00464045518686579,0.00528926018887855,0.00464045518686579,0.00528926018887855,-6.488050020127594e-4
ltmp,4223966,21-025,Penrith Reef (21-025),2024,8.25,0,0.00228001801169193,0.00293247624844924,0.00228001801169193,0.00293247624844924,-6.524582367573102e-4
manta,4068048,18-032,Rib Reef (18-032),2020,5.11,0,0.00178438711953704,0.00244554343988315,0.00178438711953704,0.00244554343988315,-6.611563203461101e-4
manta,1273024,13-056,Sand Bank No 8 Reef (13-056),2020,6.05,0,0.00110284676833751,0.00176495975521113,0.00110284676833751,0.00176495975521113,-6.6211298687362e-4
ltmp,4228739,19-207,Hyde Reef (19-207),2022,5.25,0,0.03607795133459582,0.036742899582288,0.03607795133459582,0.036742899582288,-6.649482476921778e-4
ltmp,3752919,16-025,Opal Reef (16-025),2020,7.4,0,4.498088702093056e-4,0.00112051166396875,4.498088702093056e-4,0.00112051166396875,-6.707027937594445e-4
ltmp,4239585,18-032,Rib Reef (18-032),2022,5.2,0,0.00162413172966831,0.00231422257541703,0.00162413172966831,0.00231422257541703,-6.9009084574872e-4
ltmp,3755346,16-060,Michaelmas Reef (16-060),2020,7.51,0,9.634853458190796e-4,0.00166925144201948,9.634853458190796e-4,0.00166925144201948,-7.057660962004003e-4
manta,4285437,13-127,Rodda Reef (13-127),2020,6.78,0,0.03663956317998174,0.03735336964956168,0.03663956317998174,0.03735336964956168,-7.138064695799418e-4
manta,4285371,13-040,U/N Reef (13-040),2020,5.71,0,5.503011549840147e-4,0.00127515795647093,5.503011549840147e-4,0.00127515795647093,-7.248568014869154e-4
ltmp,4169993,14-139,No Name Reef (14-139),2022,4.32,0,0.00348007439904877,0.00420831313410839,0.00348007439904877,0.00420831313410839,-7.282387350596204e-4
manta,4206524,16-060,Michaelmas Reef (16-060),2020,7.51,0,0.00108727493587563,0.00182356304686937,0.00108727493587563,0.00182356304686937,-7.362881109937399e-4
manta,4067495,15-095,Evening Reef (15-095),2020,2.45,0,1.6040480737873129e-4,9.04017946828939e-4,1.6040480737873129e-4,9.04017946828939e-4,-7.436131394502077e-4
ltmp,4235333,18-075,John Brewer Reef (18-075),2020,4.21,0,0.02943652958686936,0.03019459144002985,0.02943652958686936,0.03019459144002985,-7.580618531604875e-4
manta,4206379,14-114,MacGillivray Reef (14-114),2020,5.98,0,0.00141986460663541,0.00218393068283239,0.00141986460663541,0.00218393068283239,-7.640660761969802e-4
manta,4068099,18-075,John Brewer Reef (18-075),2020,4.21,0,0.02316617229767768,0.02393563054314884,0.02316617229767768,0.02393563054314884,-7.694582454711614e-4
ltmp,4171460,14-114,MacGillivray Reef (14-114),2020,5.98,0,0.00105111618340998,0.00183701669188841,0.00105111618340998,0.00183701669188841,-7.859005084784299e-4
mmp,4137925,18-049e,Orpheus (Goolboddi) Island Reef (No 5) (18-049e),2022,5.32,0,0.01685936469841991,0.01764645390273201,0.01685936469841991,0.01764645390273201,-7.870892043120997e-4
manta,4068504,16-025,Opal Reef (16-025),2020,7.4,0,7.407041070404965e-4,0.00153678122095316,7.407041070404965e-4,0.00153678122095316,-7.960771139126634e-4
manta,4066268,18-039,Dip Reef (18-039),2022,5.36,0,0.08006780221812475,0.08086909000520956,0.08006780221812475,0.08086909000520956,-8.012877870848117e-4
ltmp,3765533,16-049,Green Island Reef (16-049),2020,5.42,0,9.237233937880262e-4,0.00173690934961678,9.237233937880262e-4,0.00173690934961678,-8.131859558287538e-4
manta,4285215,14-045,Sand Bank No 1 Reef (14-045),2020,5.3100000000000005,0,0.00613911225935641,0.00697590687117152,0.00613911225935641,0.00697590687117152,-8.367946118151099e-4
ltmp,4241737,14-045,Sand Bank No 1 Reef (14-045),2020,5.3100000000000005,0,0.00756491829428738,0.00841542933120011,0.00756491829428738,0.00841542933120011,-8.505110369127289e-4
ltmp,4231592,19-138,U/N Reef (19-138),2022,5.4,0,0.02183608793611452,0.02269817391596032,0.02183608793611452,0.02269817391596032,-8.620859798458003e-4
ltmp,4181619,23-069,Mast Head Reef (23-069),2022,0.3,0,0.00314546553945371,0.00401689508122457,0.00314546553945371,0.00401689508122457,-8.714295417708599e-4
manta,4068396,16-049,Green Island Reef (16-049),2020,5.42,0,0.00137588427054246,0.00225027153001915,0.00137588427054246,0.00225027153001915,-8.7438725947669e-4
manta,4067071,20-351b,Pompey Reef (No 2) (20-351b),2022,3.54,0,0.00525179128438639,0.00612884095443394,0.00525179128438639,0.00612884095443394,-8.7704967004755e-4
manta,3989236,22-104a,Horseshoe Reef (No 1) (22-104a),2016,0.37,0,0.00404336510774995,0.00492352060996496,0.00404336510774995,0.00492352060996496,-8.801555022150106e-4
ltmp,4232335,21-562,Turner Reef (21-562),2024,9.27,0,0.02149325512763102,0.02237591524687459,0.02149325512763102,0.02237591524687459,-8.826601192435703e-4
mmp,4137941,18-049e,Orpheus (Goolboddi) Island Reef (No 5) (18-049e),2022,5.32,0,0.02907860409221265,0.02996242240799778,0.02907860409221265,0.02996242240799778,-8.838183157851287e-4
manta,4066823,19-207,Hyde Reef (19-207),2022,5.25,0.07726692618489125,0.08149705120425962,0.08239129507150056,0.004230125019368369,0.005124368886609304,-8.942438672409347e-4
ltmp,4173744,14-137,Carter Reef (14-137),2022,4.64,0,0.00884906687018963,0.00974945237040652,0.00884906687018963,0.00974945237040652,-9.003855002168906e-4
manta,4067872,18-031,Little Kelso Reef (18-031),2022,5.11,0,0.04012872499088014,0.04104903158895387,0.04012872499088014,0.04104903158895387,-9.203065980737321e-4
manta,4067873,18-031,Little Kelso Reef (18-031),2020,5.01,0,0.0209354891134252,0.02185592351713125,0.0209354891134252,0.02185592351713125,-9.20434403706049e-4
ltmp,4180544,21-588,Wade Reef (21-588),2022,0.35,0,1.936337430465292e-4,0.00111807019594306,1.936337430465292e-4,0.00111807019594306,-9.244364528965309e-4
manta,4067508,20-113,Ben Reef (20-113),2020,1.96,0,0.00768971271354099,0.00861641936535498,0.00768971271354099,0.00861641936535498,-9.26706651813991e-4
ltmp,4242374,14-016,Corbett Reef (14-016),2020,6.41,0,0.00244573275660692,0.00338356810499297,0.00244573275660692,0.00338356810499297,-9.378353483860502e-4
ltmp,4169995,14-139,No Name Reef (14-139),2020,7.87,0,6.943703874656142e-4,0.00163546429791542,6.943703874656142e-4,0.00163546429791542,-9.410939104498059e-4
ltmp,4172234,14-143,North Direction Reef (14-143),2020,6.57,0,2.7332858231450123e-4,0.00122030444629142,2.7332858231450123e-4,0.00122030444629142,-9.469758639769187e-4
ltmp,4224277,21-060,U/N Reef (21-060),2024,8.99,0,0.0199969844921111,0.02094711224478812,0.0199969844921111,0.02094711224478812,-9.501277526770199e-4
manta,4006090,15-013,Egret Reef (15-013),2022,2.8000000000000003,0,2.3023273261686423e-4,0.00120637022207108,2.3023273261686423e-4,0.00120637022207108,-9.761374894542158e-4
manta,1273143,13-121,U/N Reef (13-121),2020,7.390000000000001,0,3.857077262628809e-4,0.00136548227488601,3.857077262628809e-4,0.00136548227488601,-9.79774548623129e-4
manta,4068199,16-071,Moore Reef (16-071),2020,5.6000000000000005,0,0.00141361685126007,0.00239793047609911,0.00141361685126007,0.00239793047609911,-9.843136248390402e-4
manta,4206250,16-057,Hastings Reef (16-057),2020,7.59,0,0.00374695916414542,0.00475116137924252,0.00374695916414542,0.00475116137924252,-0.0010042022150970995
manta,4068128,19-019,Bowden Reef (19-019),2022,5.46,0,0.04619174383533723,0.04719673186754147,0.04619174383533723,0.04719673186754147,-0.0010049880322042376
ltmp,4182007,22-104a,Horseshoe Reef (No 1) (22-104a),2016,0.37,0,0.00615751090245357,0.00716949193403355,0.00615751090245357,0.00716949193403355,-0.0010119810315799803
manta,4285461,12-098,Second Small Reef (12-098),2020,5.24,0,0.00247847569175273,0.00349390350458722,0.00247847569175273,0.00349390350458722,-0.00101542781283449
manta,4067088,21-139,U/N Reef (21-139),2022,1.7,0,0.03358571524553871,0.03460917503524954,0.03358571524553871,0.03460917503524954,-0.0010234597897108288
ltmp,4176751,15-099c,Agincourt Reefs (No 1) (15-099c),2022,4.33,0,0.00191929782565867,0.00294734825671753,0.00191929782565867,0.00294734825671753,-0.0010280504310588598
manta,4068424,15-093,Pickersgill Reef (15-093),2020,2.44,0,0.00117856532097259,0.00222510395776258,0.00117856532097259,0.00222510395776258,-0.0010465386367899902
manta,3988789,14-137,Carter Reef (14-137),2022,4.64,0,0.01229988061881768,0.01335049032507094,0.01229988061881768,0.01335049032507094,-0.00105060970625326
manta,4284699,21-562,Turner Reef (21-562),2024,9.27,0,0.02664236858692173,0.02770342164579213,0.02664236858692173,0.02770342164579213,-0.001061053058870401
manta,3988853,14-139,No Name Reef (14-139),2020,7.87,0,0.00108916805525052,0.0021537514123417998,0.00108916805525052,0.0021537514123417998,-0.0010645833570912797
ltmp,4179545,16-057,Hastings Reef (16-057),2020,7.59,0,0.00106690522376546,0.00214392766587836,0.00106690522376546,0.00214392766587836,-0.0010770224421129
manta,4067383,19-138,U/N Reef (19-138),2020,3.52,0,0.00641912721127254,0.00750094926564164,0.00641912721127254,0.00750094926564164,-0.0010818220543690991
mmp,4140754,22-009,Barren Island Reef (22-009),2024,11.06,0.5607580187998068,0.4987340476966865,0.49764299274970897,0.0620239711031203,0.06311502605009783,-0.0010910549469775321
ltmp,4236105,18-034,Myrmidon Reef (18-034),2024,8.73,0,0.06594833563868004,0.06705965005986697,0.06594833563868004,0.06705965005986697,-0.0011113144211869347
manta,4067380,19-138,U/N Reef (19-138),2024,5.78,0,0.01049845060130647,0.01162091658849827,0.01049845060130647,0.01162091658849827,-0.0011224659871918
ltmp,4226572,18-030,Kelso Reef (18-030),2022,5.24,0.00366189679440207,0.01052060722102806,0.01165301352978466,0.00685871042662599,0.007991116735382591,-0.0011324063087566009
manta,3989108,21-588,Wade Reef (21-588),2022,0.35,0,1.5888481383220004e-4,0.00129198728190886,1.5888481383220004e-4,0.00129198728190886,-0.00113310246807666
manta,4206428,15-099c,Agincourt Reefs (No 1) (15-099c),2022,4.33,0,0.00364564075014882,0.0047866243045582,0.00364564075014882,0.0047866243045582,-0.0011409835544093794
manta,4068669,17-034,Feather Reef (17-034),2022,4.65,0,0.00179083010332487,0.00294563183750431,0.00179083010332487,0.00294563183750431,-0.0011548017341794401
manta,4284480,22-084,U/N Reef (22-084),2017,1.11,0,0.00410160422385334,0.00525937562851533,0.00410160422385334,0.00525937562851533,-0.0011577714046619898
manta,4284569,21-550,U/N Reef (21-550),2017,2.7,0,0.00116254331235238,0.00232192475884606,0.00116254331235238,0.00232192475884606,-0.0011593814464936803
ltmp,3802954,17-063a,Farquharson Reef (No 1) (17-063a),2022,5.1000000000000005,0,0.00359173323538923,0.00475347108567177,0.00359173323538923,0.00475347108567177,-0.0011617378502825396
mmp,4148254,18-065,Havannah Reef (18-065),2022,7.62,0,0.00807529465471876,0.00924118152503494,0.00807529465471876,0.00924118152503494,-0.00116588687031618
manta,4006063,15-012,Boulder Reef (15-012),2022,2.64,0,0.00510209818940353,0.00631067028671286,0.00510209818940353,0.00631067028671286,-0.0012085720973093296
manta,4206377,14-114,MacGillivray Reef (14-114),2022,3.88,0,0.01268143067349987,0.0138905186169437,0.01268143067349987,0.0138905186169437,-0.001209087943443831
ltmp,4231593,19-138,U/N Reef (19-138),2020,3.52,0,0.00571443208386848,0.0069396555789631,0.00571443208386848,0.0069396555789631,-0.00122522349509462
manta,4285227,13-124,U/N Reef (13-124),2022,5.55,0,0.05153260331031672,0.05279020997848747,0.05153260331031672,0.05279020997848747,-0.0012576066681707493
ltmp,4241126,11-016,McSweeney Reef (11-016),2024,5.43,0,0.01266443854362047,0.01392790866327239,0.01266443854362047,0.01392790866327239,-0.0012634701196519195
ltmp,4175972,14-138,Yonge Reef (14-138),2020,8.11,0,8.16607383091903e-4,0.00209844401771313,8.16607383091903e-4,0.00209844401771313,-0.001281836634621227
mmp,4145380,20-058a,Dent Reef (No 1) (20-058a),2024,8.46,0,0.02336909362807784,0.02466600297679438,0.02336909362807784,0.02466600297679438,-0.0012969093487165406
manta,4206463,14-138,Yonge Reef (14-138),2020,8.11,0,0.00269048296807265,0.00401261252517075,0.00269048296807265,0.00401261252517075,-0.0013221295570981003
mmp,4150500,19-009c,Magnetic Island Reef (No 2) (19-009c),2017,7.8,0,0.04688717176387691,0.04821194783446411,0.04688717176387691,0.04821194783446411,-0.0013247760705871955
ltmp,3802952,17-063a,Farquharson Reef (No 1) (17-063a),2024,4.91,0,0.0129949609851588,0.0143269069069345,0.0129949609851588,0.0143269069069345,-0.0013319459217757002
manta,4067740,17-064,Taylor Reef (17-064),2022,5.1000000000000005,0,0.00343983161801377,0.0047886920738128,0.00343983161801377,0.0047886920738128,-0.0013488604557990304
ltmp,4173746,14-137,Carter Reef (14-137),2020,7.72,0,2.68584346951046e-4,0.00163613643022354,2.68584346951046e-4,0.00163613643022354,-0.0013675520832724941
manta,4068394,16-049,Green Island Reef (16-049),2022,4.23,0,0.01100251196536803,0.0123724598056513,0.01100251196536803,0.0123724598056513,-0.0013699478402832699
mmp,4148237,18-065,Havannah Reef (18-065),2022,7.62,0,0.01827231397497884,0.01964976117386779,0.01827231397497884,0.01964976117386779,-0.0013774471988889508
manta,1273023,13-056,Sand Bank No 8 Reef (13-056),2022,7.49,0,0.00182499889978653,0.00322983596864001,0.00182499889978653,0.00322983596864001,-0.0014048370688534801
manta,4285384,13-130,Davie Reef (13-130),2020,6.3,0,0.01730808182346866,0.0187200618372603,0.01730808182346866,0.0187200618372603,-0.0014119800137916381
mmp,4156652,20-035a,Daydream Reef (No 1) (20-035a),2024,8.78,0,0.00626701391304916,0.00768035144178235,0.00626701391304916,0.00768035144178235,-0.0014133375287331898
manta,4284552,23-080,Hoskyn Islands Reef (23-080),2020,3.6,0,0.00299783172383239,0.00441318773659322,0.00299783172383239,0.00441318773659322,-0.0014153560127608301
ltmp,4234580,18-096,Davies Reef (18-096),2024,4.2700000000000005,0,0.06322818657408273,0.06466977693964092,0.06322818657408273,0.06466977693964092,-0.0014415903655581874
ltmp,4241317,12-056,Mantis Reef (12-056),2020,6.93,0,0.01892629666222474,0.02037090087302867,0.01892629666222474,0.02037090087302867,-0.001444604210803932
manta,4206491,16-019,St Crispin Reef (16-019),2020,6.34,0,0.01647431148670987,0.01792129038123572,0.01647431148670987,0.01792129038123572,-0.0014469788945258508
ltmp,4240554,13-130,Davie Reef (13-130),2020,6.3,0,0.01438563764717613,0.01583498840490947,0.01438563764717613,0.01583498840490947,-0.0014493507577333382
ltmp,4242162,13-124,U/N Reef (13-124),2022,5.55,0.0083632291558402,0.04520698916921611,0.04665683861141542,0.03684376001337591,0.038293609455575216,-0.001449849442199308
manta,4285433,13-127,Rodda Reef (13-127),2024,7.23,0.14416255797900124,0.2653299624762547,0.26678935518805086,0.12116740449725344,0.12262679720904962,-0.0014593927117961814
mmp,4145395,20-058a,Dent Reef (No 1) (20-058a),2024,8.46,0,0.03701767613603964,0.03847758526479415,0.03701767613603964,0.03847758526479415,-0.0014599091287545093
ltmp,4226570,18-030,Kelso Reef (18-030),2024,6.72,0,0.02543961569463554,0.02690346061419387,0.02543961569463554,0.02690346061419387,-0.0014638449195583311
manta,4066270,18-039,Dip Reef (18-039),2020,6.91,0,0.0092316990338937,0.01071412534048841,0.0092316990338937,0.01071412534048841,-0.00148242630659471
mmp,4139904,20-028d,Hook Island Reef (No 4) (20-028d),2024,6.61,0,0.00367837785778749,0.005187379557762,0.00367837785778749,0.005187379557762,-0.0015090016999745105
ltmp,4230874,18-039,Dip Reef (18-039),2020,6.91,0,0.00801226730417581,0.00953534965980205,0.00801226730417581,0.00953534965980205,-0.0015230823556262405
ltmp,4169247,14-116a,Lizard Island Reef (North West) (14-116a),2024,6.2700000000000005,0,0.05334470410534587,0.05486813921250449,0.05334470410534587,0.05486813921250449,-0.0015234351071586189
manta,4066909,20-351a,Pompey Reef (No 1) (20-351a),2022,4.28,0,0.00742066224597564,0.0089516753331603,0.00742066224597564,0.0089516753331603,-0.0015310130871846609
ltmp,4233801,20-014,Hayman Island Reef (20-014),2024,5.8500000000000005,0,0.00102355752894412,0.00257372360964975,0.00102355752894412,0.00257372360964975,-0.0015501660807056299
ltmp,4179543,16-057,Hastings Reef (16-057),2022,4.74,0,0.00678651600346337,0.00838957071184881,0.00678651600346337,0.00838957071184881,-0.0016030547083854402
