programme_key,candidate,component,term,mean,sd,q025,q50,q975
manta,paper_history,occurrence,cloudp_90_z,0.021965107738747332,0.24880140282725918,-0.46838336733149316,0.02275846085965691,0.5077507545427419
manta,paper_history,occurrence,dhw_events_since2016_n6_z,0.43484264508699677,0.3452269463541091,-0.24246954944564642,0.4349628367008895,1.111470151527731
manta,paper_history,occurrence,dhw_years_since_last_n6_capped8_z,0.5094589049970547,0.2721748075659749,-0.025119139242246846,0.5097582008641639,1.042336355443104
manta,paper_history,occurrence,dhw_no_prior_n6,-0.03024846857547949,0.3538649010753597,-0.7255580362236542,-0.02976551730090744,0.6623219284485643
manta,paper_history,occurrence,dhw4_x_acropora,-0.04827464012053366,0.22760043687389359,-0.49425680531201094,-0.048397623464543266,0.398405824855838
manta,paper_history,occurrence,dhw8_x_acropora,0.25163637196971506,0.25702004037475784,-0.2528202595544374,0.25178910606145133,0.755225702052623
manta,paper_history,occurrence,dhw_x_history_count,-0.18322469678043085,0.2705773184692774,-0.7140726278209095,-0.18313321942036698,0.34710157812529596
manta,paper_history,occurrence,dhw_x_recovery,0.4329483930205294,0.23147034886819873,-0.02098202838659663,0.43296018332873654,0.8868111848937272
manta,paper_history,positive magnitude,(Intercept),-1.250360288415088,0.3741358709147612,-1.9774861557210617,-1.2532416327319555,-0.506131878874403
manta,paper_history,positive magnitude,ann_maxdhw_z,0.3986188289700167,0.29614292908915624,-0.1831972932479804,0.3989819004869116,0.9783654654167383
manta,paper_history,positive magnitude,dhw_excess4_z,-0.29773813846858216,0.28510078226114843,-0.8563580831742822,-0.2979339172757606,0.26200153361415346
manta,paper_history,positive magnitude,dhw_excess8_z,0.14224974947742555,0.14305107451415222,-0.13905469535203938,0.14244774135221955,0.42242028528117526
manta,paper_history,positive magnitude,prop_acropora_pre_z,0.05853079495858673,0.18566157436358546,-0.30622105883443956,0.05871049783143726,0.42226166958806916
manta,paper_history,positive magnitude,observed_pre_cover_z,0.1108684014375807,0.08865491947761046,-0.06267246975480785,0.11068794025909369,0.28542907519920324
manta,paper_history,positive magnitude,dhw10_load4_z,-0.11762572555207033,0.2687047755867203,-0.6420909882224732,-0.11855051880067893,0.4121233619677248
manta,paper_history,positive magnitude,dhw_novelty10_z,-0.11880202128248323,0.22967846464734365,-0.5688103676138849,-0.11901441269144007,0.33238658924354353
manta,paper_history,positive magnitude,secc3m_p10_z,-0.08318800629813343,0.08462328290236644,-0.2499971117222767,-0.08296077696588113,0.08230809778581347
manta,paper_history,positive magnitude,cloudp_90_z,0.18801222408806414,0.14714547855357998,-0.1038907527861282,0.18899132465846064,0.4742417442574965
manta,paper_history,positive magnitude,dhw_events_since2016_n6_z,0.28625160912294756,0.2611246898439015,-0.2273661239724052,0.286752913459851,0.796999984156889
manta,paper_history,positive magnitude,dhw_years_since_last_n6_capped8_z,0.4223009168898433,0.18785834427165202,0.05216691145916441,0.42286375203628207,0.7892140584646927
manta,paper_history,positive magnitude,dhw_no_prior_n6,0.2585487886776739,0.20615869499283737,-0.14979691041070525,0.2598732714017189,0.6593788387125574
manta,paper_history,positive magnitude,dhw4_x_acropora,-0.19974445244231093,0.14797198449022916,-0.49035728500499126,-0.1996645264373635,0.09040111798374934
manta,paper_history,positive magnitude,dhw8_x_acropora,0.19017220972359128,0.10916365150389483,-0.024059934374959124,0.19017420347843955,0.4043916521957924
manta,paper_history,positive magnitude,dhw_x_history_count,-0.024301284536019388,0.18797374503574982,-0.3947449925080142,-0.023744879579958456,0.3429613324395637
manta,paper_history,positive magnitude,dhw_x_recovery,0.03164844929072067,0.14595357512211546,-0.2547817270225318,0.031696195185158496,0.31780709693267034
ltmp,legacy_history,occurrence,(Intercept),-0.4246781402193123,0.49408998338517096,-1.3857806920257947,-0.4283910676616186,0.5580600010401331
ltmp,legacy_history,occurrence,ann_maxdhw_z,-0.03330261153782242,0.33884914272219785,-0.6972999815178779,-0.03346776916777741,0.6316352311840575
ltmp,legacy_history,occurrence,dhw_excess4_z,0.07480271682314596,0.3309377893248391,-0.5745500000811423,0.07494084669921164,0.7233702428577784
ltmp,legacy_history,occurrence,dhw_excess8_z,0.463479384423531,0.3383476725712661,-0.20028551663921484,0.46357530131496144,1.1267014371276942
ltmp,legacy_history,occurrence,prop_acropora_pre_z,0.17712433759820903,0.2609627661848485,-0.33497130732762176,0.17722167291184088,0.6886633535045046
ltmp,legacy_history,occurrence,observed_pre_cover_z,0.09990766729488676,0.20881070646772557,-0.309149051917181,0.09972266893441917,0.5100774807272794
ltmp,legacy_history,occurrence,dhw10_load4_z,0.1449140007541837,0.28879797776922655,-0.42192941015384766,0.14502605896721876,0.7111179785347985
ltmp,legacy_history,occurrence,dhw_novelty10_z,0.3949658657191076,0.3397141413790131,-0.2713050189256863,0.39499254231296477,1.0610822992692925
ltmp,legacy_history,occurrence,secc3m_p10_z,-0.18412436869191767,0.1748173214684953,-0.5275138169814833,-0.18397653646559375,0.15839736214755507
ltmp,legacy_history,occurrence,cloudp_90_z,0.19863930291865994,0.26601663235365763,-0.3238494413572614,0.19887910210702447,0.7197745131912519
ltmp,legacy_history,occurrence,histmDHW6_z,-0.4972737159892076,0.26540830916423264,-1.016696193169718,-0.4976623772875007,0.02434736102289914
ltmp,legacy_history,occurrence,yrsince6_z,-0.07472725594376611,0.2828486483790058,-0.6289720393622906,-0.0749042291265427,0.4805236163606373
ltmp,legacy_history,occurrence,dhw4_x_acropora,0.2654430260656205,0.22915580697191656,-0.1824976897257054,0.26491781376068696,0.7163839619346499
ltmp,legacy_history,occurrence,dhw8_x_acropora,0.3399634813428495,0.3532646384960361,-0.3532981802406188,0.34013840118548677,1.0322274955886115
ltmp,legacy_history,occurrence,dhw_x_history_count,-0.37342193126464407,0.2884751003703058,-0.9394370036350397,-0.3733293031247304,0.19206326508489568
ltmp,legacy_history,occurrence,dhw_x_recovery,0.1406082769898594,0.2959643345379333,-0.4398050624550134,0.14061568952042067,0.7209794384510956
ltmp,legacy_history,positive magnitude,(Intercept),-1.2393552656160842,0.44976018826167213,-2.0995658660602503,-1.2480188795363474,-0.3285749203043242
ltmp,legacy_history,positive magnitude,ann_maxdhw_z,0.3522399637541739,0.2920946308300066,-0.2214720337521699,0.35256001187715535,0.9241339748519073
ltmp,legacy_history,positive magnitude,dhw_excess4_z,-0.2560431810905662,0.290919126596628,-0.8265655360825983,-0.2560435423165872,0.3144775633792864
ltmp,legacy_history,positive magnitude,dhw_excess8_z,-0.05610327071140879,0.15734430304870295,-0.363205654685314,-0.05668146686630997,0.2542681188910511
ltmp,legacy_history,positive magnitude,prop_acropora_pre_z,-0.15128763604802611,0.1993876491932441,-0.5402742770361445,-0.1520735577180414,0.24225740137955193
ltmp,legacy_history,positive magnitude,observed_pre_cover_z,0.02793824805706842,0.14389119435173986,-0.2543380613758993,0.027883213475623524,0.3105386503076675
ltmp,legacy_history,positive magnitude,dhw10_load4_z,0.11166856141942119,0.20733007315202315,-0.2955397238775565,0.11176059442399988,0.5183301259841688
ltmp,legacy_history,positive magnitude,dhw_novelty10_z,0.24299286250287908,0.25166117845417635,-0.24714364011280018,0.24166616177946007,0.7408269908038786
ltmp,legacy_history,positive magnitude,secc3m_p10_z,-0.0075640220884854465,0.1112276078866842,-0.22713658594649475,-0.007181341641137478,0.20975227475183184
ltmp,legacy_history,positive magnitude,cloudp_90_z,-0.048870606237430184,0.1798415868343587,-0.40261591372819705,-0.04858038641282007,0.3031904747399787
ltmp,legacy_history,positive magnitude,histmDHW6_z,-0.06958216303740616,0.17451279247623475,-0.4124682760745974,-0.06942060810697459,0.2725644620247442
ltmp,legacy_history,positive magnitude,yrsince6_z,2.1880049655095439e-4,0.19736483000250765,-0.3846967576957333,-6.424453543064953e-4,0.3901839524829383
ltmp,legacy_history,positive magnitude,dhw4_x_acropora,0.27123996588088406,0.16686379595885087,-0.056628222010277784,0.2714082544422167,0.598127051595358
ltmp,legacy_history,positive magnitude,dhw8_x_acropora,-0.07273828041533117,0.12368488539772812,-0.31561251355289327,-0.07267690570090558,0.16984499614927817
ltmp,legacy_history,positive magnitude,dhw_x_history_count,-0.44838726404171275,0.16996549839097322,-0.7802776867938832,-0.4489287176987046,-0.11339930346472493
ltmp,legacy_history,positive magnitude,dhw_x_recovery,-0.23547807624379297,0.16998165370934654,-0.5673538049619389,-0.23605873043404124,0.09974778524212735
ltmp,paper_history,occurrence,(Intercept),-0.509903638189891,0.5025405943974397,-1.4866184396817186,-0.5138389650966103,0.4896341663707986
ltmp,paper_history,occurrence,ann_maxdhw_z,0.02042482925000299,0.34192124671493973,-0.6495339476034715,0.02023756884254563,0.6914496220952492
ltmp,paper_history,occurrence,dhw_excess4_z,0.08344231940716558,0.33431956158870324,-0.5725107809653915,0.08356800550787202,0.7386814790037335
ltmp,paper_history,occurrence,dhw_excess8_z,0.4175168557711628,0.3204219041987694,-0.21097585159560434,0.4175721632258319,1.045697318873965
