programme_key,modifier,modifier_label,modifier_level,modifier_value,modifier_units,ann_maxdhw,occurrence,positive_mortality,mortality,q05,q95,learner,observed_dhw_min,observed_dhw_max,outside_observed_dhw
manta,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.27908342553874005,proportion of pre-event hard coral,7,0.25869095217989013,0.22237121996282713,0.05752542262958754,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.668629531002006,proportion of pre-event hard coral,7,0.3070453137032639,0.2233226808073782,0.0685701825855553,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.08205185222328912,proportion of pre-event hard coral,7.25,0.13209682413967022,0.24008386110489038,0.03171431557914572,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.27908342553874005,proportion of pre-event hard coral,7.25,0.25869095217989013,0.24812864865184178,0.06418863638285437,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.668629531002006,proportion of pre-event hard coral,7.25,0.3070453137032639,0.24908010949639298,0.0764788803575633,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.08205185222328912,proportion of pre-event hard coral,7.5,0.13209682413967022,0.24008386110489038,0.03171431557914572,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.27908342553874005,proportion of pre-event hard coral,7.5,0.25869095217989013,0.24812864865184178,0.06418863638285437,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.668629531002006,proportion of pre-event hard coral,7.5,0.3070453137032639,0.24908010949639298,0.0764788803575633,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.08205185222328912,proportion of pre-event hard coral,7.75,0.143070353306907,0.24008386110489038,0.03434888283156306,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.27908342553874005,proportion of pre-event hard coral,7.75,0.27682657502563024,0.24812864865184178,0.06868860397202732,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.668629531002006,proportion of pre-event hard coral,7.75,0.32707516870297293,0.24908010949639298,0.0814679188340877,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.08205185222328912,proportion of pre-event hard coral,8,0.143070353306907,0.24008386110489038,0.03434888283156306,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.27908342553874005,proportion of pre-event hard coral,8,0.27682657502563024,0.24812864865184178,0.06868860397202732,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.668629531002006,proportion of pre-event hard coral,8,0.32707516870297293,0.24908010949639298,0.0814679188340877,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.08205185222328912,proportion of pre-event hard coral,8.25,0.24770132120323782,0.24008386110489038,0.059469089595255986,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.27908342553874005,proportion of pre-event hard coral,8.25,0.4179423045873649,0.24812864865184178,0.10370345925169931,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.668629531002006,proportion of pre-event hard coral,8.25,0.4897641561379744,0.24908010949639298,0.12199050963825517,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.08205185222328912,proportion of pre-event hard coral,8.5,0.3102589092466911,0.24008386110489038,0.07448815687413737,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.27908342553874005,proportion of pre-event hard coral,8.5,0.4951937524115241,0.24812864865184178,0.12287175660670618,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.668629531002006,proportion of pre-event hard coral,8.5,0.5736747296141828,0.24908010949639298,0.14289096446761426,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.08205185222328912,proportion of pre-event hard coral,8.75,0.32094213430238583,0.24362126701924017,0.07818832939860637,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.27908342553874005,proportion of pre-event hard coral,8.75,0.5348262409612005,0.25166605456619157,0.1345976099411726,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.668629531002006,proportion of pre-event hard coral,8.75,0.6119737611458717,0.2504935758714342,0.15329549576892038,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.08205185222328912,proportion of pre-event hard coral,9,0.32094213430238583,0.24521721502629992,0.07870053635822777,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.27908342553874005,proportion of pre-event hard coral,9,0.5348262409612005,0.2565177963559456,0.13719244876470113,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.668629531002006,proportion of pre-event hard coral,9,0.6119737611458717,0.2553453176611884,0.15626463444010483,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.08205185222328912,proportion of pre-event hard coral,9.25,0.32094213430238583,0.24521721502629992,0.07870053635822777,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.27908342553874005,proportion of pre-event hard coral,9.25,0.5348262409612005,0.2565177963559456,0.13719244876470113,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.668629531002006,proportion of pre-event hard coral,9.25,0.6119737611458717,0.2553453176611884,0.15626463444010483,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.08205185222328912,proportion of pre-event hard coral,9.5,0.31117222251999505,0.2593588244898017,0.0807052618466649,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.27908342553874005,proportion of pre-event hard coral,9.5,0.5235654416915557,0.2706594058194476,0.1417079113558331,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.668629531002006,proportion of pre-event hard coral,9.5,0.6011879113070151,0.2694869271246904,0.1620122828426384,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.08205185222328912,proportion of pre-event hard coral,9.75,0.31117222251999505,0.27211760612672076,0.08467544028527232,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.27908342553874005,proportion of pre-event hard coral,9.75,0.5235654416915557,0.2834181874563665,0.14838796849901265,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.668629531002006,proportion of pre-event hard coral,9.75,0.6011879113070151,0.2822457087616092,0.16968270812575992,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.08205185222328912,proportion of pre-event hard coral,10,0.31117222251999505,0.27211760612672076,0.08467544028527232,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.27908342553874005,proportion of pre-event hard coral,10,0.5235654416915557,0.2834181874563665,0.14838796849901265,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.668629531002006,proportion of pre-event hard coral,10,0.6011879113070151,0.2822457087616092,0.16968270812575992,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.08205185222328912,proportion of pre-event hard coral,10.25,0.31117222251999505,0.27695806418068974,0.08618165637594066,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.27908342553874005,proportion of pre-event hard coral,10.25,0.5235654416915557,0.2882586455103355,0.1509222650580284,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.668629531002006,proportion of pre-event hard coral,10.25,0.6011879113070151,0.2870861668155782,0.17259273299299477,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.08205185222328912,proportion of pre-event hard coral,10.5,0.31117222251999505,0.27695806418068974,0.08618165637594066,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.27908342553874005,proportion of pre-event hard coral,10.5,0.5235654416915557,0.2882586455103355,0.1509222650580284,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.668629531002006,proportion of pre-event hard coral,10.5,0.6011879113070151,0.2870861668155782,0.17259273299299477,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.08205185222328912,proportion of pre-event hard coral,10.75,0.31117222251999505,0.27695806418068974,0.08618165637594066,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.27908342553874005,proportion of pre-event hard coral,10.75,0.5235654416915557,0.2882586455103355,0.1509222650580284,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.668629531002006,proportion of pre-event hard coral,10.75,0.6011879113070151,0.2870861668155782,0.17259273299299477,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.08205185222328912,proportion of pre-event hard coral,11,0.31117222251999505,0.28788204411567864,0.08958089549107498,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.27908342553874005,proportion of pre-event hard coral,11,0.5235654416915557,0.2991826254453243,0.1566416834377205,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.668629531002006,proportion of pre-event hard coral,11,0.6011879113070151,0.2980101467505672,0.17916009767327054,,,BRT,0,11.64,FALSE
manta,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.08205185222328912,proportion of pre-event hard coral,11.25,0.31117222251999505,0.29216059595286137,0.09091226197541814,,,BRT,0,11.64,FALSE
