programme_key,zero_retention,prediction_type,n,observed_mean,predicted_mean,occurrence_mean,positive_mean,bias,mae,rmse,predictive_r2
manta,0.5,raw_downsampled,248,0.10298413264736025,0.12633232272976094,0.5635022949156971,0.20490014626617362,0.02334819008240069,0.09474534625840353,0.12186987326860116,0.374668076533082
manta,0.75,conditional_positive,248,0.10298413264736025,0.20490014626617362,1,0.20490014626617362,0.10191601361881336,0.14666310031001845,0.16538892809422606,-0.15167713907995228
manta,0.75,prevalence_corrected,248,0.10298413264736025,0.10263397848404614,0.4433069210369306,0.20490014626617362,-3.5015416331411325e-4,0.08503588506352078,0.11986515164483538,0.3950718989857043
manta,0.75,raw_downsampled,248,0.10298413264736025,0.11220206930878138,0.4915167606714491,0.20490014626617362,0.009217936661421117,0.08833136647778533,0.11995347216264853,0.3941801094044035
manta,1,conditional_positive,248,0.10298413264736025,0.20490014626617362,1,0.20490014626617362,0.10191601361881336,0.14666310031001845,0.16538892809422606,-0.15167713907995228
manta,1,prevalence_corrected,248,0.10298413264736025,0.10364729315856512,0.444580162208999,0.20490014626617362,6.631605112048676e-4,0.0842657971265641,0.11814693255256901,0.41229040350547963
manta,1,raw_downsampled,248,0.10298413264736025,0.10364729315856512,0.444580162208999,0.20490014626617362,6.631605112048676e-4,0.0842657971265641,0.11814693255256901,0.41229040350547963
mmp,0.25,conditional_positive,90,0.18723893040686382,0.2840539284497857,1,0.2840539284497857,0.09681499804292189,0.19847272811274969,0.24837520398450885,-0.14746343006403206
mmp,0.25,prevalence_corrected,90,0.18723893040686382,0.18981086179185103,0.6178142679029539,0.2840539284497857,0.0025719313849871927,0.15379049192323302,0.21052487070261847,0.17561667547443272
mmp,0.25,raw_downsampled,90,0.18723893040686382,0.24602521924733325,0.8326859098099426,0.2840539284497857,0.05878628884046943,0.1767964057754141,0.228370958658233,0.029927641765553514
mmp,0.5,conditional_positive,90,0.18723893040686382,0.2840539284497857,1,0.2840539284497857,0.09681499804292189,0.19847272811274969,0.24837520398450885,-0.14746343006403206
mmp,0.5,prevalence_corrected,90,0.18723893040686382,0.20211527797226864,0.6539025304172037,0.2840539284497857,0.014876347565404825,0.15850299710821836,0.2142865062494832,0.14589349799232687
mmp,0.5,raw_downsampled,90,0.18723893040686382,0.2318249236796024,0.7683114758944658,0.2840539284497857,0.04458599327273857,0.1700187618970294,0.22307611104918043,0.07438899567029977
mmp,0.75,conditional_positive,90,0.18723893040686382,0.2840539284497857,1,0.2840539284497857,0.09681499804292189,0.19847272811274969,0.24837520398450885,-0.14746343006403206
mmp,0.75,prevalence_corrected,90,0.18723893040686382,0.20163224741675934,0.6506421636291491,0.2840539284497857,0.014393317009895509,0.15638386566701729,0.2128580530260624,0.1572426465828517
mmp,0.75,raw_downsampled,90,0.18723893040686382,0.21445073908107956,0.6997781220522679,0.2840539284497857,0.027211808674215743,0.16127272408150423,0.21620579741747997,0.13052509867999318
mmp,1,conditional_positive,90,0.18723893040686382,0.2840539284497857,1,0.2840539284497857,0.09681499804292189,0.19847272811274969,0.24837520398450885,-0.14746343006403206
mmp,1,prevalence_corrected,90,0.18723893040686382,0.20248495876759434,0.6563298835336429,0.2840539284497857,0.015246028360730513,0.15498946953570142,0.21160248597705641,0.16715552114388355
mmp,1,raw_downsampled,90,0.18723893040686382,0.20248495876759434,0.6563298835336429,0.2840539284497857,0.015246028360730513,0.15498946953570142,0.21160248597705641,0.16715552114388355
