programme_key,learner,modifier,modifier_label,modifier_level,modifier_value,ann_maxdhw,occurrence,positive_mortality,mortality,outside_observed_dhw
mmp,BRT,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.8817916436590687,4,0.705980599443746,0.20238548059497152,0.14288022290914862,TRUE
mmp,BRT,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.04961985378338604,8,0.44863598385664116,0.0882149098772503,0.03957638288360512,FALSE
mmp,BRT,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.26474033381659684,8,0.483466116682268,0.12864311757271593,0.062194588490781404,FALSE
mmp,BRT,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.8817916436590687,8,0.7088123845353942,0.20238548059497152,0.14345333509586353,FALSE
mmp,BRT,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.04961985378338604,12,0.6942681785948753,0.10782659865847317,0.0748605762546988,FALSE
mmp,BRT,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.26474033381659684,12,0.7432435349122917,0.1482548063539389,0.11018942634223883,FALSE
mmp,BRT,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.8817916436590687,12,0.8809588350447778,0.2219971693761945,0.19557036771689051,FALSE
mmp,Bayesian beta + Bernoulli boundary,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.04961985378338604,4,0.32785618808045724,0.37651162839412866,0.09819918463696868,TRUE
mmp,Bayesian beta + Bernoulli boundary,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.26474033381659684,4,0.3830018183521575,0.3283093494627724,0.1039365695903053,TRUE
mmp,Bayesian beta + Bernoulli boundary,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.8817916436590687,4,0.5769640809192874,0.2569137607580434,0.13301273624379487,TRUE
mmp,Bayesian beta + Bernoulli boundary,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.04961985378338604,8,0.43059659032405495,0.2520395356500734,0.0940212302191397,FALSE
mmp,Bayesian beta + Bernoulli boundary,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.26474033381659684,8,0.5040406709152652,0.2478102765808478,0.11452131074967344,FALSE
mmp,Bayesian beta + Bernoulli boundary,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.8817916436590687,8,0.7073744691312556,0.32543394578827145,0.22488600046480453,FALSE
mmp,Bayesian beta + Bernoulli boundary,acropora_composition,Pre-event Acropora composition,Low (10th percentile),0.04961985378338604,12,0.5685422710274398,0.18540177475671155,0.09453015613972775,FALSE
mmp,Bayesian beta + Bernoulli boundary,acropora_composition,Pre-event Acropora composition,Median (50th percentile),0.26474033381659684,12,0.642774761656692,0.22364707068754214,0.13656949890605696,FALSE
mmp,Bayesian beta + Bernoulli boundary,acropora_composition,Pre-event Acropora composition,High (90th percentile),0.8817916436590687,12,0.8021761481898035,0.47781247559450385,0.38103691636577647,FALSE
mmp,BRT,dhw_novelty10,Thermal novelty relative to prior decade,Low (10th percentile),-3.96,4,0.36764481097158924,0.12682222510312866,0.04662553297503608,TRUE
mmp,BRT,dhw_novelty10,Thermal novelty relative to prior decade,Median (50th percentile),2.69,4,0.47535295742073475,0.12864311757271593,0.06115088639001381,TRUE
mmp,BRT,dhw_novelty10,Thermal novelty relative to prior decade,High (90th percentile),8.18,4,0.502091179016414,0.12796135881147253,0.06424826951419463,TRUE
mmp,BRT,dhw_novelty10,Thermal novelty relative to prior decade,Low (10th percentile),-3.96,8,0.37083113755013736,0.12682222510312866,0.04702963000163279,FALSE
mmp,BRT,dhw_novelty10,Thermal novelty relative to prior decade,Median (50th percentile),2.69,8,0.47876601448448447,0.12864311757271593,0.061589952691148156,FALSE
mmp,BRT,dhw_novelty10,Thermal novelty relative to prior decade,High (90th percentile),8.18,8,0.5055112383583008,0.12796135881147253,0.06468590495479834,FALSE
mmp,BRT,dhw_novelty10,Thermal novelty relative to prior decade,Low (10th percentile),-3.96,12,0.6485713619501221,0.14643391388435162,0.09497284296366082,FALSE
mmp,BRT,dhw_novelty10,Thermal novelty relative to prior decade,Median (50th percentile),2.69,12,0.7420079504506227,0.1482548063539389,0.11000624500714017,FALSE
mmp,BRT,dhw_novelty10,Thermal novelty relative to prior decade,High (90th percentile),8.18,12,0.7619615889126026,0.1475730475926955,0.11244499382440537,FALSE
mmp,Bayesian beta + Bernoulli boundary,dhw_novelty10,Thermal novelty relative to prior decade,Low (10th percentile),-3.96,4,0.3241520689114127,0.3802942486169006,0.10268453155429041,TRUE
mmp,Bayesian beta + Bernoulli boundary,dhw_novelty10,Thermal novelty relative to prior decade,Median (50th percentile),2.69,4,0.38090263436213506,0.32972645442383974,0.10372862632419959,TRUE
mmp,Bayesian beta + Bernoulli boundary,dhw_novelty10,Thermal novelty relative to prior decade,High (90th percentile),8.18,4,0.4400309839579777,0.35802349313575466,0.1256653431425285,TRUE
mmp,Bayesian beta + Bernoulli boundary,dhw_novelty10,Thermal novelty relative to prior decade,Low (10th percentile),-3.96,8,0.44094226431970407,0.29088170735955193,0.11182744149800863,FALSE
mmp,Bayesian beta + Bernoulli boundary,dhw_novelty10,Thermal novelty relative to prior decade,Median (50th percentile),2.69,8,0.5014794415859566,0.24879540812235848,0.11429701967245158,FALSE
mmp,Bayesian beta + Bernoulli boundary,dhw_novelty10,Thermal novelty relative to prior decade,High (90th percentile),8.18,8,0.5533226966072419,0.25680047209679985,0.12497129468706919,FALSE
mmp,Bayesian beta + Bernoulli boundary,dhw_novelty10,Thermal novelty relative to prior decade,Low (10th percentile),-3.96,12,0.572255572563554,0.2800402788262585,0.14310687393911303,FALSE
mmp,Bayesian beta + Bernoulli boundary,dhw_novelty10,Thermal novelty relative to prior decade,Median (50th percentile),2.69,12,0.6403505958676258,0.22430677235013544,0.13636113787560816,FALSE
mmp,Bayesian beta + Bernoulli boundary,dhw_novelty10,Thermal novelty relative to prior decade,High (90th percentile),8.18,12,0.6817200751707732,0.23033080000697148,0.14859848817239482,FALSE
mmp,BRT,cloudp_90,Peak-season cloud fraction,Low (10th percentile),0.6265433,4,0.5005737328271477,0.1210722482040373,0.060605587225269875,TRUE
mmp,BRT,cloudp_90,Peak-season cloud fraction,Median (50th percentile),0.6970374,4,0.47535295742073475,0.12864311757271593,0.06115088639001381,TRUE
mmp,BRT,cloudp_90,Peak-season cloud fraction,High (90th percentile),0.8873663,4,0.5626591645711095,0.13572714693617433,0.07636812310472807,TRUE
mmp,BRT,cloudp_90,Peak-season cloud fraction,Low (10th percentile),0.6265433,8,0.5039939184919299,0.1210722482040373,0.061019676792980274,FALSE
mmp,BRT,cloudp_90,Peak-season cloud fraction,Median (50th percentile),0.6970374,8,0.47876601448448447,0.12864311757271593,0.061589952691148156,FALSE
mmp,BRT,cloudp_90,Peak-season cloud fraction,High (90th percentile),0.8873663,8,0.5660227847566394,0.13572714693617433,0.07682465767588696,FALSE
mmp,BRT,cloudp_90,Peak-season cloud fraction,Low (10th percentile),0.6265433,12,0.7616022855863401,0.14068393698526024,0.10714520795325885,FALSE
mmp,BRT,cloudp_90,Peak-season cloud fraction,Median (50th percentile),0.6970374,12,0.7420079504506227,0.1482548063539389,0.11000624500714017,FALSE
mmp,BRT,cloudp_90,Peak-season cloud fraction,High (90th percentile),0.8873663,12,0.7690604737333528,0.1553388357173973,0.11946495858600903,FALSE
mmp,Bayesian beta + Bernoulli boundary,cloudp_90,Peak-season cloud fraction,Low (10th percentile),0.6265433,4,0.32837662493286063,0.34645275798847164,0.08953286594959861,TRUE
mmp,Bayesian beta + Bernoulli boundary,cloudp_90,Peak-season cloud fraction,Median (50th percentile),0.6970374,4,0.38090263436213506,0.32972645442383974,0.10372862632419959,TRUE
mmp,Bayesian beta + Bernoulli boundary,cloudp_90,Peak-season cloud fraction,High (90th percentile),0.8873663,4,0.5413542716523443,0.40645816488396114,0.20490095796475358,TRUE
mmp,Bayesian beta + Bernoulli boundary,cloudp_90,Peak-season cloud fraction,Low (10th percentile),0.6265433,8,0.4363120742736516,0.27203365478698976,0.10486725572895234,FALSE
mmp,Bayesian beta + Bernoulli boundary,cloudp_90,Peak-season cloud fraction,Median (50th percentile),0.6970374,8,0.5014794415859566,0.24879540812235848,0.11429701967245158,FALSE
mmp,Bayesian beta + Bernoulli boundary,cloudp_90,Peak-season cloud fraction,High (90th percentile),0.8873663,8,0.6716129099125379,0.2456553377178363,0.15815824662199274,FALSE
mmp,Bayesian beta + Bernoulli boundary,cloudp_90,Peak-season cloud fraction,Low (10th percentile),0.6265433,12,0.5745595164515543,0.26906485093930155,0.14379441758982375,FALSE
