learner,predicted_change_pp,transition_id,programme_key,ReefID,ReefName,event_year,pre_cover,post_cover,cover_change_pp,sst_maxdhw,prop_acropora_pre,wqc_freqcc12,wqc_prior10_percentile,log_coastal_rain30,era5_wind_calm_fraction,cyc_maxHrs4mw,cot_idwmeanpertow,disturbance_text,severe_probability,tail_expert_change_pp,predicted_post_cover,error_pp,scheme,fold,absolute_error_pp
Aggressive extreme ensemble,-14.130110774643455,2011,manta,21-187,U/N Reef (21-187),2024,0.6246600212356924,0.3486641253272356,-27.59958959084568,7.18220338983051,0.3136770924524844,0,0.4,5.04829112437769,0.03296703296703297,0,0,  ,0.5927377368401976,-14.966248431946415,0.48335891348925786,-13.469478816202226,reef_blocked_5fold,5,13.469478816202226
Aggressive extreme ensemble,-19.944371942491134,833,ltmp,23-068,Erskine Reef (23-068),2024,0.4638738443085885,0.39774200344315724,-6.613184086543128,11.1576470588235,0.8208239385774314,0.025341655981035,0.4,5.301987044294902,0.01098901098901099,0,0,Aerial bl 4 2024 DHW 11.17  coral bleaching,0.8159620483404246,-20.355612449313835,0.2644301248836772,13.331187855948006,reef_blocked_5fold,2,13.331187855948006
Aggressive extreme ensemble,-17.08690739486102,2571,mmp,17-053,Stingaree Reefs (17-053),2024,0.4806596238854858,0.44005306631645896,-4.0606557569026815,3.96714285714286,0.616506583925962,0.939069623828006,0.5,6.679407263235824,0.3076923076923077,0,1e-4,partial bleaching at time of surveys  coral bleaching,0.7081541190888874,-18.2701776185657,0.3097905499368756,13.026251637958337,reef_blocked_5fold,1,13.026251637958337
Aggressive extreme ensemble,-11.809367025027406,2058,manta,21-529,U/N Reef (21-529),2024,0.6491509096157588,0.41061970048050556,-23.853120913525327,7.19,0.38615538690823586,0,0.5,5.04829112437769,0.04395604395604396,0,0,Aerial bl 5 2024 DHW 7.19 2024  coral bleaching,0.29906863188792776,-15.002694937817129,0.5310572393654848,-12.043753888497921,reef_blocked_5fold,5,12.043753888497921
Aggressive extreme ensemble,-21.52178509625257,2973,mmp,22-009,Barren Island Reef (22-009),2024,0.5916565683895456,0.2598804032895316,-33.1776165100014,11.06,0.8432966093606045,1,0.55,4.823371628795423,0.01098901098901099,0,NA,bleaching still evident at time of surveys  coral bleaching,0.7809453530303944,-21.53835595069078,0.3764387174270199,-11.655831413748828,reef_blocked_5fold,3,11.655831413748828
Aggressive extreme ensemble,-21.61163110593309,2204,manta,23-048,Broomfield Reef (23-048),2024,0.581105916624201,0.24912491355726227,-33.19810030669387,11.6140740740741,0.862233938344424,0.0430566355266609,0.7,5.301987044294902,0.03296703296703297,0,0,"Aerial bl 5 2024   DHW 11.6  coral bleaching, unknown storm",0.8452841716376518,-21.456865822853636,0.3649896055648701,-11.586469200760778,reef_blocked_5fold,3,11.586469200760778
Aggressive extreme ensemble,-4.572220439978725,553,ltmp,19-138,U/N Reef (19-138),2024,0.434265841284731,0.5036509690708734,6.938512778614236,5.812,0.19822604048299736,0,0.45,5.8287453483906155,0.01098901098901099,21,0.0064,  ,0.0358078161518121,-14.577653101540522,0.38854363688494375,11.51073321859296,reef_blocked_5fold,5,11.51073321859296
Aggressive extreme ensemble,-9.715603229100106,2116,manta,21-591,U/N Reef (21-591),2024,0.3794207532763258,0.39719007957516705,1.776932629884126,8.13,0.3441447761193373,0,0.35,5.410388454901543,0,4,0,  ,0.18806947512881278,-15.503899370703579,0.28226472098532474,11.492535858984231,reef_blocked_5fold,4,11.492535858984231
Aggressive extreme ensemble,-25.863426753022008,2988,mmp,22-009,Barren Island Reef (22-009),2024,0.6208482450147622,0.4746668183123068,-14.618142670245543,11.06,0.9188685148426851,1,0.55,4.823371628795423,0.01098901098901099,0,NA,further decline as a result of bleaching in 2024  coral bleaching,0.670895642485578,-27.171992127865426,0.36221397748454215,11.245284082776465,reef_blocked_5fold,3,11.245284082776465
Aggressive extreme ensemble,-17.718541048843804,2545,mmp,17-043a,Jessie-Kent Reef (17-043a),2024,0.5529089644022366,0.48735630642129707,-6.555265798093951,4.97,0.7462746601754396,0.748203678403256,0.2,6.793622788043911,0.26373626373626374,0,1e-4,"physical damage S2D2, something dragged?  unknown at 2.0 m only",0.6043336201253406,-20.29782812943143,0.3757235539137985,11.163275250749852,reef_blocked_5fold,2,11.163275250749852
