event_year,site,lat,lon,discrepancy,logger_series,median_depth_m,position_rule
2020,21-550 Reef,-21.9471,152.3069,0.2899349813298437,1,,shallow_preferred
2020,Agincourt Reef Number 1,-16.0398,145.8652,-6.3761235901028375,1,,shallow_preferred
2020,Aquila Island,-21.9611,149.5816,1.900201645273785,1,,shallow_preferred
2020,Arlington Reef,-16.6461,146.1107,-0.5133974087988227,1,,all_available
2020,Barren Island,-23.1578,151.0707,-1.7387467211694982,1,,shallow_preferred
2020,Bedarra Island,-18.0094,146.148,4.73335811084036,1,,shallow_preferred
2020,Cattle Bay,-18.5691,146.4823,-2.477269859827372,1,,shallow_preferred
2020,Centipede Reef,-18.7341,147.5522,-0.5921616319662082,1,,shallow_preferred
2020,Chicken Reef,-18.6534,147.7199,-1.3399441724789538,1,,shallow_preferred
2020,Chinaman Reef,-21.9973,152.664,0.3270784856057034,1,2.5,shallow_preferred
2020,Curd Reef,-12.5853,143.5112,4.110928124208211,1,,shallow_preferred
2020,Davies Reef,-18.8065,147.6688,-1.096379040767636,1,,shallow_preferred
2020,Daydream Island,-20.2557,148.8122,0.6551431759961712,1,,shallow_preferred
2020,Dent Island,-20.345,148.9382,2.420851269963028,1,,shallow_preferred
2020,Dip Reef,-18.3999,147.4519,-3.5408187431900267,1,,all_available
2020,Double Cone,-20.1046,148.7218,-0.2069540241686525,1,,shallow_preferred
2020,Dugong Island,-10.518,143.0997,-1.334900480255203,1,,shallow_preferred
2020,Dunk Island,-17.9263,146.1461,4.646749671684462,1,,shallow_preferred
2020,East Cay,-21.4727,152.5662,-1.3561652153503905,1,,shallow_preferred
2020,Erskine Island,-23.4993,151.7749,0.6358016707944536,1,,shallow_preferred
2020,Farquharson Reef,-17.79,146.5315,1.6638072792425138,1,,shallow_preferred
2020,Feather Reef,-17.519,146.3887,1.2824785990351666,1,,shallow_preferred
2020,Fitzroy Island,-16.9233,145.9963,3.912260745858256,1,,shallow_preferred
2020,Flinders Reef,-17.71485,148.44805,-0.7344176355788066,2,,shallow_preferred
2020,Frankland Islands,-17.227,146.0904,1.7410113732625885,1,,shallow_preferred
2020,Gannet Cay Reef,-21.9758,152.4797,-0.4839372673882147,1,,all_available
2020,Geoffrey Bay,-19.1548,146.8685,5.872039081989005,1,,shallow_preferred
2020,"Green Island, Qld",-16.7583,145.97,4.1304421271126,1,,shallow_preferred
2020,Grub Reef,-18.6214,147.433,-1.9438025416596412,1,,shallow_preferred
2020,Hastings Reef,-16.5013,146.017,-0.6945687193633798,1,,shallow_preferred
2020,Havannah Island,-18.8472,146.5428,1.5996019487396875,1,,shallow_preferred
2020,Hayman Island,-20.0572,148.8997,-1.086136790930217,1,,all_available
2020,Hedley Reef,-17.2235,146.4754,2.2332465574489904,1,,shallow_preferred
2020,Helix Reef,-18.6203,147.2958,-0.0315414839450269,1,,shallow_preferred
2020,Henderson Island,-21.4856,149.9091,1.195587940616754,1,,all_available
2020,Heron Island,-23.4384,151.9182,-0.1325011480103937,1,,shallow_preferred
2020,High Island,-17.1622,146.007,-4.069798420007173,1,,shallow_preferred
2020,Hook Island,-20.1681,148.8871,-3.7770271771735215,1,,shallow_preferred
2020,Horseshoe Reef,-22.0227,152.6166,0.5820267758588589,1,,shallow_preferred
2020,Humpy Island,-23.2162,150.9638,-0.1949930341297481,1,,shallow_preferred
2020,John Brewer,-18.619,147.0811,0.1904078716576975,1,,shallow_preferred
2020,Kelso Reef,-18.4448,146.9933,-2.390825026230913,1,,shallow_preferred
2020,Knife Reef,-18.572,147.5759,-0.8337973625298156,1,,shallow_preferred
2020,Lady Elliot Reef,-18.6798,146.3325,7.410464728408286,1,,shallow_preferred
2020,Lady Musgrave,-23.8884,152.422,-2.2420646583098907,1,,shallow_preferred
2020,Lagoon Reef,-12.3923,143.74,-1.526612835689486,1,,shallow_preferred
2020,Lizard Island,-14.68796,145.45285,0.4795624356526891,2,0.6,shallow_preferred
2020,Low Isles,-16.3831,145.5619,1.407814282110004,1,,shallow_preferred
2020,Macgillivray,-14.6485,145.4915,-4.299430568059551,1,,all_available
2020,Mackay Reef,-16.0399,145.6506,2.2648477201922943,1,,shallow_preferred
2020,Manning Island,-23.854,151.3533,2.9522047055525817,1,,shallow_preferred
2020,Martin,-14.7553,145.3722,1.2220278261895885,1,,all_available
2020,Mast Head Reef,-23.5341,151.7497,1.3050274284054115,1,,all_available
2020,McCulloch Reef,-17.2834,146.4777,2.116830558170516,1,,shallow_preferred
2020,Michaelmas Reef,-16.5528,146.0454,1.1469479944542602,1,,shallow_preferred
2020,Moore Reef,-16.8519,146.2336,1.5139498544599743,1,,shallow_preferred
2020,Moore Reef-Coral Sea,-15.8866,149.1516,-4.987052573988572,1,,shallow_preferred
2020,Myrmidon Reef,-18.2585,147.3814,-0.6244883420862655,1,,shallow_preferred
2020,No Name,-14.6308,145.6418,-4.310231988865706,1,,shallow_preferred
2020,North Direction Island,-14.7435,145.5136,-6.57,1,,shallow_preferred
2020,North Keppel Island,-23.0864,150.9052,-0.0437870365482258,1,,shallow_preferred
2020,North Reef,-23.1755,151.9086,0.0,1,,all_available
2020,Northeast Reef,-18.5718,146.4947,-2.2315763578432497,1,,shallow_preferred
2020,Nth Barnards (Jesse Is),-17.6722,146.1742,5.556803929865103,1,,shallow_preferred
2020,One Tree Island,-23.4833,152.0739,-3.1230587818809963,3,,all_available
2020,Opal Reef,-16.2042,145.9005,-0.7276474892046885,1,,shallow_preferred
2020,Pandora Reef,-18.8164,146.4341,2.415483371564374,1,,shallow_preferred
2020,Peak Island,-23.3413,150.9369,2.0302291152499343,1,,shallow_preferred
2020,Peart Reef,-17.4676,146.402,1.027260252243318,1,,shallow_preferred
2020,Pelican Island,-23.2397,150.8742,2.036700049354229,1,,shallow_preferred
2020,Pelorus Island,-18.5406,146.4888,-3.0800208505562527,1,,shallow_preferred
2020,Penrith Reef,-21.0036,149.8882,-1.0546015138842613,1,,shallow_preferred
2020,Pine Island,-20.378,148.8884,1.9326931379161556,1,,shallow_preferred
2020,Pine Peak Island,-21.5145,150.2515,0.6812159480858444,1,,shallow_preferred
2020,Pompey Reef (No 1),-20.9201,150.5582,-0.0615643802336514,1,,shallow_preferred
2020,Rat Island,-23.767,151.3185,4.032971175530797,1,,shallow_preferred
2020,Rebe Reef,-19.795,150.1499,-6.47,1,,shallow_preferred
2020,Repulse,-20.5779,148.8625,3.481321265505569,1,,all_available
2020,Rib Reef,-18.473,146.8774,0.4080477107976641,1,,shallow_preferred
2020,Roxburgh Reef,-18.4321,147.0563,-3.331693297466966,1,,shallow_preferred
