programme_key,source_observation_id,ReefID,ReefName,event_year,region_block,joint_reef_fold,ann_maxdhw,prop_acropora_pre,observed_pre_cover,log_coastal_rain30,era5_wind_mean,era5_wind_calm_fraction,era5_coastal_distance_km,DISTURBANCE_TYPE,description,observed_mortality,predicted_occurrence,predicted_positive_loss,predicted_mortality,learner,scheme,fold,residual,absolute_error,severe,nonsevere
manta,4067477,17-024,Peart Reef (17-024),2024,Central GBR,1,5.4,0.32131913917438787,0.1935746109136898,6.866384143143859,5.830949306488037,0.12087912087912088,53.02430121520352,b,DHW 5.4,0.16297797479960072,0.4010545625171421,0.2766781021133256,0.11071610306482496,joint_compound_brms,reef_blocked_2024,1,0.05226187173477577,0.05226187173477577,FALSE,TRUE
mmp,4167064,17-053,Stingaree Reefs (17-053),2024,Central GBR,1,4.15,0.616506583925962,0.33654597828120286,6.679407263235824,4.47112512588501,0.3076923076923077,26.438199406294544,b,partial bleaching at time of surveys,0,0.485396499416694,0.5466806758107988,0.26458984630467786,joint_compound_brms,reef_blocked_2024,1,-0.26458984630467786,0.26458984630467786,FALSE,TRUE
mmp,4167081,17-053,Stingaree Reefs (17-053),2024,Central GBR,1,4.15,0.12818230888325138,0.34299737519484685,6.679407263235824,4.47112512588501,0.3076923076923077,26.438199406294544,b,partial bleaching at time of surveys,0,0.4184315763593462,0.23702388796778232,0.09726239445461676,joint_compound_brms,reef_blocked_2024,1,-0.09726239445461676,0.09726239445461676,FALSE,TRUE
mmp,4167098,17-053,Stingaree Reefs (17-053),2024,Central GBR,1,4.15,0.616506583925962,0.4806596238854858,6.679407263235824,4.47112512588501,0.3076923076923077,26.438199406294544,b,partial bleaching at time of surveys,0.08448089989497658,0.5924005672546965,0.5618269284390879,0.33232936587057177,joint_compound_brms,reef_blocked_2024,1,-0.2478484659755952,0.2478484659755952,FALSE,TRUE
mmp,4167117,17-053,Stingaree Reefs (17-053),2024,Central GBR,1,4.15,0.12818230888325138,0.3419938741107149,6.679407263235824,4.47112512588501,0.3076923076923077,26.438199406294544,b,partial bleaching at time of surveys,0.11474101713504836,0.4177125761527045,0.23711093687608475,0.09713049461551836,joint_compound_brms,reef_blocked_2024,1,0.01761052251952999,0.01761052251952999,FALSE,TRUE
ltmp,4230870,18-039,Dip Reef (18-039),2024,Central GBR,1,7.32,0.3069695489966417,0.2404993674007977,5.947264586791359,6.650827884674072,0.06593406593406594,111.1950802335326,NA,NA,0,0.43588159844415936,0.1221379691119505,0.05321589645686519,joint_compound_brms,reef_blocked_2024,1,-0.05321589645686519,0.05321589645686519,FALSE,TRUE
ltmp,4230871,18-039,Dip Reef (18-039),2024,Central GBR,1,7.32,0.4511818546018339,0.25000968515127425,5.947264586791359,6.650827884674072,0.06593406593406594,111.1950802335326,b,DHW 8.02 flat lining,0.03803979731714051,0.4669262268765616,0.11865323467554906,0.05534816597545431,joint_compound_brms,reef_blocked_2024,1,-0.01730836865831379,0.01730836865831379,FALSE,TRUE
ltmp,4227302,19-159,Slate Reef (19-159),2024,Central GBR,1,8.61,0.6136352481490801,0.4004283118958544,5.8287453483906155,7.366249084472656,0.01098901098901099,118.35940764116184,NA,NA,0.0636605992892416,0.7132655553363986,0.2416820404985974,0.17205446012819026,joint_compound_brms,reef_blocked_2024,1,-0.10839386083894866,0.10839386083894866,FALSE,TRUE
ltmp,4227303,19-159,Slate Reef (19-159),2024,Central GBR,1,8.61,0.6586105214947701,0.4609423548222777,5.8287453483906155,7.366249084472656,0.01098901098901099,118.35940764116184,b,NA,0.13128332055698222,0.7562532033136311,0.2465799241592872,0.1861465930916613,joint_compound_brms,reef_blocked_2024,1,-0.05486327253467907,0.05486327253467907,FALSE,TRUE
manta,4067116,19-159,Slate Reef (19-159),2024,Central GBR,1,8.61,0.6136352481490801,0.5283413420729094,5.8287453483906155,7.366249084472656,0.01098901098901099,118.35940764116184,NA,NA,0,0.8056990788382343,0.28175898612792905,0.2268466394703257,joint_compound_brms,reef_blocked_2024,1,-0.2268466394703257,0.2268466394703257,FALSE,TRUE
manta,4067117,19-159,Slate Reef (19-159),2024,Central GBR,1,8.61,0.6586105214947701,0.6189962599768563,5.8287453483906155,7.366249084472656,0.01098901098901099,118.35940764116184,b,DHW 8.61,0.14645471025517404,0.8499806683248285,0.29227527529137376,0.24826233976522577,joint_compound_brms,reef_blocked_2024,1,-0.10180762951005172,0.10180762951005172,FALSE,TRUE
ltmp,4233800,20-014,Hayman Island Reef (20-014),2024,Central GBR,1,5.8500000000000005,0.3996552510163357,0.165316693866412,5.8287453483906155,7.831005573272705,0.01098901098901099,27.798770058383298,NA,NA,0.01011147474511542,0.3364883650377576,0.1309485826970076,0.04375777703419625,joint_compound_brms,reef_blocked_2024,1,-0.03364630228908083,0.03364630228908083,FALSE,TRUE
ltmp,4233801,20-014,Hayman Island Reef (20-014),2024,Central GBR,1,5.8500000000000005,0.14030141659542145,0.13633728561380234,5.8287453483906155,7.831005573272705,0.01098901098901099,27.798770058383298,b,DHW 5.85,0,0.28129335214572515,0.1169748105722775,0.03263093613098279,joint_compound_brms,reef_blocked_2024,1,-0.03263093613098279,0.03263093613098279,FALSE,TRUE
manta,4067315,20-014,Hayman Island Reef (20-014),2024,Central GBR,1,5.8500000000000005,0.14030141659542145,0.15508503949186497,5.8287453483906155,7.831005573272705,0.01098901098901099,27.798770058383298,b,DHW 5.85,0,0.31403477267175983,0.12501731688072942,0.0389759577108442,joint_compound_brms,reef_blocked_2024,1,-0.0389759577108442,0.0389759577108442,FALSE,TRUE
mmp,4156652,20-035a,Daydream Reef (No 1) (20-035a),2024,Central GBR,1,8.78,0.2598230662382889,0.01538463975342603,5.8287453483906155,5.7756476402282715,0.0989010989010989,26.080562739584575,NA,NA,0,0.38242067998076457,0.21385120411282077,0.0807696902831441,joint_compound_brms,reef_blocked_2024,1,-0.0807696902831441,0.0807696902831441,FALSE,TRUE
mmp,4156671,20-035a,Daydream Reef (No 1) (20-035a),2024,Central GBR,1,8.78,0.3450043885487789,0.0619788555082298,5.8287453483906155,5.7756476402282715,0.0989010989010989,26.080562739584575,NA,NA,0,0.42728956947808133,0.13452540713042851,0.05652491821048552,joint_compound_brms,reef_blocked_2024,1,-0.05652491821048552,0.05652491821048552,FALSE,TRUE
manta,4049479,20-297,Creal Reef (20-297),2024,Southern GBR,1,8.370000000000001,0.2396430089858636,0.6903771670175208,5.8287453483906155,7.628969192504883,0,158.8083169396554,NA,NA,0.14353057103012326,0.8294245666895634,0.3330063846475893,0.27586073345905776,joint_compound_brms,reef_blocked_2024,1,-0.1323301624289345,0.1323301624289345,FALSE,TRUE
ltmp,4224277,21-060,U/N Reef (21-060),2024,Southern GBR,1,8.99,0.4194754038758102,0.14667581543441732,5.04829112437769,7.65802526473999,0.01098901098901099,138.99385029191623,NA,NA,0,0.5478853536125128,0.10772995489548758,0.05880959850171774,joint_compound_brms,reef_blocked_2024,1,-0.05880959850171774,0.05880959850171774,FALSE,TRUE
manta,4067141,21-060,U/N Reef (21-060),2024,Southern GBR,1,8.99,0.4194754038758102,0.4183772154643925,5.04829112437769,7.65802526473999,0.01098901098901099,138.99385029191623,NA,NA,0.3164588026273036,0.7613505596772308,0.13701616281438098,0.10433197053583287,joint_compound_brms,reef_blocked_2024,1,0.2121268320914707,0.2121268320914707,TRUE,FALSE
ltmp,4183353,21-529,U/N Reef (21-529),2024,Southern GBR,1,7.19,0.38615538690823586,0.24402387862104383,5.04829112437769,7.627993583679199,0.04395604395604396,188.7922667774775,b,Aerial bl 5 2024 DHW 7.19 2024,0.07120233399391916,0.4300025415127388,0.1366626007761695,0.05841350277425865,joint_compound_brms,reef_blocked_2024,1,0.01278883121966051,0.01278883121966051,FALSE,TRUE
manta,3989168,21-529,U/N Reef (21-529),2024,Southern GBR,1,7.19,0.38615538690823586,0.6491509096157588,5.04829112437769,7.627993583679199,0.04395604395604396,188.7922667774775,b,Aerial bl 5 2024 DHW 7.19 2024,0.3674510897264907,0.7502969055576758,0.1852042086281093,0.13882959314255475,joint_compound_brms,reef_blocked_2024,1,0.22862149658393596,0.22862149658393596,TRUE,FALSE
manta,4284476,22-084,U/N Reef (22-084),2024,Southern GBR,1,8.47,0.10148678379186,0.15022670123802098,5.293126064302306,7.664971828460693,0.05494505494505494,198.3246302201427,NA,NA,0.2971606639822993,0.479139937910292,0.1660846221552622,0.07949105849466856,joint_compound_brms,reef_blocked_2024,1,0.21766960548763073,0.21766960548763073,TRUE,FALSE
ltmp,4182001,22-104a,Horseshoe Reef (No 1) (22-104a),2024,Southern GBR,1,9.08,0.4872440402232475,0.25910214651422714,5.293126064302306,7.664971828460693,0.05494505494505494,198.3246302201427,b,hc decline,0.10896430189600032,0.6789054837141215,0.15288442587563245,0.10373154014274548,joint_compound_brms,reef_blocked_2024,1,0.00523276175325482,0.00523276175325482,FALSE,TRUE
manta,3989230,22-104a,Horseshoe Reef (No 1) (22-104a),2024,Southern GBR,1,9.08,0.4872440402232475,0.13717349711137905,5.293126064302306,7.664971828460693,0.05494505494505494,198.3246302201427,b,DHW 9.19,0.0026179461240754,0.6116252806397241,0.158155863255137,0.09657284313106504,joint_compound_brms,reef_blocked_2024,1,-0.09395489700698964,0.09395489700698964,FALSE,TRUE
