programme_key,source_observation_id,ReefID,ReefName,event_year,region_block,joint_reef_fold,ann_maxdhw,prop_acropora_pre,observed_pre_cover,log_coastal_rain30,era5_wind_mean,era5_wind_calm_fraction,era5_coastal_distance_km,DISTURBANCE_TYPE,description,observed_mortality,predicted_occurrence,predicted_positive_loss,predicted_mortality,learner,scheme,fold,residual,absolute_error,severe,nonsevere
ltmp,4238621,21-305,East Cay Reef (21-305),2024,Southern GBR,2,7.67,0.209397721527752,0.1774025284140376,5.04829112437769,7.61787748336792,0.03296703296703297,222.5876216694933,b,Aerial bl 5 2024 DHW 7.67,0.17436133243673674,0.23936170901750403,0.12290950409298504,0.02727140361407658,joint_compound_brms,leave_one_event_out,2024,0.14708992882266014,0.14708992882266014,FALSE,TRUE
ltmp,4238622,21-305,East Cay Reef (21-305),2024,Southern GBR,2,7.67,0.21688656916806204,0.2190919069770352,5.04829112437769,7.61787748336792,0.03296703296703297,222.5876216694933,b,DHW 7.67 mass loss of SC,0.19028260394560065,0.24776498605843905,0.12153441094454456,0.02804162399501399,joint_compound_brms,leave_one_event_out,2024,0.16224097995058667,0.16224097995058667,FALSE,TRUE
manta,4284380,21-305,East Cay Reef (21-305),2024,Southern GBR,2,7.67,0.21688656916806204,0.31352435423231356,5.04829112437769,7.61787748336792,0.03296703296703297,222.5876216694933,b,Aerial bl 5 2024 DHW 7.67,0.2779171356313509,0.23925683617230364,0.10421045592721805,0.02318562785657777,joint_compound_brms,leave_one_event_out,2024,0.2547315077747731,0.2547315077747731,TRUE,FALSE
ltmp,4183353,21-529,U/N Reef (21-529),2024,Southern GBR,1,7.19,0.38615538690823586,0.24402387862104383,5.04829112437769,7.627993583679199,0.04395604395604396,188.7922667774775,b,Aerial bl 5 2024 DHW 7.19 2024,0.07120233399391916,0.2534389720709291,0.1408884363810094,0.03383676461678611,joint_compound_brms,leave_one_event_out,2024,0.03736556937713305,0.03736556937713305,FALSE,TRUE
manta,3989168,21-529,U/N Reef (21-529),2024,Southern GBR,1,7.19,0.38615538690823586,0.6491509096157588,5.04829112437769,7.627993583679199,0.04395604395604396,188.7922667774775,b,Aerial bl 5 2024 DHW 7.19 2024,0.3674510897264907,0.32088010639700965,0.11342968746588712,0.0344939516143661,joint_compound_brms,leave_one_event_out,2024,0.33295713811212463,0.33295713811212463,TRUE,FALSE
manta,4284566,21-550,U/N Reef (21-550),2024,Southern GBR,5,7.85,0.22806223341999204,0.5231246127836484,5.293126064302306,7.698933601379395,0.05494505494505494,175.33603223489754,NA,NA,0.3105929180461531,0.27323390506018996,0.1229672756748992,0.03169723858704865,joint_compound_brms,leave_one_event_out,2024,0.27889567945910443,0.27889567945910443,TRUE,FALSE
ltmp,4184037,21-556,Gannett Cay Reef (21-556),2024,Southern GBR,4,8.47,0.01612053627624607,0.07002682803684913,5.293126064302306,7.664971828460693,0.05494505494505494,198.3246302201427,b,DHW 8.47,0.01898982005665171,0.2559179208596913,0.11481866854870589,0.02721385176264112,joint_compound_brms,leave_one_event_out,2024,-0.0082240317059894,0.0082240317059894,FALSE,TRUE
manta,4284599,21-556,Gannett Cay Reef (21-556),2024,Southern GBR,4,8.47,0.01612053627624607,0.09896793855981656,5.293126064302306,7.664971828460693,0.05494505494505494,198.3246302201427,b,DHW 8.47,0,0.23388896110579305,0.1017855122661301,0.02187391471714937,joint_compound_brms,leave_one_event_out,2024,-0.02187391471714937,0.02187391471714937,FALSE,TRUE
ltmp,4224607,21-558,U/N Reef (21-558),2024,Southern GBR,2,7.54,0.07481468055436158,0.1101872950078745,5.04829112437769,7.61787748336792,0.03296703296703297,222.5876216694933,NA,NA,0.06769401672425976,0.2250767806391485,0.12353093367076716,0.02558970726106323,joint_compound_brms,leave_one_event_out,2024,0.04210430946319653,0.04210430946319653,FALSE,TRUE
ltmp,4224608,21-558,U/N Reef (21-558),2024,Southern GBR,2,7.54,0.1629579657459985,0.13576658866345692,5.04829112437769,7.61787748336792,0.03296703296703297,222.5876216694933,b,NA,0.1884063959137199,0.23093727771729652,0.1293070641623984,0.02772498309087832,joint_compound_brms,leave_one_event_out,2024,0.16068141282284162,0.16068141282284162,FALSE,TRUE
manta,4284588,21-558,U/N Reef (21-558),2024,Southern GBR,2,7.54,0.07481468055436158,0.3909070677108736,5.04829112437769,7.61787748336792,0.03296703296703297,222.5876216694933,NA,NA,0.25960430422350816,0.2553513489609289,0.09932847260231518,0.02357723573309036,joint_compound_brms,leave_one_event_out,2024,0.2360270684904178,0.2360270684904178,TRUE,FALSE
manta,4284589,21-558,U/N Reef (21-558),2024,Southern GBR,2,7.54,0.1629579657459985,0.36925742040330933,5.04829112437769,7.61787748336792,0.03296703296703297,222.5876216694933,b,DHW 7.24 to 8.27,0,0.25106426313611063,0.10555015172692712,0.02481314567940338,joint_compound_brms,leave_one_event_out,2024,-0.02481314567940338,0.02481314567940338,FALSE,TRUE
ltmp,4232334,21-562,Turner Reef (21-562),2024,Southern GBR,5,9.27,0.12813436740046336,0.12528128336068736,5.293126064302306,7.622081279754639,0.03296703296703297,211.65905306044084,NA,NA,0.10489837425504042,0.38465165729891887,0.1399957268450948,0.05171376497879797,joint_compound_brms,leave_one_event_out,2024,0.05318460927624245,0.05318460927624245,FALSE,TRUE
ltmp,4232335,21-562,Turner Reef (21-562),2024,Southern GBR,5,9.27,0.08656072859991064,0.08887790813431366,5.293126064302306,7.622081279754639,0.03296703296703297,211.65905306044084,b,NA,0,0.3748250514147572,0.1411332089614891,0.05066694799220592,joint_compound_brms,leave_one_event_out,2024,-0.05066694799220592,0.05066694799220592,FALSE,TRUE
manta,4284698,21-562,Turner Reef (21-562),2024,Southern GBR,5,9.27,0.12813436740046336,0.21160583760646007,5.293126064302306,7.622081279754639,0.03296703296703297,211.65905306044084,NA,NA,0.3153081782272817,0.3730690164071845,0.12037356884228192,0.04311609176808912,joint_compound_brms,leave_one_event_out,2024,0.2721920864591926,0.2721920864591926,TRUE,FALSE
manta,4284699,21-562,Turner Reef (21-562),2024,Southern GBR,5,9.27,0.08656072859991064,0.1222713025202314,5.293126064302306,7.622081279754639,0.03296703296703297,211.65905306044084,b,DHW 8.65 to 9.27,0,0.35020726421052384,0.12299937508835716,0.04107346638262119,joint_compound_brms,leave_one_event_out,2024,-0.04107346638262119,0.04107346638262119,FALSE,TRUE
ltmp,4180542,21-588,Wade Reef (21-588),2024,Southern GBR,3,9.33,0.31761851319151824,0.13297648655713687,5.293126064302306,7.634066581726074,0.05494505494505494,221.91002299353315,b,hc increase but sc decline,0,0.39304027751135434,0.13390864993665091,0.0500779298572419,joint_compound_brms,leave_one_event_out,2024,-0.0500779298572419,0.0500779298572419,FALSE,TRUE
manta,3989106,21-588,Wade Reef (21-588),2024,Southern GBR,3,9.33,0.31761851319151824,0.14304588581004424,5.293126064302306,7.634066581726074,0.05494505494505494,221.91002299353315,b,Aerial bl 4 2024  DHW 9.57 2024,0.00629080401453635,0.3623856696195899,0.11709633569703871,0.04014333661335894,joint_compound_brms,leave_one_event_out,2024,-0.03385253259882258,0.03385253259882258,FALSE,TRUE
ltmp,4223356,21-591,U/N Reef (21-591),2024,Southern GBR,5,8.13,0.3441447761193373,0.19995291484269695,5.410388454901543,7.682434558868408,0,117.60569926842686,NA,NA,0,0.2565087936438097,0.11900122788970648,0.02921950241120734,joint_compound_brms,leave_one_event_out,2024,-0.02921950241120734,0.02921950241120734,FALSE,TRUE
manta,4067531,21-591,U/N Reef (21-591),2024,Southern GBR,5,8.13,0.3441447761193373,0.3794207532763258,5.410388454901543,7.682434558868408,0,117.60569926842686,NA,NA,0,0.26737636371535345,0.09969141373576636,0.02538477912994564,joint_compound_brms,leave_one_event_out,2024,-0.02538477912994564,0.02538477912994564,FALSE,TRUE
mmp,4140753,22-009,Barren Island Reef (22-009),2024,Southern GBR,4,11.06,0.53129173943683,0.2598804032895316,4.823371628795423,7.690150737762451,0.01098901098901099,27.798770058383468,b,further decline as a result of bleaching in 2024,0.17115624670633436,0.7103811393868454,0.10221569289461176,0.06590371199862417,joint_compound_brms,leave_one_event_out,2024,0.1052525347077102,0.1052525347077102,FALSE,TRUE
mmp,4140754,22-009,Barren Island Reef (22-009),2024,Southern GBR,4,11.06,0.8432966093606045,0.5916565683895456,4.823371628795423,7.690150737762451,0.01098901098901099,27.798770058383468,b,bleaching still evident at time of surveys,0.5607580187998068,0.7708028231825153,0.07543007412428568,0.05341438193035686,joint_compound_brms,leave_one_event_out,2024,0.5073436368694499,0.5073436368694499,TRUE,FALSE
mmp,4140772,22-009,Barren Island Reef (22-009),2024,Southern GBR,4,11.06,0.9188685148426852,0.6208482450147622,4.823371628795423,7.690150737762451,0.01098901098901099,27.798770058383468,b,further decline as a result of bleaching in 2024,0.2354543608301246,0.7757114786637442,0.05279582913902799,0.03642912386109952,joint_compound_brms,leave_one_event_out,2024,0.19902523696902508,0.19902523696902508,TRUE,FALSE
mmp,4140773,22-009,Barren Island Reef (22-009),2024,Southern GBR,4,11.06,0.9329570973491906,0.7041189584586074,4.823371628795423,7.690150737762451,0.01098901098901099,27.798770058383468,b,bleaching still evident at time of surveys,0.1182622800359385,0.7882675963349278,0.05121920766205867,0.03616572520599528,joint_compound_brms,leave_one_event_out,2024,0.08209655482994321,0.08209655482994321,FALSE,TRUE
manta,4284476,22-084,U/N Reef (22-084),2024,Southern GBR,1,8.47,0.10148678379186,0.15022670123802098,5.293126064302306,7.664971828460693,0.05494505494505494,198.3246302201427,NA,NA,0.2971606639822993,0.2449057508800606,0.10068331515845698,0.02285075746058069,joint_compound_brms,leave_one_event_out,2024,0.2743099065217186,0.2743099065217186,TRUE,FALSE
manta,4284672,22-088a,U/N Reef (22-088a),2024,Southern GBR,2,7.58,0.2864416104796866,0.29321535546036537,5.293126064302306,7.698933601379395,0.05494505494505494,175.33603223489754,NA,NA,0.3397865462448271,0.2216321661528078,0.12641674242620105,0.02663444887521136,joint_compound_brms,leave_one_event_out,2024,0.31315209736961575,0.31315209736961575,TRUE,FALSE
ltmp,4186339,22-102,Chinaman Reef (22-102),2024,Southern GBR,5,9.41,0.14325013683013463,0.22135253766117685,5.293126064302306,7.634066581726074,0.05494505494505494,221.91002299353315,b,decline hc,0.1549831580635079,0.4232520292851766,0.1286937099972515,0.05245823766439184,joint_compound_brms,leave_one_event_out,2024,0.10252492039911608,0.10252492039911608,FALSE,TRUE
manta,4284635,22-102,Chinaman Reef (22-102),2024,Southern GBR,5,9.41,0.14325013683013463,0.18136489645736495,5.293126064302306,7.634066581726074,0.05494505494505494,221.91002299353315,b,Aerial bl 3 2024 DHW 9.57,0,0.3794669626379494,0.11376506328232888,0.041140443947573,joint_compound_brms,leave_one_event_out,2024,-0.041140443947573,0.041140443947573,FALSE,TRUE
ltmp,4182001,22-104a,Horseshoe Reef (No 1) (22-104a),2024,Southern GBR,1,9.08,0.4872440402232475,0.25910214651422714,5.293126064302306,7.664971828460693,0.05494505494505494,198.3246302201427,b,hc decline,0.10896430189600032,0.3911105534950226,0.12766838366724712,0.04766363026020175,joint_compound_brms,leave_one_event_out,2024,0.06130067163579857,0.06130067163579857,FALSE,TRUE
manta,3989230,22-104a,Horseshoe Reef (No 1) (22-104a),2024,Southern GBR,1,9.08,0.4872440402232475,0.13717349711137905,5.293126064302306,7.664971828460693,0.05494505494505494,198.3246302201427,b,DHW 9.19,0.0026179461240754,0.32861958884252074,0.11594654328817824,0.03570977769455615,joint_compound_brms,leave_one_event_out,2024,-0.03309183157048074,0.03309183157048074,FALSE,TRUE
mmp,4143649,23-004b,North Keppel (Ko-no-mie) Island Reef (No 2) (23-004b),2024,Southern GBR,1,12.41,0.9702392451266664,0.17797019321167112,5.3548966285573405,7.717053890228272,0,25.58889965967512,b,further decline as a result of bleaching in 2024,0.649764667289415,0.8131473045136877,0.09197704299178353,0.07145701265087026,joint_compound_brms,leave_one_event_out,2024,0.5783076546385447,0.5783076546385447,TRUE,FALSE
mmp,4143650,23-004b,North Keppel (Ko-no-mie) Island Reef (No 2) (23-004b),2024,Southern GBR,1,12.41,0.9831720862579036,0.4840089198869416,5.3548966285573405,7.717053890228272,0,25.58889965967512,b,bleaching still evident at time of surveys,0.6322997657703442,0.8558280719143678,0.08411841082868554,0.06990928563588139,joint_compound_brms,leave_one_event_out,2024,0.5623904801344628,0.5623904801344628,TRUE,FALSE
mmp,4143665,23-004b,North Keppel (Ko-no-mie) Island Reef (No 2) (23-004b),2024,Southern GBR,1,12.41,0.8174194259823503,0.1995331402172967,5.3548966285573405,7.717053890228272,0,25.58889965967512,b,further decline as a result of bleaching in 2024,0.2382175190368768,0.8168587010856104,0.07246361848776407,0.05627816885591898,joint_compound_brms,leave_one_event_out,2024,0.1819393501809578,0.1819393501809578,TRUE,FALSE
mmp,4143666,23-004b,North Keppel (Ko-no-mie) Island Reef (No 2) (23-004b),2024,Southern GBR,1,12.41,0.855313419480824,0.26841942818408787,5.3548966285573405,7.717053890228272,0,25.58889965967512,b,bleaching still evident at time of surveys,0.25663674359498084,0.8272183145401185,0.06927818990180523,0.05466379801627792,joint_compound_brms,leave_one_event_out,2024,0.20197294557870293,0.20197294557870293,TRUE,FALSE
mmp,4138915,23-010,Middle (Ba-la-ba) Island Reef (23-010),2024,Southern GBR,2,12.23,0.4589503712397904,0.094141417582425,5.455125136460727,7.59745454788208,0,25.541262425425487,b,further decline as a result of bleaching in 2024,0.48766349684223503,0.7984825901477248,0.1930545016685412,0.15157484772707835,joint_compound_brms,leave_one_event_out,2024,0.3360886491151567,0.3360886491151567,TRUE,FALSE
mmp,4138916,23-010,Middle (Ba-la-ba) Island Reef (23-010),2024,Southern GBR,2,12.23,0.7664047472610901,0.1938601638901181,5.455125136460727,7.59745454788208,0,25.541262425425487,b,bleaching still evident at time of surveys,0.5143849272933385,0.815849778694857,0.12997171870273616,0.10359376501531128,joint_compound_brms,leave_one_event_out,2024,0.41079116227802726,0.41079116227802726,TRUE,FALSE
mmp,4138931,23-010,Middle (Ba-la-ba) Island Reef (23-010),2024,Southern GBR,2,12.23,0.3533715797147019,0.12330852251969322,5.455125136460727,7.59745454788208,0,25.541262425425487,b,further decline as a result of bleaching in 2024,0.28856582591991914,0.8026765889435781,0.1523690377211195,0.1200330012481608,joint_compound_brms,leave_one_event_out,2024,0.16853282467175834,0.16853282467175834,TRUE,FALSE
mmp,4138932,23-010,Middle (Ba-la-ba) Island Reef (23-010),2024,Southern GBR,2,12.23,0.48147352484178185,0.2096906034389076,5.455125136460727,7.59745454788208,0,25.541262425425487,b,bleaching still evident at time of surveys,0.41195017565191666,0.8174627621944196,0.12320507634139866,0.09867095809611516,joint_compound_brms,leave_one_event_out,2024,0.3132792175558015,0.3132792175558015,TRUE,FALSE
mmp,4155453,23-016,Humpy (Bur-ye-Bur-ye) Reef (23-016),2024,Southern GBR,2,12.47,0.7075329405300055,0.22997353185720512,5.455125136460727,7.59745454788208,0,25.541262425425487,b,further decline as a result of bleaching in 2024,0.6554932597858075,0.8342914428982751,0.1154897452891639,0.09426035229984296,joint_compound_brms,leave_one_event_out,2024,0.5612329074859645,0.5612329074859645,TRUE,FALSE
mmp,4155454,23-016,Humpy (Bur-ye-Bur-ye) Reef (23-016),2024,Southern GBR,2,12.47,0.8806702661451502,0.49687349743235776,5.455125136460727,7.59745454788208,0,25.541262425425487,b,bleaching still evident at time of surveys,0.5371587878089377,0.8686657051524334,0.09347391833427104,0.07964984308652123,joint_compound_brms,leave_one_event_out,2024,0.4575089447224164,0.4575089447224164,TRUE,FALSE
mmp,4155473,23-016,Humpy (Bur-ye-Bur-ye) Reef (23-016),2024,Southern GBR,2,12.47,0.7596478225945502,0.13594107109759657,5.455125136460727,7.59745454788208,0,25.541262425425487,b,further decline as a result of bleaching in 2024,0.5474064906348262,0.8200236814044838,0.07973472932826917,0.06288346093476031,joint_compound_brms,leave_one_event_out,2024,0.48452302970006583,0.48452302970006583,TRUE,FALSE
mmp,4155474,23-016,Humpy (Bur-ye-Bur-ye) Reef (23-016),2024,Southern GBR,2,12.47,0.901484765985602,0.27456883183503955,5.455125136460727,7.59745454788208,0,25.541262425425487,b,bleaching still evident at time of surveys,0.5048925612238839,0.8405547697959012,0.0702848598715143,0.05697190406237509,joint_compound_brms,leave_one_event_out,2024,0.44792065716150886,0.44792065716150886,TRUE,FALSE
mmp,4149293,23-017,Pelican Island Reef (23-017),2024,Southern GBR,3,13.26,0.15284497105653488,0.04020428702893302,5.455125136460727,5.654933929443359,0.0989010989010989,0,NA,NA,0,0.9000086621941059,0.3479601002782498,0.31149271755720875,joint_compound_brms,leave_one_event_out,2024,-0.31149271755720875,0.31149271755720875,FALSE,TRUE
mmp,4149294,23-017,Pelican Island Reef (23-017),2024,Southern GBR,3,13.26,0.13438736512389293,0.06792091059527568,5.455125136460727,5.654933929443359,0.0989010989010989,0,b,bleaching still evident at time of surveys,0.40807202558722055,0.9030061378265452,0.3597592996738727,0.3231386990903337,joint_compound_brms,leave_one_event_out,2024,0.08493332649688684,0.08493332649688684,TRUE,FALSE
mmp,4149312,23-017,Pelican Island Reef (23-017),2024,Southern GBR,3,13.26,0.00450898632981563,0.18529755917949564,5.455125136460727,5.654933929443359,0.0989010989010989,0,NA,NA,0.02301944253341331,0.9140622598004038,0.3373164147244963,0.3065876232508305,joint_compound_brms,leave_one_event_out,2024,-0.2835681807174172,0.2835681807174172,FALSE,TRUE
mmp,4149313,23-017,Pelican Island Reef (23-017),2024,Southern GBR,3,13.26,0.0160741119416249,0.1888051471674132,5.455125136460727,5.654933929443359,0.0989010989010989,0,b,bleaching still evident at time of surveys,0.01857781972865065,0.9144623480008552,0.32953597183784805,0.2996650687450873,joint_compound_brms,leave_one_event_out,2024,-0.28108724901643667,0.28108724901643667,FALSE,TRUE
ltmp,4188168,23-048,Broomfield Reef (23-048),2024,Southern GBR,3,11.6,0.862233938344424,0.5750808079045714,5.301987044294902,7.902797222137451,0.03296703296703297,94.55219552218418,m,Aerial bl 5 2024   DHW 11.6,0.6883989417687074,0.7600450598975945,0.14004841085694994,0.1040565315776552,joint_compound_brms,leave_one_event_out,2024,0.5843424101910523,0.5843424101910523,TRUE,FALSE
manta,4284725,23-048,Broomfield Reef (23-048),2024,Southern GBR,3,11.6,0.862233938344424,0.581105916624201,5.301987044294902,7.902797222137451,0.03296703296703297,94.55219552218418,m,Aerial bl 5 2024   DHW 11.6,0.5712917276690362,0.7397559013358375,0.12289110618374868,0.08857629110225894,joint_compound_brms,leave_one_event_out,2024,0.4827154365667773,0.4827154365667773,TRUE,FALSE
ltmp,4182299,23-051,Wreck Island Reef (23-051),2024,Southern GBR,1,11.64,0.9797631868153628,0.6697295842357892,5.301987044294902,7.902797222137451,0.03296703296703297,94.55219552218418,b,big hc decline,0.5446213063879788,0.7788043623578004,0.14032284625259905,0.1070107397946406,joint_compound_brms,leave_one_event_out,2024,0.4376105665933382,0.4376105665933382,TRUE,FALSE
manta,4284526,23-051,Wreck Island Reef (23-051),2024,Southern GBR,1,11.64,0.9797631868153628,0.5789666427911073,5.301987044294902,7.902797222137451,0.03296703296703297,94.55219552218418,m,Aerial bl 5 2024  DHW 11.64,0.3704552530009853,0.7431288120320579,0.1257904549265574,0.09093471324161603,joint_compound_brms,leave_one_event_out,2024,0.2795205397593693,0.2795205397593693,TRUE,FALSE
ltmp,4185533,23-055a,One Tree Island Reef (23-055a),2024,Southern GBR,4,11.53,0.9167527148244318,0.6465710923203194,5.509502913839823,7.843398094177246,0.02197802197802198,75.37078298757997,m,DHW 11,0.7056209452888168,0.7804191960872888,0.2088495039893403,0.16145055678714476,joint_compound_brms,leave_one_event_out,2024,0.544170388501672,0.544170388501672,TRUE,FALSE
manta,4284425,23-055a,One Tree Island Reef (23-055a),2024,Southern GBR,4,11.53,0.9167527148244318,0.6064749895445039,5.509502913839823,7.843398094177246,0.02197802197802198,75.37078298757997,m,Aerial bl 4 2024  DHW 11.81,0.5107539897859481,0.7525349770630441,0.1861905660269224,0.13847904034279937,joint_compound_brms,leave_one_event_out,2024,0.3722749494431488,0.3722749494431488,TRUE,FALSE
ltmp,4181245,23-068,Erskine Reef (23-068),2024,Southern GBR,2,11.17,0.8208239385774314,0.4638738443085885,5.301987044294902,7.857634544372559,0.01098901098901099,58.02948927544897,b,Aerial bl 4 2024 DHW 11.17,0.14256428051898865,0.7078253658703155,0.14016929669006956,0.09647676585066424,joint_compound_brms,leave_one_event_out,2024,0.04608751466832442,0.04608751466832442,FALSE,TRUE
manta,4284411,23-068,Erskine Reef (23-068),2024,Southern GBR,2,11.17,0.8208239385774314,0.4084517150032933,5.301987044294902,7.857634544372559,0.01098901098901099,58.02948927544897,b,Aerial bl 4 2024 DHW 11.17,0.06654453617104276,0.6710565825798794,0.12338939114453884,0.08001835178251415,joint_compound_brms,leave_one_event_out,2024,-0.01347381561147138,0.01347381561147138,FALSE,TRUE
ltmp,4181617,23-069,Mast Head Reef (23-069),2024,Southern GBR,5,11.08,0.7967591332408196,0.4000561441690104,5.301987044294902,7.857634544372559,0.01098901098901099,58.02948927544897,b,decline in hc,0.2019468711406776,0.6858985435727707,0.1575667630410508,0.1049868121503676,joint_compound_brms,leave_one_event_out,2024,0.09696005899031,0.09696005899031,TRUE,FALSE
manta,4284513,23-069,Mast Head Reef (23-069),2024,Southern GBR,5,11.08,0.7967591332408196,0.38230377464643,5.301987044294902,7.857634544372559,0.01098901098901099,58.02948927544897,b,DHW 11.17,0.27324709489204596,0.6559077937144194,0.1382347819111998,0.08770184664857168,joint_compound_brms,leave_one_event_out,2024,0.1855452482434743,0.1855452482434743,TRUE,FALSE
manta,4284550,23-080,Hoskyn Islands Reef (23-080),2024,Southern GBR,2,11.2,0.8814544768695094,0.6184300829752357,5.784058808178996,7.760509014129639,0.01098901098901099,75.30452287765046,b,DHW 11.48,0.5478185490121976,0.7389222085455874,0.23378406778984967,0.17180630845262812,joint_compound_brms,leave_one_event_out,2024,0.3760122405595695,0.3760122405595695,TRUE,FALSE
ltmp,4180873,23-081,Fairfax Islands Reef (23-081),2024,Southern GBR,1,11.26,0.8421051184060283,0.33232469751541616,5.784058808178996,7.760509014129639,0.01098901098901099,75.30452287765046,m,"Aerial bl 4 2024 DHW 11.46 2024, moderate disease",0.17622110261289636,0.7115013964422175,0.23327779327409667,0.16473364347000014,joint_compound_brms,leave_one_event_out,2024,0.01148745914289622,0.01148745914289622,FALSE,TRUE
manta,4284498,23-081,Fairfax Islands Reef (23-081),2024,Southern GBR,1,11.26,0.8421051184060283,0.6500704629813622,5.784058808178996,7.760509014129639,0.01098901098901099,75.30452287765046,b,Aerial bl 4 2024 DHW 11.46 2024,0.37356823802927674,0.7499372991908309,0.19956165785156132,0.14858647302640005,joint_compound_brms,leave_one_event_out,2024,0.2249817650028767,0.2249817650028767,TRUE,FALSE
ltmp,4187208,23-082a,Lady Musgrave Reef (23-082a),2024,Southern GBR,4,11.12,0.9474516636293956,0.6333792303847722,5.801442997806395,7.673856258392334,0.01098901098901099,75.2376810282473,m,b s 34% decline hc abs 55% decline rel,0.5425304381746469,0.7631356666380857,0.17131383158451566,0.12981599352540832,joint_compound_brms,leave_one_event_out,2024,0.41271444464923857,0.41271444464923857,TRUE,FALSE
manta,4284760,23-082a,Lady Musgrave Reef (23-082a),2024,Southern GBR,4,11.12,0.9474516636293956,0.6318089437365313,5.801442997806395,7.673856258392334,0.01098901098901099,75.2376810282473,m,Aerial bl 4 2024 DHW 11.42,0.3784926956594735,0.7393648157049649,0.14966900583944717,0.10980063498980284,joint_compound_brms,leave_one_event_out,2024,0.26869206066967066,0.26869206066967066,TRUE,FALSE
manta,1273202,13-118a,Creech Reef (North) (13-118a),2016,Northern GBR,5,9.82,0.1160009674795442,0.5454980628513275,5.760768972511061,4.80440092086792,0.12087912087912088,54.0042200125233,b,Bleaching,0.38243677390482966,0.6661554899668549,0.31147486787419565,0.2074906932210962,joint_compound_brt,leave_one_event_out,2016,0.17494608068373346,0.17494608068373346,TRUE,FALSE
manta,1273145,13-121,U/N Reef (13-121),2016,Northern GBR,1,9.98,0.12079338210246623,0.22067662178568376,6.0375282804736266,4.953568458557129,0.13186813186813187,61.79502527764437,b,Bleaching,0.39358480326995926,0.5283078032881819,0.3047140846696398,0.16098282870278646,joint_compound_brt,leave_one_event_out,2016,0.2326019745671728,0.2326019745671728,TRUE,FALSE
manta,4285232,13-124,U/N Reef (13-124),2016,Northern GBR,4,7.04,0.11860701234673532,0.24797977140418176,5.760768972511061,4.80440092086792,0.12087912087912088,54.0042200125233,m,COTS/bleaching,0.12249764773467146,0.7810270734433932,0.2329329499237042,0.18192694018744715,joint_compound_brt,leave_one_event_out,2016,-0.05942929245277569,0.05942929245277569,FALSE,TRUE
manta,4285439,13-127,Rodda Reef (13-127),2016,Northern GBR,2,8.24,0.12565038764157993,0.35991753534805637,6.0375282804736266,4.918301582336426,0.16483516483516483,38.723631859261,b,Bleaching,0.26680976007009627,0.5569671804281894,0.24619294607520312,0.13712139101681514,joint_compound_brt,leave_one_event_out,2016,0.12968836905328113,0.12968836905328113,TRUE,FALSE
ltmp,4171462,14-114,MacGillivray Reef (14-114),2016,Northern GBR,4,8.61,0.01220657509751586,0.1183821535444432,6.20293776135495,5.603195667266846,0.14285714285714285,38.660259476645,m,bleaching in sector. COTS and cyclone,0,0.7198199471228858,0.186249564557254,0.13406615171126307,joint_compound_brt,leave_one_event_out,2016,-0.13406615171126307,0.13406615171126307,FALSE,TRUE
manta,4206382,14-114,MacGillivray Reef (14-114),2016,Northern GBR,4,8.61,0.01220657509751586,0.08482093786202573,6.20293776135495,5.603195667266846,0.14285714285714285,38.660259476645,m,bleaching in sector. COTS and cyclone,0.14105772044354065,0.7201320224961266,0.19276811419260284,0.13881849194628337,joint_compound_brt,leave_one_event_out,2016,0.00223922849725727,0.00223922849725727,FALSE,TRUE
ltmp,4172980,14-123,Martin Reef (14-123),2016,Northern GBR,5,7.87,0.0124304648166445,0.09327377675792872,6.20293776135495,5.099643707275391,0.15384615384615383,27.798770058382857,m,Nathan and bleaching 2016 COTS removal-317,0.48564340982446613,0.37881488091330273,0.19446338700849009,0.07366562479161867,joint_compound_brt,leave_one_event_out,2016,0.41197778503284743,0.41197778503284743,TRUE,FALSE
ltmp,4175205,14-126,Linnet Reef (14-126),2016,Northern GBR,5,7.76,0,0.04596775366864915,6.20293776135495,5.099643707275391,0.15384615384615383,27.798770058382857,m,"0+ bleaching in sector.  Cyclone Ita April 2014, Cyclone Nathan March 2015, COTS removal in 2014 - 261",0.25182298239511186,0.3836092921274991,0.1769233957637368,0.06786945860972045,joint_compound_brt,leave_one_event_out,2016,0.18395352378539143,0.18395352378539143,TRUE,FALSE
ltmp,4173748,14-137,Carter Reef (14-137),2016,Northern GBR,3,11.32,0.25728508433988473,0.2529042297452632,6.20293776135495,5.419349670410156,0.13186813186813187,61.75564549314031,m,"0+ survey severe bleaching in sector 2016 summer, also severe storm damage.  Cyclone Nathan March 2015, 2015/16 summer bleaching",0.6596385918260654,0.746672903146788,0.40077641989625695,0.2992488929567143,joint_compound_brt,leave_one_event_out,2016,0.3603896988693511,0.3603896988693511,TRUE,FALSE
ltmp,4175974,14-138,Yonge Reef (14-138),2016,Northern GBR,1,11.49,0.23432375159355373,0.1814227608355879,6.20293776135495,5.419349670410156,0.13186813186813187,61.75564549314031,m,"bleaching mortality, storm dmage.  intact dead colonies observed,Cyclone Nathan March 2015, 2015/16 summer bleaching",0.5962824992034219,0.8276792092047778,0.4085582927299553,0.3381552046407835,joint_compound_brt,leave_one_event_out,2016,0.2581272945626384,0.2581272945626384,TRUE,FALSE
